t,Norm_0,AvgX_0,Norm_1,AvgX_1
415,0.718504,-6.14756,0.281496,-4.69394
416,0.7185,-5.87175,0.2815,-4.58895
417,0.718495,-5.5968,0.281505,-4.48433
418,0.718491,-5.32272,0.281509,-4.38008
419,0.718487,-5.04948,0.281513,-4.27619
420,0.718483,-4.77709,0.281517,-4.17267
421,0.718479,-4.50555,0.281521,-4.06953
422,0.718475,-4.23484,0.281525,-3.96676
423,0.718472,-3.96497,0.281528,-3.86437
424,0.718468,-3.69593,0.281532,-3.76236
425,0.718465,-3.42772,0.281535,-3.66073
426,0.718462,-3.16033,0.281538,-3.5595
427,0.718459,-2.89376,0.281541,-3.45865
428,0.718456,-2.62801,0.281544,-3.35819
429,0.718453,-2.36307,0.281547,-3.25813
430,0.71845,-2.09894,0.28155,-3.15847
431,0.718448,-1.83562,0.281552,-3.0592
432,0.718445,-1.57311,0.281555,-2.96034
433,0.718443,-1.31141,0.281557,-2.86189
434,0.71844,-1.05052,0.28156,-2.76385
435,0.718438,-0.790425,0.281562,-2.66623
436,0.718436,-0.531141,0.281564,-2.56902
437,0.718434,-0.272665,0.281566,-2.47224
438,0.718432,-0.0149984,0.281568,-2.37588
439,0.71843,0.241857,0.28157,-2.27995
440,0.718428,0.497898,0.281572,-2.18446
441,0.718426,0.75312,0.281574,-2.0894
442,0.718424,1.00752,0.281576,-1.9948
443,0.718423,1.26109,0.281577,-1.90064
444,0.718421,1.51383,0.281579,-1.80694
445,0.718419,1.76573,0.281581,-1.7137
446,0.718418,2.01677,0.281582,-1.62093
447,0.718416,2.26696,0.281584,-1.52864
448,0.718415,2.51628,0.281585,-1.43683
449,0.718414,2.76473,0.281586,-1.34551
450,0.718412,3.01228,0.281588,-1.25468
451,0.718411,3.25893,0.281589,-1.16437
452,0.71841,3.50466,0.28159,-1.07457
453,0.718409,3.74945,0.281591,-0.985288
454,0.718408,3.9933,0.281592,-0.896545
455,0.718406,4.23618,0.281594,-0.808346
456,0.718405,4.47807,0.281595,-0.720701
457,0.718404,4.71895,0.281596,-0.633623
458,0.718403,4.95881,0.281597,-0.547122
459,0.718402,5.19761,0.281598,-0.461212
460,0.718402,5.43534,0.281598,-0.375905
461,0.718401,5.67196,0.281599,-0.291215
462,0.7184,5.90745,0.2816,-0.207155
463,0.718399,6.14179,0.281601,-0.123741
464,0.718398,6.37493,0.281602,-0.0409866
465,0.718397,6.60686,0.281603,0.0410909
466,0.718397,6.83753,0.281603,0.122476
467,0.718396,7.06691,0.281604,0.203151
468,0.718395,7.29498,0.281605,0.283099
469,0.718395,7.52168,0.281605,0.362301
470,0.718394,7.74698,0.281606,0.44074
471,0.718393,7.97084,0.281607,0.518395
472,0.718393,8.19322,0.281607,0.595248
473,0.718392,8.41409,0.281608,0.671277
474,0.718392,8.63338,0.281608,0.746464
475,0.718391,8.85107,0.281609,0.820785
476,0.718391,9.06711,0.281609,0.894222
477,0.71839,9.28145,0.28161,0.96675
478,0.71839,9.49404,0.28161,1.03835
479,0.718389,9.70484,0.281611,1.109
480,0.718389,9.9138,0.281611,1.17867
481,0.718388,10.1209,0.281612,1.24735
482,0.718388,10.326,0.281612,1.31502
483,0.718387,10.5292,0.281613,1.38164
484,0.718387,10.7303,0.281613,1.4472
485,0.718387,10.9293,0.281613,1.51168
486,0.718386,11.1263,0.281614,1.57505
487,0.718386,11.321,0.281614,1.6373
488,0.718385,11.5136,0.281615,1.6984
489,0.718385,11.7039,0.281615,1.75834
490,0.718385,11.8919,0.281615,1.81709
491,0.718384,12.0775,0.281616,1.87465
492,0.718384,12.2608,0.281616,1.93098
493,0.718384,12.4417,0.281616,1.98608
494,0.718384,12.6201,0.281616,2.03993
495,0.718383,12.796,0.281617,2.09252
496,0.718383,12.9695,0.281617,2.14384
497,0.718383,13.1404,0.281617,2.19387
