t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2
344,0.986921,150.901,0.010052,1.53696,0.00302717,0.462857
345,0.982497,150.624,0.0144299,2.2122,0.00307299,0.471111
346,0.977292,150.222,0.01954,3.00354,0.0031683,0.487008
347,0.97132,149.698,0.025345,3.90612,0.00333539,0.514043
348,0.964598,149.052,0.0318021,4.91415,0.00359982,0.556254
349,0.957147,148.288,0.038863,6.02093,0.00399018,0.618188
350,0.948988,147.408,0.0464741,7.21889,0.00453776,0.704857
351,0.940146,146.414,0.0545776,8.49966,0.00527621,0.821693
352,0.930647,145.31,0.0631113,9.85413,0.00624122,0.974498
353,0.92052,144.1,0.0720097,11.2726,0.00747008,1.16938
354,0.909795,142.788,0.0812041,12.7446,0.00900128,1.41271
355,0.898502,141.377,0.0906236,14.2594,0.0108741,1.71101
356,0.886677,139.873,0.100195,15.8058,0.0131282,2.07097
357,0.874352,138.28,0.109845,17.3722,0.015803,2.49927
358,0.861564,136.604,0.119499,18.9469,0.0189374,3.00259
359,0.848349,134.849,0.129081,20.518,0.0225694,3.58751
360,0.834745,133.021,0.13852,22.0738,0.0267353,4.26041
361,0.820789,131.126,0.147741,23.6025,0.0314696,5.02744
362,0.80652,129.169,0.156676,25.0925,0.0368042,5.8944
363,0.791976,127.156,0.165256,26.5327,0.0427684,6.8667
364,0.777196,125.094,0.173416,27.9122,0.0493881,7.94927
365,0.762217,122.987,0.181097,29.2207,0.0566858,9.14649
366,0.747079,120.842,0.188241,30.4486,0.0646797,10.4621
367,0.731819,118.665,0.194797,31.5867,0.0733841,11.8993
368,0.716473,116.462,0.200719,32.6268,0.0828084,13.4605
369,0.701078,114.239,0.205965,33.5615,0.0929572,15.1471
370,0.685669,112,0.210501,34.3843,0.10383,16.9601
371,0.67028,109.753,0.214299,35.0896,0.115421,18.8993
372,0.654945,107.502,0.217335,35.6731,0.12772,20.9637
373,0.639695,105.252,0.219596,36.1312,0.140709,23.1515
374,0.624561,103.009,0.221073,36.4617,0.154367,25.4598
375,0.609571,100.778,0.221764,36.6633,0.168666,27.8848
376,0.594753,98.5635,0.221674,36.7362,0.183572,30.4219
377,0.580134,96.3698,0.220818,36.6815,0.199048,33.0652
378,0.565737,94.2015,0.219213,36.5014,0.21505,35.8081
379,0.551586,92.0626,0.216886,36.1994,0.231528,38.6432
380,0.537701,89.9568,0.21387,35.7802,0.248429,41.562
381,0.524101,87.8878,0.210203,35.2495,0.265696,44.5552
382,0.510805,85.859,0.20593,34.6139,0.283265,47.6128
383,0.497829,83.8734,0.201101,33.8812,0.30107,50.7239
384,0.485186,81.9338,0.195771,33.0601,0.319042,53.877
385,0.472891,80.0428,0.190001,32.1601,0.337108,57.0599
386,0.460954,78.2029,0.183853,31.1915,0.355193,60.2601
387,0.449386,76.4162,0.177396,30.1654,0.373219,63.4643
388,0.438195,74.6845,0.170699,29.0934,0.391106,66.6589
389,0.427389,73.0096,0.163836,27.9876,0.408776,69.8301
390,0.416973,71.3931,0.15688,26.8606,0.426147,72.9638
391,0.406953,69.8362,0.149908,25.7254,0.443138,76.0458
392,0.397334,68.3401,0.142996,24.5948,0.45967,79.0619
393,0.388117,66.9059,0.136219,23.4822,0.475665,81.9979
394,0.379305,65.5343,0.129651,22.4005,0.491043,84.8398
395,0.370901,64.2263,0.123368,21.3627,0.505732,87.574
396,0.362904,62.9823,0.117439,20.3816,0.519658,90.1872
397,0.355315,61.803,0.111932,19.4694,0.532753,92.6663
398,0.348134,60.6888,0.106914,18.6379,0.544952,94.9992
399,0.341361,59.6402,0.102445,17.8984,0.556194,97.1742
400,0.334996,58.6575,0.0985807,17.2614,0.566423,99.1803
401,0.329037,57.7412,0.0953735,16.7367,0.57559,101.008
402,0.323484,56.8915,0.0928691,16.333,0.583647,102.647
403,0.318336,56.1088,0.0911075,16.0583,0.590556,104.089
404,0.313593,55.3935,0.0901224,15.9194,0.596285,105.329
405,0.309254,54.746,0.0899412,15.9219,0.600805,106.358
406,0.305319,54.1667,0.0905839,16.0705,0.604097,107.173
407,0.301787,53.656,0.092064,16.3684,0.606149,107.77
408,0.29866,53.2144,0.0943875,16.8177,0.606953,108.145
409,0.295937,52.8427,0.0975531,17.4191,0.60651,108.299
410,0.293619,52.5412,0.101552,18.1721,0.604828,108.23
411,0.291709,52.3109,0.106369,19.0747,0.601922,107.94
412,0.290207,52.1523,0.11198,20.1237,0.597813,107.432
413,0.289114,52.0664,0.118356,21.3147,0.592529,106.708
414,0.288435,52.0539,0.12546,22.6418,0.586105,105.775
415,0.288169,52.1157,0.133248,24.098,0.578583,104.637
416,0.288321,52.2529,0.141671,25.6752,0.570008,103.303
417,0.288893,52.4663,0.150672,27.3638,0.560434,101.781
418,0.289888,52.7571,0.160192,29.1535,0.549919,100.08
419,0.291309,53.1261,0.170165,31.033,0.538526,98.2112
