t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2
252,0.379934,0.60431,0.310033,2.64912,0.310033,2.64912
253,0.371696,0.697753,0.314152,2.71124,0.314152,2.71124
254,0.363751,0.789492,0.318124,2.77264,0.318124,2.77264
255,0.356107,0.879604,0.321946,2.83324,0.321946,2.83324
256,0.348772,0.968158,0.325614,2.89297,0.325614,2.89297
257,0.341753,1.05522,0.329124,2.95177,0.329124,2.95177
258,0.335055,1.14084,0.332473,3.00957,0.332473,3.00957
259,0.328683,1.22507,0.335659,3.06632,0.335659,3.06632
260,0.32264,1.30794,0.33868,3.12196,0.33868,3.12196
261,0.316929,1.3895,0.341535,3.17644,0.341535,3.17644
262,0.311551,1.46977,0.344224,3.22972,0.344224,3.22972
263,0.306505,1.54875,0.346747,3.28177,0.346747,3.28177
264,0.30179,1.62647,0.349105,3.33255,0.349105,3.33255
265,0.297403,1.70293,0.351299,3.38205,0.351299,3.38205
266,0.293338,1.77813,0.353331,3.43025,0.353331,3.43025
267,0.289591,1.85205,0.355204,3.47713,0.355204,3.47713
268,0.286154,1.92469,0.356923,3.5227,0.356923,3.5227
269,0.283018,1.99603,0.358491,3.56695,0.358491,3.56695
270,0.280175,2.06604,0.359913,3.60989,0.359913,3.60989
271,0.277612,2.13471,0.361194,3.65154,0.361194,3.65154
272,0.275318,2.20202,0.362341,3.69192,0.362341,3.69192
273,0.273281,2.26792,0.36336,3.73104,0.36336,3.73104
274,0.271485,2.33241,0.364257,3.76895,0.364257,3.76895
275,0.269917,2.39544,0.365041,3.80567,0.365041,3.80567
276,0.268562,2.457,0.365719,3.84124,0.365719,3.84124
277,0.267403,2.51707,0.366298,3.87569,0.366298,3.87569
278,0.266425,2.57561,0.366787,3.90908,0.366787,3.90908
279,0.265613,2.63262,0.367194,3.94144,0.367194,3.94144
280,0.264949,2.68808,0.367525,3.97283,0.367525,3.97283
281,0.264419,2.74199,0.367791,4.00328,0.367791,4.00328
282,0.264006,2.79432,0.367997,4.03285,0.367997,4.03285
283,0.263696,2.84509,0.368152,4.06159,0.368152,4.06159
284,0.263475,2.8943,0.368262,4.08955,0.368262,4.08955
285,0.263329,2.94196,0.368336,4.11677,0.368336,4.11677
286,0.263245,2.98808,0.368378,4.14329,0.368378,4.14329
287,0.263211,3.03268,0.368394,4.16918,0.368394,4.16918
288,0.263217,3.07577,0.368391,4.19447,0.368391,4.19447
289,0.263253,3.1174,0.368373,4.2192,0.368373,4.2192
290,0.26331,3.15759,0.368345,4.24343,0.368345,4.24343
291,0.263381,3.19636,0.36831,4.26718,0.36831,4.26718
292,0.263458,3.23377,0.368271,4.2905,0.368271,4.2905
293,0.263536,3.26985,0.368232,4.31343,0.368232,4.31343
294,0.263611,3.30464,0.368195,4.336,0.368195,4.336
295,0.263678,3.33819,0.368161,4.35824,0.368161,4.35824
296,0.263736,3.37054,0.368132,4.38018,0.368132,4.38018
297,0.263781,3.40173,0.368109,4.40187,0.368109,4.40187
298,0.263813,3.43182,0.368094,4.42331,0.368094,4.42331
299,0.26383,3.46086,0.368085,4.44455,0.368085,4.44455
300,0.263833,3.48888,0.368084,4.4656,0.368084,4.4656
