x,x_g,x_ex,k,init,g,ex,E,T
-372.845,6.60049e-29,3.5352e-30,-14.9893,7.80967e-30,3.00307e-30,6.51381e-31,161.885,0
-372.65,9.61423e-29,6.36625e-30,-14.9815,6.697e-30,8.04413e-30,5.57884e-30,161.716,0
-372.454,5.92391e-29,7.97535e-30,-14.9736,5.62451e-30,8.06813e-30,8.10329e-31,161.546,0
-372.259,2.78373e-29,4.57179e-30,-14.9658,4.54299e-30,1.9218e-30,2.43489e-30,161.377,0
-372.063,2.52698e-29,3.20492e-30,-14.9579,3.60661e-30,6.1538e-30,3.62178e-30,161.207,0
-371.868,5.11194e-29,6.78035e-30,-14.9501,2.82986e-30,5.84e-30,8.13243e-32,161.038,0
-371.673,2.51954e-29,4.69998e-30,-14.9422,2.28019e-30,2.54698e-29,2.55159e-30,160.869,0
-371.477,1.00836e-29,1.59142e-30,-14.9343,1.78781e-30,5.3674e-30,5.50101e-31,160.7,0
-371.282,4.14488e-29,3.51082e-30,-14.9265,1.27425e-30,1.6028e-29,1.17836e-30,160.531,0
-371.087,5.43667e-29,5.36038e-30,-14.9186,1.03114e-30,5.56018e-30,5.23989e-30,160.362,0
-370.891,1.58704e-29,2.4167e-30,-14.9108,9.68302e-31,2.28972e-29,5.9403e-30,160.193,0
-370.696,8.92986e-30,1.32905e-30,-14.9029,9.686e-31,8.30574e-30,5.54384e-30,160.025,0
-370.501,4.77985e-29,4.37313e-30,-14.8951,1.16474e-30,2.05314e-29,9.85133e-30,159.856,0
-370.305,4.08697e-29,4.16185e-30,-14.8872,1.41096e-30,4.49418e-29,3.73969e-30,159.687,0
-370.11,1.50178e-30,1.14264e-30,-14.8794,1.83954e-30,1.22078e-29,1.24204e-29,159.519,0
-369.915,3.38317e-29,1.40926e-30,-14.8715,2.46607e-30,5.59873e-30,4.48662e-30,159.351,0
-369.719,6.62841e-29,4.26706e-30,-14.8637,3.1911e-30,1.37227e-29,1.00621e-29,159.182,0
-369.524,2.15618e-29,1.81579e-30,-14.8558,4.12985e-30,1.44153e-30,1.34946e-29,159.014,0
-369.328,1.93701e-30,7.29221e-31,-14.848,4.98714e-30,3.41793e-29,7.70775e-30,158.846,0
-369.133,4.56213e-29,3.69095e-30,-14.8401,6.32672e-30,1.09876e-29,1.43619e-29,158.678,0
-368.938,3.90598e-29,3.97351e-30,-14.8322,7.57429e-30,3.49855e-29,2.849e-29,158.51,0
-368.742,1.03074e-29,1.01055e-30,-14.8244,9.18717e-30,5.11136e-30,2.89222e-29,158.342,0
-368.547,1.6493e-29,9.27314e-31,-14.8165,1.0796e-29,3.97705e-29,1.63746e-29,158.175,0
-368.352,4.64489e-29,2.22844e-30,-14.8087,1.25616e-29,8.13008e-29,2.86812e-29,158.007,0
-368.156,4.49448e-29,2.78743e-30,-14.8008,1.47496e-29,1.03014e-29,5.09595e-29,157.839,0
-367.961,2.22105e-30,5.23397e-31,-14.793,1.67458e-29,4.97426e-29,8.47619e-29,157.672,0
-367.766,3.47959e-29,1.47608e-30,-14.7851,1.90832e-29,7.68114e-29,7.33142e-29,157.505,0
-367.57,7.44485e-29,3.66058e-30,-14.7773,2.14585e-29,1.13217e-28,9.89808e-29,157.337,0
-367.375,2.34508e-29,2.72604e-30,-14.7694,2.45094e-29,6.36682e-29,1.46865e-28,157.17,0
-367.179,7.76382e-30,1.73171e-31,-14.7616,2.70895e-29,7.73599e-29,1.66469e-28,157.003,0
-366.984,6.58998e-29,2.17248e-30,-14.7537,3.02691e-29,2.08469e-28,2.52607e-28,156.836,0
-366.789,6.70555e-29,3.48511e-30,-14.7459,3.32944e-29,2.1707e-28,3.63516e-28,156.669,0
-366.593,1.65635e-29,1.57744e-30,-14.738,3.67278e-29,2.55786e-28,3.70512e-28,156.502,0
-366.398,2.26507e-29,8.76647e-31,-14.7301,4.07303e-29,2.18293e-28,4.97833e-28,156.335,0
-366.203,8.61755e-29,4.22689e-30,-14.7223,4.41578e-29,3.81606e-28,6.05449e-28,156.169,0
-366.007,6.32433e-29,3.46766e-30,-14.7144,4.85739e-29,8.22087e-28,7.59899e-28,156.002,0
-365.812,1.84304e-30,8.39457e-31,-14.7066,5.27095e-29,4.70905e-28,1.16198e-27,155.836,0
-365.617,7.69948e-29,9.49388e-31,-14.6987,5.68744e-29,7.14763e-28,1.52986e-27,155.669,0
-365.421,1.24324e-28,4.9237e-30,-14.6909,6.24833e-29,1.04223e-27,1.82093e-27,155.503,0
-365.226,4.89335e-29,2.98368e-30,-14.683,6.68968e-29,1.78475e-27,2.46618e-27,155.337,0
-365.031,1.75754e-29,4.87392e-31,-14.6752,7.25185e-29,1.91646e-27,3.35701e-27,155.171,0
-364.835,1.3358e-28,2.86231e-30,-14.6673,7.76376e-29,2.39569e-27,3.98965e-27,155.004,0
-364.64,9.71115e-29,6.10341e-30,-14.6595,8.30501e-29,3.4415e-27,5.29994e-27,154.839,0
-364.444,6.31875e-30,2.26364e-30,-14.6516,8.74523e-29,5.41957e-27,7.11412e-27,154.673,0
-364.249,6.52777e-29,1.48373e-30,-14.6437,9.46545e-29,6.53827e-27,8.98051e-27,154.507,0
-364.054,1.28405e-28,5.13361e-30,-14.6359,1.00195e-28,7.82916e-27,1.19247e-26,154.341,0
-363.858,5.78081e-29,6.62651e-30,-14.628,1.07417e-28,8.91916e-27,1.52386e-26,154.176,0
-363.663,3.46534e-30,6.75009e-31,-14.6202,1.13845e-28,1.3181e-26,1.97516e-26,154.01,0
-363.468,8.2759e-29,2.13604e-30,-14.6123,1.21708e-28,1.70802e-26,2.50659e-26,153.845,0
-363.272,9.82467e-29,8.87602e-30,-14.6045,1.28901e-28,2.07299e-26,3.22381e-26,153.679,0
-363.077,1.92355e-29,7.55106e-30,-14.5966,1.36095e-28,2.70769e-26,4.19937e-26,153.514,0
-362.882,1.6524e-29,1.06637e-30,-14.5888,1.43367e-28,3.61438e-26,5.28354e-26,153.349,0
-362.686,8.27169e-29,3.74779e-30,-14.5809,1.51799e-28,4.66351e-26,6.92106e-26,153.184,0
-362.491,7.89496e-29,4.4243e-30,-14.5731,1.59826e-28,6.05342e-26,8.87546e-26,153.019,0
-362.295,1.26283e-29,1.85237e-30,-14.5652,1.67553e-28,7.52971e-26,1.13595e-25,152.854,0
-362.1,3.26249e-29,2.4256e-30,-14.5574,1.75193e-28,9.82559e-26,1.45808e-25,152.689,0
-361.905,1.08538e-28,1.05581e-29,-14.5495,1.85721e-28,1.27334e-25,1.88309e-25,152.524,0
-361.709,6.74582e-29,8.40852e-30,-14.5416,1.93805e-28,1.67235e-25,2.42715e-25,152.36,0
-361.514,1.58836e-29,1.33781e-30,-14.5338,2.03666e-28,2.06842e-25,3.12167e-25,152.195,0
-361.319,5.32672e-29,2.63386e-30,-14.5259,2.12712e-28,2.63941e-25,4.02034e-25,152.031,0
-361.123,8.79713e-29,1.06379e-29,-14.5181,2.24247e-28,3.45585e-25,5.17234e-25,151.867,0
-360.928,4.24559e-29,8.16285e-30,-14.5102,2.32656e-28,4.44287e-25,6.67873e-25,151.702,0
-360.733,2.08442e-29,2.79715e-30,-14.5024,2.42418e-28,5.71641e-25,8.60061e-25,151.538,0
-360.537,4.10578e-29,4.45658e-31,-14.4945,2.51961e-28,7.21346e-25,1.09991e-24,151.374,0
-360.342,6.78088e-29,9.49942e-31,-14.4867,2.63941e-28,9.35026e-25,1.40952e-24,151.21,0
-360.147,3.70853e-29,1.87201e-31,-14.4788,2.72349e-28,1.18919e-24,1.80394e-24,151.046,0
-359.951,6.23777e-30,3.83265e-30,-14.471,2.84511e-28,1.51765e-24,2.30296e-24,150.882,0
-359.756,2.87762e-29,1.50656e-29,-14.4631,2.93849e-28,1.92334e-24,2.93821e-24,150.718,0
-359.56,5.56604e-29,1.76586e-29,-14.4553,3.04718e-28,2.45507e-24,3.73517e-24,150.555,0
-359.365,2.96062e-29,1.04604e-29,-14.4474,3.1877e-28,3.15061e-24,4.73711e-24,150.391,0
-359.17,8.57626e-30,9.21348e-30,-14.4395,3.28447e-28,4.01415e-24,6.01756e-24,150.228,0
-358.974,7.1617e-29,2.08924e-29,-14.4317,3.39436e-28,5.09105e-24,7.62423e-24,150.064,0
-358.779,8.90506e-29,2.96308e-29,-14.4238,3.50442e-28,6.47765e-24,9.66586e-24,149.901,0
-358.584,3.29655e-29,2.0081e-29,-14.416,3.64567e-28,8.28634e-24,1.22294e-23,149.738,0
-358.388,3.06468e-29,9.72992e-30,-14.4081,3.76618e-28,1.05169e-23,1.55177e-23,149.575,0
-358.193,1.05701e-28,4.28507e-30,-14.4003,3.86254e-28,1.33209e-23,1.97041e-23,149.412,0
-357.998,6.76667e-29,1.0825e-29,-14.3924,3.99068e-28,1.68264e-23,2.49929e-23,149.249,0
-357.802,1.14167e-29,3.06801e-29,-14.3846,4.11619e-28,2.14021e-23,3.17365e-23,149.086,0
-357.607,7.09729e-29,6.4191e-29,-14.3767,4.22155e-28,2.71749e-23,4.03289e-23,148.923,0
-357.411,9.07986e-29,8.06948e-29,-14.3689,4.32227e-28,3.43628e-23,5.12722e-23,148.761,0
-357.216,2.07859e-29,7.57106e-29,-14.361,4.4672e-28,4.3481e-23,6.5154e-23,148.598,0
-357.021,1.84191e-29,9.02351e-29,-14.3532,4.61126e-28,5.49391e-23,8.27474e-23,148.436,0
-356.825,5.60428e-29,1.41562e-28,-14.3453,4.71188e-28,6.96172e-23,1.05009e-22,148.273,0
-356.63,3.99402e-29,1.81887e-28,-14.3374,4.82982e-28,8.7935e-23,1.33101e-22,148.111,0
-356.435,5.35368e-30,1.81027e-28,-14.3296,4.95051e-28,1.10796e-22,1.68385e-22,147.949,0
-356.239,3.89826e-29,1.58102e-28,-14.3217,5.05728e-28,1.39624e-22,2.12744e-22,147.786,0
-356.044,6.57424e-29,1.66161e-28,-14.3139,5.1438e-28,1.76234e-22,2.68112e-22,147.624,0
-355.849,2.99068e-29,2.14526e-28,-14.306,5.29285e-28,2.22029e-22,3.37289e-22,147.462,0
-355.653,1.69885e-29,3.07327e-28,-14.2982,5.39452e-28,2.79152e-22,4.23528e-22,147.301,0
-355.458,8.20313e-29,3.89915e-28,-14.2903,5.51686e-28,3.50937e-22,5.30768e-22,147.139,0
-355.263,8.02786e-29,4.81523e-28,-14.2825,5.61795e-28,4.41233e-22,6.64264e-22,146.977,0
-355.067,1.82404e-29,5.71111e-28,-14.2746,5.73445e-28,5.54508e-22,8.30445e-22,146.816,0
-354.872,8.89551e-29,7.28827e-28,-14.2668,5.86786e-28,6.95913e-22,1.03767e-21,146.654,0
-354.676,1.01507e-28,9.21344e-28,-14.2589,5.96066e-28,8.7234e-22,1.29608e-21,146.493,0
-354.481,4.0642e-29,1.1493e-27,-14.251,6.05654e-28,1.09291e-21,1.61912e-21,146.331,0
-354.286,1.0073e-29,1.32177e-27,-14.2432,6.13527e-28,1.36918e-21,2.02352e-21,146.17,0
-354.09,7.68304e-29,1.48924e-27,-14.2353,6.24527e-28,1.71311e-21,2.53052e-21,146.009,0
-353.895,6.89031e-29,1.70575e-27,-14.2275,6.32496e-28,2.14232e-21,3.16681e-21,145.848,0
-353.7,3.08951e-30,2.06845e-27,-14.2196,6.43356e-28,2.67615e-21,3.96517e-21,145.687,0
-353.504,2.02337e-29,2.58975e-27,-14.2118,6.5408e-28,3.34313e-21,4.96773e-21,145.526,0
-353.309,8.09262e-29,3.19804e-27,-14.2039,6.58841e-28,4.1718e-21,6.22433e-21,145.365,0
-353.114,9.17745e-29,3.8721e-27,-14.1961,6.67196e-28,5.20236e-21,7.79623e-21,145.204,0
-352.918,1.69925e-29,4.62219e-27,-14.1882,6.75784e-28,6.48057e-21,9.75959e-21,145.044,0
-352.723,2.85486e-29,5.62935e-27,-14.1804,6.83205e-28,8.06942e-21,1.22043e-20,144.883,0
-352.527,1.19776e-28,7.06139e-27,-14.1725,6.93051e-28,1.00413e-20,1.52379e-20,144.723,0
-352.332,7.47793e-29,8.70783e-27,-14.1647,7.01391e-28,1.24836e-20,1.89937e-20,144.562,0
