t,Norm_0,AvgX_0,Norm_1,AvgX_1
457,0.792001,17.1293,0.207999,3.38818
458,0.792001,17.1687,0.207999,3.39793
459,0.792001,17.2081,0.207999,3.40769
460,0.792001,17.2476,0.207999,3.41744
461,0.792001,17.287,0.207999,3.42719
462,0.792001,17.3265,0.207999,3.43694
463,0.792001,17.3659,0.207999,3.44669
464,0.792001,17.4053,0.207999,3.45644
465,0.792001,17.4448,0.207999,3.46619
466,0.792001,17.4842,0.207999,3.47594
467,0.792001,17.5236,0.207999,3.48569
468,0.792001,17.5631,0.207999,3.49545
469,0.792001,17.6025,0.207999,3.5052
470,0.792001,17.642,0.207999,3.51495
471,0.792001,17.6814,0.207999,3.5247
472,0.792001,17.7208,0.207999,3.53445
473,0.792001,17.7603,0.207999,3.5442
474,0.792001,17.7997,0.207999,3.55395
475,0.792001,17.8392,0.207999,3.5637
476,0.792001,17.8786,0.207999,3.57346
477,0.792001,17.918,0.207999,3.58321
478,0.792001,17.9575,0.207999,3.59296
479,0.792001,17.9969,0.207999,3.60271
480,0.792001,18.0363,0.207999,3.61246
481,0.792001,18.0758,0.207999,3.62221
482,0.792001,18.1152,0.207999,3.63196
483,0.792001,18.1546,0.207999,3.64171
484,0.792001,18.1941,0.207999,3.65146
485,0.792001,18.2335,0.207999,3.66122
486,0.792001,18.273,0.207999,3.67097
487,0.792001,18.3124,0.207999,3.68072
488,0.792001,18.3518,0.207999,3.69047
489,0.792001,18.3913,0.207999,3.70022
490,0.792001,18.4307,0.207999,3.70997
491,0.792001,18.4701,0.207999,3.71972
492,0.792001,18.5096,0.207999,3.72947
493,0.792001,18.549,0.207999,3.73923
494,0.792001,18.5884,0.207999,3.74898
495,0.792001,18.6279,0.207999,3.75873
496,0.792001,18.6673,0.207999,3.76848
497,0.792001,18.7068,0.207999,3.77823
498,0.792001,18.7462,0.207999,3.78798
499,0.792001,18.7856,0.207999,3.79773
500,0.792001,18.8251,0.207999,3.80748
501,0.792001,18.8645,0.207999,3.81723
502,0.792001,18.9039,0.207999,3.82699
503,0.792001,18.9434,0.207999,3.83674
504,0.792001,18.9828,0.207999,3.84649
505,0.792001,19.0222,0.207999,3.85624
506,0.792001,19.0617,0.207999,3.86599
507,0.792001,19.1011,0.207999,3.87574
508,0.792001,19.1406,0.207999,3.88549
509,0.792001,19.18,0.207999,3.89524
510,0.792001,19.2194,0.207999,3.905
511,0.792001,19.2589,0.207999,3.91475
512,0.792001,19.2983,0.207999,3.9245
513,0.792001,19.3377,0.207999,3.93425
514,0.792001,19.3772,0.207999,3.944
515,0.792001,19.4166,0.207999,3.95375
516,0.792001,19.456,0.207999,3.9635
517,0.792001,19.4955,0.207999,3.97325
518,0.792001,19.5349,0.207999,3.983
519,0.792001,19.5743,0.207999,3.99276
520,0.792001,19.6138,0.207999,4.00251
521,0.792001,19.6532,0.207999,4.01226
522,0.792001,19.6926,0.207999,4.02201
523,0.792001,19.7321,0.207999,4.03176
524,0.792001,19.7715,0.207999,4.04151
525,0.792001,19.811,0.207999,4.05126
526,0.792001,19.8504,0.207999,4.06101
527,0.792001,19.8898,0.207999,4.07077
528,0.792001,19.9293,0.207999,4.08052
529,0.792001,19.9687,0.207999,4.09027
530,0.792001,20.0081,0.207999,4.10002
531,0.792001,20.0476,0.207999,4.10977
532,0.792001,20.087,0.207999,4.11952
533,0.792001,20.1264,0.207999,4.12927
534,0.792001,20.1659,0.207999,4.13902
535,0.792001,20.2053,0.207999,4.14877
536,0.792001,20.2447,0.207999,4.15853
537,0.792001,20.2842,0.207999,4.16828
538,0.792001,20.3236,0.207999,4.17803
539,0.792001,20.363,0.207999,4.18778
540,0.792001,20.4025,0.207999,4.19753
541,0.792001,20.4419,0.207999,4.20728
542,0.792001,20.4814,0.207999,4.21703
543,0.792001,20.5208,0.207999,4.22678
544,0.792001,20.5602,0.207999,4.23654
545,0.792001,20.5997,0.207999,4.24629
546,0.792001,20.6391,0.207999,4.25604
547,0.792001,20.6785,0.207999,4.26579
548,0.792001,20.718,0.207999,4.27554
