t,T+R,N_0,N_1,N_2,N_3,N_4
36,1.2541,9.08134e-26,4.82543e-26,1.25884e-26,1.18284e-26,4.87971e-26
37,1.2549,8.63037e-26,4.76568e-26,1.40574e-26,1.30666e-26,4.61427e-26
38,1.2548,8.83889e-26,4.80548e-26,1.4726e-26,1.41026e-26,4.64694e-26
39,1.2538,8.72255e-26,4.77996e-26,1.47923e-26,1.41788e-26,4.9778e-26
40,1.25189,8.6194e-26,4.86672e-26,1.72996e-26,1.42458e-26,4.93078e-26
41,1.2491,8.31616e-26,4.64859e-26,1.70868e-26,1.499e-26,4.48469e-26
42,1.24543,8.78473e-26,4.97579e-26,1.83048e-26,1.47729e-26,4.6337e-26
43,1.2409,8.4251e-26,4.73111e-26,1.85494e-26,1.38082e-26,4.72468e-26
44,1.23555,9.29872e-26,5.36316e-26,1.95873e-26,1.31501e-26,4.5014e-26
45,1.22939,8.74324e-26,5.5343e-26,2.01437e-26,1.13076e-26,4.78543e-26
46,1.22247,9.46936e-26,5.53525e-26,2.12956e-26,1.13531e-26,4.40312e-26
47,1.21482,9.21066e-26,5.59152e-26,2.15596e-26,9.7474e-27,4.60336e-26
48,1.20648,8.96007e-26,5.11754e-26,2.20309e-26,9.02263e-27,4.57735e-26
49,1.19751,8.49617e-26,5.21128e-26,2.46818e-26,7.766e-27,4.66364e-26
50,1.18795,8.45959e-26,4.59851e-26,2.42254e-26,7.85839e-27,4.12102e-26
51,1.17785,8.37246e-26,4.38531e-26,2.62462e-26,7.39801e-27,4.28012e-26
52,1.16727,8.65656e-26,4.15003e-26,2.67367e-26,7.08082e-27,4.31037e-26
53,1.15626,8.83905e-26,4.26471e-26,2.96927e-26,6.74512e-27,3.79993e-26
54,1.14489,9.44266e-26,4.39078e-26,2.83193e-26,6.40486e-27,3.73613e-26
55,1.13321,9.63279e-26,4.18112e-26,3.03621e-26,5.82133e-27,3.63881e-26
56,1.12128,1.06064e-25,4.40675e-26,3.10619e-26,5.23609e-27,3.51126e-26
57,1.10917,1.10592e-25,4.41134e-26,2.76745e-26,4.2094e-27,3.01547e-26
58,1.09693,1.10513e-25,4.50009e-26,2.91857e-26,4.9035e-27,3.46609e-26
59,1.08461,1.04085e-25,4.00466e-26,2.85127e-26,5.0248e-27,2.89387e-26
60,1.07229,1.08112e-25,4.33582e-26,2.72355e-26,4.69002e-27,2.93872e-26
61,1.06001,9.90423e-26,4.18065e-26,2.66268e-26,4.35229e-27,2.68071e-26
62,1.04783,1.11819e-25,3.52449e-26,2.59497e-26,3.30876e-27,2.37581e-26
63,1.0358,1.11716e-25,4.3658e-26,2.61601e-26,4.16331e-27,2.48995e-26
64,1.02398,1.02518e-25,4.29076e-26,2.45107e-26,2.83036e-27,2.07313e-26
65,1.0124,1.12535e-25,4.90893e-26,2.70791e-26,2.28111e-27,1.86796e-26
66,1.00111,1.1335e-25,4.96473e-26,2.40427e-26,2.15751e-27,1.54211e-26
67,0.990146,1.11957e-25,5.01019e-26,2.70053e-26,2.01629e-27,1.63966e-26
68,0.97955,9.86698e-26,4.7352e-26,2.72099e-26,2.46528e-27,1.44635e-26
69,0.969352,1.08263e-25,5.13523e-26,2.87593e-26,2.06378e-27,1.30685e-26
70,0.959579,9.7446e-26,4.56739e-26,2.85924e-26,1.85752e-27,1.16662e-26
71,0.950253,1.01217e-25,4.44568e-26,3.08918e-26,1.42478e-27,9.25122e-27
72,0.941394,1.11644e-25,4.52532e-26,2.92392e-26,1.47845e-27,7.71483e-27
73,0.933016,1.12366e-25,5.00313e-26,3.00705e-26,1.7708e-27,8.53432e-27
74,0.92513,1.1278e-25,5.19559e-26,2.87268e-26,1.68211e-27,7.69449e-27
75,0.917741,1.18696e-25,5.21372e-26,2.8188e-26,2.29967e-27,5.28721e-27
76,0.910849,1.06772e-25,5.33498e-26,2.65485e-26,2.31258e-27,4.26241e-27
77,0.904453,1.11655e-25,6.31714e-26,2.42028e-26,2.64633e-27,3.39915e-27
78,0.898544,1.07286e-25,6.15832e-26,2.43639e-26,3.36609e-27,3.07188e-27
79,0.893111,9.5787e-26,6.02893e-26,2.30077e-26,2.69814e-27,2.16115e-27
80,0.88814,1.09081e-25,6.37154e-26,2.47846e-26,3.28693e-27,1.45201e-27
81,0.88361,1.07789e-25,5.98228e-26,2.16658e-26,4.13372e-27,9.26783e-28
82,0.879501,1.05199e-25,6.80474e-26,2.21624e-26,4.28032e-27,7.98015e-29
83,0.875786,1.06587e-25,7.39014e-26,2.35558e-26,4.91558e-27,5.87522e-28
84,0.872436,1.00126e-25,7.44922e-26,2.18636e-26,6.24362e-27,2.37127e-28
85,0.869422,1.03671e-25,8.27504e-26,1.89818e-26,7.78046e-27,4.3608e-28
86,0.866709,9.99539e-26,9.17026e-26,1.71883e-26,8.77154e-27,4.91999e-28
87,0.864263,8.55277e-26,9.84885e-26,1.50193e-26,9.83678e-27,3.61615e-28
88,0.862046,8.14585e-26,8.89481e-26,1.44461e-26,1.07905e-26,9.91802e-28
89,0.860021,8.0887e-26,9.53177e-26,1.14611e-26,1.10378e-26,1.11144e-27
90,0.858148,7.31058e-26,1.00755e-25,1.24182e-26,1.2596e-26,2.56228e-27
91,0.856388,6.81641e-26,9.92232e-26,1.27738e-26,1.13649e-26,2.04893e-27
92,0.854701,6.65788e-26,1.01361e-25,1.39394e-26,1.25552e-26,3.47777e-27
93,0.853046,6.46086e-26,9.79293e-26,1.26499e-26,1.23003e-26,3.26051e-27
94,0.851386,6.72414e-26,1.00648e-25,1.48402e-26,1.13246e-26,4.67262e-27
95,0.84968,6.48601e-26,1.03624e-25,1.34548e-26,1.4173e-26,5.19466e-27
96,0.847893,6.04085e-26,1.08232e-25,1.07301e-26,1.43415e-26,6.06508e-27
97,0.845987,4.91009e-26,1.08826e-25,1.04463e-26,1.51037e-26,7.02122e-27
98,0.843928,5.09457e-26,1.03257e-25,6.66141e-27,1.53827e-26,7.36529e-27
99,0.841685,5.04215e-26,1.02554e-25,5.66466e-27,1.67328e-26,6.49183e-27
100,0.839227,4.89013e-26,1.18831e-25,5.59562e-27,1.86262e-26,6.64848e-27
101,0.836525,4.23912e-26,1.15533e-25,3.75728e-27,2.10593e-26,1.00475e-26
102,0.833556,4.11401e-26,1.12278e-25,3.9367e-27,1.96079e-26,8.4495e-27
103,0.830296,4.7576e-26,1.24235e-25,4.36849e-27,2.16413e-26,9.92148e-27
104,0.826726,4.53559e-26,1.14053e-25,4.16397e-27,1.99255e-26,8.40489e-27
105,0.822831,4.64702e-26,1.3304e-25,2.28175e-27,2.35066e-26,8.75143e-27
106,0.818595,3.78853e-26,1.20388e-25,1.86756e-27,2.10677e-26,1.1838e-26
107,0.814011,3.58125e-26,1.19059e-25,1.91392e-27,2.14594e-26,1.12072e-26
108,0.80907,3.32855e-26,1.20095e-25,1.58936e-27,1.99977e-26,1.16446e-26
109,0.80377,3.31285e-26,1.20203e-25,1.30739e-27,2.4058e-26,1.08187e-26
110,0.79811,3.46478e-26,1.16628e-25,7.19175e-28,2.26067e-26,1.19629e-26
111,0.792093,2.83971e-26,1.05738e-25,1.01227e-27,2.23325e-26,1.29827e-26
112,0.785725,3.63448e-26,1.08354e-25,1.00145e-27,2.07987e-26,1.25373e-26
113,0.779015,3.94521e-26,1.12295e-25,7.98133e-28,2.56881e-26,1.23452e-26
114,0.771975,3.5286e-26,1.03345e-25,8.484e-28,2.41747e-26,1.04211e-26
115,0.76462,3.88821e-26,1.20381e-25,9.18351e-28,2.24108e-26,9.82979e-27
116,0.756966,4.40574e-26,1.17536e-25,6.02823e-28,2.27396e-26,1.15568e-26
117,0.749034,5.13213e-26,1.25468e-25,6.65862e-28,2.39977e-26,1.00109e-26
118,0.740845,4.6063e-26,1.00768e-25,1.2664e-27,2.03307e-26,1.18445e-26
119,0.732423,4.05932e-26,1.02158e-25,1.01152e-27,2.07946e-26,1.15371e-26
120,0.723792,5.04609e-26,1.07633e-25,1.31949e-27,2.29649e-26,1.10423e-26
121,0.714981,5.17341e-26,9.89217e-26,1.79794e-27,2.25725e-26,1.04918e-26
122,0.706016,5.10872e-26,7.83449e-26,1.5213e-27,2.07056e-26,1.15254e-26
123,0.696927,5.49355e-26,8.68292e-26,2.20255e-27,1.81289e-26,9.70066e-27
124,0.687744,5.07117e-26,1.01202e-25,2.09759e-27,2.05481e-26,9.44057e-27
125,0.678496,5.55394e-26,9.80062e-26,2.74375e-27,1.74107e-26,8.48077e-27
126,0.669215,6.45903e-26,9.443e-26,4.23532e-27,1.56992e-26,9.94591e-27
127,0.659929,5.76729e-26,9.44956e-26,4.23382e-27,1.58306e-26,7.64412e-27
128,0.650669,6.76578e-26,9.86997e-26,6.10489e-27,1.39333e-26,6.86447e-27
129,0.641464,6.68833e-26,9.14144e-26,5.39324e-27,1.60203e-26,6.29027e-27
130,0.632342,7.13705e-26,9.70483e-26,7.48305e-27,1.39572e-26,5.7515e-27
131,0.62333,6.74958e-26,8.82769e-26,8.20579e-27,1.47531e-26,5.18342e-27
132,0.614455,7.42672e-26,7.39196e-26,1.03919e-26,1.19711e-26,4.15767e-27
133,0.60574,8.32573e-26,8.07126e-26,7.68488e-27,1.28498e-26,6.03776e-27
134,0.597208,7.11923e-26,8.59189e-26,9.10416e-27,1.00451e-26,5.84652e-27
135,0.58888,7.82019e-26,7.58247e-26,8.21972e-27,1.16617e-26,5.49538e-27
136,0.580774,8.3164e-26,5.6846e-26,9.48446e-27,7.6502e-27,5.50718e-27
137,0.572908,8.20128e-26,6.82209e-26,1.19805e-26,7.96961e-27,7.0467e-27
138,0.565295,7.76779e-26,5.61337e-26,9.68059e-27,6.828e-27,5.376e-27
139,0.557947,8.56831e-26,6.13928e-26,1.03115e-26,6.80422e-27,6.49115e-27
140,0.550875,8.60343e-26,6.39972e-26,1.2699e-26,6.27577e-27,5.94751e-27
141,0.544085,9.65833e-26,6.28363e-26,1.44557e-26,6.0822e-27,6.08194e-27
142,0.537581,9.61259e-26,5.52207e-26,1.60409e-26,5.32983e-27,7.99017e-27
143,0.531366,1.09476e-25,5.59116e-26,1.26122e-26,3.68951e-27,7.75933e-27
144,0.52544,9.76735e-26,5.1938e-26,1.38868e-26,4.39586e-27,8.05763e-27
145,0.519799,1.05219e-25,5.33403e-26,1.59806e-26,2.36005e-27,9.54718e-27
146,0.514438,9.62187e-26,4.45766e-26,1.69618e-26,2.19597e-27,1.04779e-26
147,0.509351,9.38163e-26,4.62694e-26,1.80078e-26,9.56662e-28,1.06944e-26
148,0.504527,1.00245e-25,3.90322e-26,1.89718e-26,1.65376e-27,1.41857e-26
149,0.499954,9.97209e-26,4.39359e-26,1.74241e-26,1.17563e-27,1.20989e-26
150,0.49562,9.96858e-26,3.69236e-26,1.65874e-26,1.56991e-27,1.54014e-26
151,0.491508,1.00225e-25,4.08799e-26,1.70227e-26,6.1136e-28,1.58885e-26
152,0.487602,9.43341e-26,3.53008e-26,1.51468e-26,9.97342e-28,1.67476e-26
153,0.483883,1.01484e-25,3.475e-26,1.77038e-26,1.01165e-27,1.77135e-26
154,0.48033,1.06268e-25,4.37177e-26,1.70472e-26,8.67286e-28,2.00537e-26
155,0.476924,9.21782e-26,4.54854e-26,1.69354e-26,3.33492e-28,2.25161e-26
156,0.473643,9.33315e-26,3.50978e-26,1.62014e-26,1.22795e-28,2.63616e-26
157,0.470463,9.37493e-26,4.02793e-26,1.62057e-26,2.7787e-28,2.41378e-26
158,0.467363,8.88344e-26,3.87207e-26,1.61082e-26,6.32801e-29,2.52367e-26
159,0.464318,8.73157e-26,4.68838e-26,2.25182e-26,1.87327e-29,2.9284e-26
160,0.461306,9.84066e-26,3.96924e-26,2.17947e-26,1.84871e-30,3.0097e-26
161,0.458303,8.32343e-26,3.61556e-26,1.66717e-26,9.4915e-29,3.32469e-26
162,0.455287,8.45064e-26,3.5717e-26,1.78159e-26,1.56705e-28,3.22988e-26
163,0.452234,7.48075e-26,4.54755e-26,1.89025e-26,1.41607e-28,3.17497e-26
164,0.449124,8.12437e-26,4.41823e-26,1.83801e-26,6.29711e-28,3.93789e-26
165,0.445936,7.0662e-26,4.04889e-26,1.91245e-26,9.14831e-28,4.00198e-26
166,0.442649,6.46905e-26,4.18119e-26,2.08227e-26,4.54724e-28,3.82503e-26
167,0.439246,7.91751e-26,4.66966e-26,2.18346e-26,9.32661e-28,4.25141e-26
168,0.435709,6.78508e-26,5.49129e-26,1.84008e-26,1.01248e-27,4.0159e-26
169,0.432023,7.1877e-26,4.93906e-26,1.83911e-26,9.1522e-28,3.89504e-26
170,0.428172,6.3205e-26,4.44072e-26,1.80887e-26,8.68002e-28,4.18022e-26
171,0.424146,7.02961e-26,4.58277e-26,1.7087e-26,6.05561e-28,5.30603e-26
172,0.419933,7.14837e-26,4.72168e-26,1.56748e-26,5.53284e-28,5.14336e-26
173,0.415523,6.31202e-26,3.6188e-26,1.55029e-26,5.58233e-28,4.53896e-26
174,0.410912,6.18483e-26,3.94593e-26,1.83599e-26,1.42021e-27,4.82976e-26
175,0.406092,5.45938e-26,4.39957e-26,1.54816e-26,2.03928e-27,4.94437e-26
176,0.401062,6.43376e-26,3.98047e-26,1.8603e-26,1.40633e-27,5.51232e-26
177,0.395819,5.35828e-26,4.21967e-26,1.66091e-26,1.37564e-27,4.57273e-26
178,0.390365,4.95349e-26,4.90954e-26,1.50366e-26,1.4734e-27,3.82521e-26
179,0.384702,5.54375e-26,4.84739e-26,1.60251e-26,2.28212e-27,4.51069e-26
180,0.378835,4.93971e-26,4.75782e-26,1.73108e-26,2.36915e-27,3.98898e-26
181,0.372769,5.43527e-26,4.62527e-26,1.35985e-26,2.16308e-27,4.58399e-26
182,0.366514,5.86242e-26,3.75231e-26,1.54763e-26,2.44307e-27,3.94931e-26
183,0.360077,5.71706e-26,4.46424e-26,1.40171e-26,2.83768e-27,4.21262e-26
184,0.353472,4.98795e-26,4.37329e-26,1.18613e-26,2.79404e-27,4.03756e-26
185,0.346709,4.96669e-26,4.49439e-26,1.31588e-26,2.58506e-27,4.39538e-26
186,0.339803,6.18123e-26,3.43952e-26,1.00501e-26,2.87614e-27,3.81012e-26
187,0.332769,6.39662e-26,2.91955e-26,1.07078e-26,2.51271e-27,4.49555e-26
188,0.325623,4.1944e-26,3.02668e-26,1.18599e-26,3.54371e-27,4.14159e-26
189,0.318382,4.6123e-26,3.99432e-26,1.19889e-26,3.99544e-27,3.15728e-26
190,0.311063,7.11983e-26,4.97409e-26,1.11652e-26,2.636e-27,2.63142e-26
191,0.303685,9.06472e-26,4.38545e-26,6.11376e-27,2.79958e-28,3.17124e-26
192,0.296266,7.38047e-26,2.21493e-26,8.84818e-27,1.42389e-27,4.38582e-26
193,0.288826,4.16056e-26,2.26298e-26,7.91987e-27,3.10468e-27,3.42235e-26
194,0.281383,5.95496e-26,4.62865e-26,8.85791e-27,1.37843e-27,1.85123e-26
195,0.273958,8.94464e-26,4.53264e-26,5.34277e-27,6.76826e-28,1.25295e-26
196,0.266568,1.10274e-25,2.58601e-26,3.33349e-27,1.11872e-27,2.72494e-26
197,0.259233,6.19452e-26,1.07804e-26,2.22253e-27,2.74565e-27,3.24399e-26
198,0.25197,3.16462e-26,1.6606e-26,7.08353e-27,3.61226e-27,2.08071e-26
199,0.244799,1.00631e-25,3.08997e-26,6.6763e-27,1.4563e-27,7.1172e-27
200,0.237735,1.11678e-25,2.579e-26,3.83678e-27,1.74021e-27,1.56534e-26
201,0.230795,1.05017e-25,1.60433e-26,1.76349e-27,1.21791e-27,1.48736e-26
202,0.223995,4.97149e-26,1.03301e-26,4.95255e-27,3.67227e-27,1.40725e-26
203,0.217348,7.37693e-26,2.65488e-26,4.75909e-27,3.51835e-27,1.11124e-26
204,0.210869,1.24234e-25,2.35907e-26,2.79409e-27,1.04512e-27,6.10445e-27
205,0.204569,1.34917e-25,1.21187e-26,2.03366e-27,4.84931e-28,7.27181e-27
206,0.198459,7.41033e-26,6.85027e-27,1.8889e-27,2.15272e-27,9.66993e-27
207,0.192549,6.5687e-26,1.55133e-26,2.87321e-27,2.07493e-27,7.0965e-27
208,0.186847,1.24374e-25,2.06125e-26,2.18109e-27,8.21836e-29,3.14944e-27
209,0.18136,1.36655e-25,7.9667e-27,3.68705e-28,2.94813e-28,5.87014e-27
210,0.176094,1.00178e-25,2.25112e-27,4.34155e-28,3.11093e-27,9.28294e-27
211,0.171053,8.49936e-26,4.72454e-27,6.88208e-28,2.67927e-27,6.10794e-27
212,0.16624,8.90471e-26,6.65783e-27,5.65615e-28,3.00228e-27,1.4963e-27
213,0.161656,1.71245e-25,6.45466e-27,4.7576e-28,2.36073e-27,4.45305e-27
214,0.157302,1.31554e-25,3.06078e-27,5.76113e-29,4.37176e-27,3.61888e-27
215,0.153176,6.96313e-26,2.53963e-27,2.50628e-28,5.55626e-27,2.54206e-27
216,0.149276,8.85488e-26,4.96762e-27,3.44774e-28,3.79032e-27,1.66699e-27
217,0.145598,1.47728e-25,5.19161e-27,-3.196e-31,1.98433e-27,2.15616e-27
218,0.142137,1.30619e-25,2.29374e-27,1.60804e-28,2.47619e-27,1.46703e-27
219,0.138888,9.39267e-26,1.5443e-27,6.14933e-28,4.9965e-27,1.30987e-27
220,0.135844,9.46471e-26,2.43412e-27,3.15178e-28,4.26182e-27,7.32955e-28
221,0.132997,1.54948e-25,2.79813e-28,1.8255e-28,3.76306e-27,7.239e-29
222,0.130339,1.57023e-25,1.11395e-27,7.91273e-28,3.13852e-27,1.6549e-28
223,0.12786,8.79858e-26,-5.3202e-29,1.14599e-27,7.03632e-27,1.89088e-28
224,0.125549,8.15651e-26,4.99669e-28,2.05275e-27,3.71572e-27,7.31992e-29
225,0.123398,1.21221e-25,3.50593e-28,1.56635e-28,2.65573e-27,-2.72644e-29
226,0.121393,1.43084e-25,-1.87485e-29,8.10736e-28,4.38775e-27,1.78557e-28
227,0.119525,8.20336e-26,-2.05959e-28,1.71322e-27,6.41522e-27,1.17225e-27
228,0.117782,8.45398e-26,6.40124e-29,1.83935e-27,7.28569e-27,7.37194e-28
229,0.116151,1.60536e-25,9.46961e-28,2.83393e-27,5.79733e-27,1.78772e-27
230,0.11462,1.37771e-25,1.88938e-27,2.24853e-27,4.58909e-27,2.25329e-27
231,0.113179,7.8463e-26,8.25674e-28,3.45717e-27,6.47054e-27,4.43317e-27
232,0.111815,8.32642e-26,4.75797e-27,4.09962e-27,7.78677e-27,4.8144e-27
233,0.110516,1.0797e-25,7.64116e-27,2.37369e-27,2.69934e-27,2.38431e-27
234,0.109271,1.05811e-25,6.50842e-27,3.76041e-27,2.44791e-27,4.6986e-27
235,0.108069,6.98631e-26,4.41571e-27,2.38941e-27,6.23266e-27,8.99798e-27
236,0.1069,6.73786e-26,8.32403e-27,6.12784e-27,6.55784e-27,7.09474e-27
237,0.105754,1.33917e-25,1.09095e-26,5.34886e-27,3.65697e-27,5.84092e-27
238,0.10462,1.2875e-25,8.46491e-27,3.90077e-27,4.39116e-27,9.61921e-27
239,0.10349,5.09658e-26,6.67581e-27,4.49442e-27,8.18791e-27,1.25131e-26
240,0.102356,7.0872e-26,1.16774e-26,9.20756e-27,7.5255e-27,5.7434e-27
241,0.10121,1.21503e-25,1.31219e-26,5.73703e-27,4.91387e-27,9.45718e-27
242,0.100045,8.41207e-26,6.03685e-27,4.05138e-27,5.85672e-27,1.68403e-26
243,0.0988551,4.16992e-26,1.18675e-26,8.69268e-27,7.59417e-27,1.57404e-26
244,0.0976342,8.87766e-26,1.44187e-26,1.15435e-26,4.6929e-27,1.02898e-26
245,0.096378,9.03721e-26,1.34065e-26,5.4341e-27,4.96043e-27,1.87939e-26
246,0.0950824,8.29125e-26,1.22789e-26,8.29025e-27,7.67742e-27,2.49504e-26
247,0.0937441,5.57167e-26,1.94493e-26,1.35496e-26,9.15716e-27,1.81247e-26
248,0.0923609,8.77252e-26,2.15484e-26,1.59534e-26,5.05595e-27,1.13073e-26
249,0.0909308,7.5193e-26,1.79739e-26,9.57193e-27,8.29228e-27,1.93174e-26
250,0.089453,5.56938e-26,1.80256e-26,1.17226e-26,1.12142e-26,2.42516e-26
251,0.087927,4.84406e-26,3.42144e-26,2.43436e-26,1.09195e-26,1.07417e-26
252,0.0863532,8.00676e-26,2.39941e-26,1.05141e-26,7.21126e-27,1.30555e-26
253,0.0847326,6.09196e-26,2.33223e-26,1.14133e-26,1.17919e-26,2.65414e-26
254,0.0830667,4.76565e-26,1.59865e-26,1.72149e-26,1.36648e-26,1.93603e-26
255,0.0813575,6.75358e-26,3.32514e-26,1.69177e-26,1.04069e-26,1.26293e-26
256,0.0796076,8.75985e-26,2.20165e-26,1.39765e-26,8.17857e-27,1.51122e-26
257,0.0778201,5.10741e-26,1.12393e-26,1.2774e-26,1.2884e-26,2.483e-26
258,0.0759984,5.7262e-26,2.50071e-26,2.54851e-26,1.45835e-26,1.91973e-26
259,0.0741463,9.44481e-26,3.71551e-26,1.67019e-26,8.79815e-27,8.97112e-27
260,0.0722678,5.16023e-26,1.69482e-26,1.02605e-26,8.44891e-27,1.83399e-26
261,0.0703674,3.28941e-26,1.26827e-26,2.0508e-26,1.39052e-26,2.17745e-26
262,0.0684496,5.56989e-26,2.69788e-26,1.88264e-26,1.44955e-26,1.09104e-26
263,0.0665191,7.96033e-26,2.04008e-26,1.23091e-26,9.56006e-27,1.9048e-26
264,0.0645806,3.43579e-26,1.24244e-26,1.24998e-26,1.48093e-26,2.37363e-26
265,0.062639,3.99971e-26,1.55823e-26,2.28726e-26,1.33102e-26,1.12239e-26
266,0.0606993,6.75331e-26,2.21232e-26,1.91554e-26,7.65476e-27,1.14216e-26
267,0.0587662,5.78321e-26,9.63194e-27,1.21052e-26,9.5396e-27,1.83401e-26
268,0.0568445,3.43939e-26,1.49209e-26,2.14643e-26,9.00374e-27,2.01832e-26
269,0.0549387,5.90894e-26,2.1259e-26,2.05488e-26,8.40838e-27,1.06737e-26
270,0.0530535,5.37746e-26,1.17541e-26,1.47874e-26,5.11895e-27,1.46601e-26
271,0.051193,3.76798e-26,1.33044e-26,1.65684e-26,8.10058e-27,2.14134e-26
272,0.0493614,3.74901e-26,1.75077e-26,2.77075e-26,6.27459e-27,1.18058e-26
273,0.0475625,6.74303e-26,1.22519e-26,1.24436e-26,3.45964e-27,9.63728e-27
274,0.0457998,4.60322e-26,7.30212e-27,1.00328e-26,4.3044e-27,1.84799e-26
275,0.0440766,4.13018e-26,1.62268e-26,2.77499e-26,3.69132e-27,1.31589e-26
276,0.0423958,8.24506e-26,1.59575e-26,2.22801e-26,2.38408e-27,1.13774e-26
277,0.0407602,5.37537e-26,1.01851e-26,1.34969e-26,1.74385e-27,1.05938e-26
278,0.0391721,2.53537e-26,8.85097e-27,2.57426e-26,1.94448e-27,1.46681e-26
279,0.0376334,6.97062e-26,1.79408e-26,3.01019e-26,1.04474e-27,7.39886e-27
280,0.0361458,7.65042e-26,1.5291e-26,1.56144e-26,1.8213e-29,8.81083e-27
281,0.0347107,3.21283e-26,8.54521e-27,1.92102e-26,1.02934e-27,9.83563e-27
282,0.033329,6.12424e-26,1.50463e-26,3.41679e-26,7.13187e-28,8.62095e-27
283,0.0320014,8.91186e-26,1.51638e-26,1.64573e-26,7.0331e-28,9.06146e-27
284,0.0307283,5.21948e-26,7.86905e-27,2.33023e-26,1.19642e-27,1.21083e-26
285,0.0295097,5.63448e-26,1.58688e-26,2.8011e-26,5.13431e-28,1.02369e-26
286,0.0283453,9.42995e-26,1.45346e-26,1.99434e-26,1.5186e-27,6.70328e-27
287,0.0272347,5.96618e-26,1.27558e-26,1.10597e-26,1.33873e-27,7.5493e-27
288,0.0261771,4.35236e-26,1.29055e-26,1.97448e-26,1.72326e-27,4.80189e-27
289,0.0251714,8.01435e-26,1.93547e-26,2.29111e-26,1.34066e-27,2.79963e-27
290,0.0242165,6.4754e-26,1.1363e-26,5.76888e-27,1.85806e-27,3.9719e-27
291,0.0233109,4.48773e-26,1.42049e-26,1.96983e-26,1.31298e-27,3.66324e-27
292,0.022453,7.46079e-26,2.13861e-26,2.37763e-26,1.17759e-27,2.59884e-27
293,0.0216409,7.11698e-26,1.1634e-26,1.04994e-26,1.06606e-27,1.05396e-27
294,0.0208729,5.71536e-26,1.29365e-26,1.31916e-26,1.07348e-27,1.07695e-27
295,0.0201469,7.34701e-26,3.10489e-26,1.39749e-26,1.34651e-27,2.41963e-28
