t,T+R,N_0,N_1,N_2,N_3,N_4
85,0.952941,1.71173e-26,1.37038e-26,3.33717e-27,9.04206e-28,1.82198e-28
86,0.951191,1.67358e-26,1.53884e-26,3.14704e-27,1.18059e-27,4.95836e-29
87,0.949114,1.70209e-26,1.7588e-26,3.23497e-27,1.38499e-27,1.36837e-28
88,0.946746,1.59883e-26,1.87779e-26,3.01956e-27,1.51779e-27,2.84214e-28
89,0.944125,1.44111e-26,2.02046e-26,2.438e-27,1.76894e-27,2.18816e-28
90,0.941291,1.50781e-26,1.95139e-26,2.58659e-27,1.99859e-27,2.93801e-28
91,0.938287,1.46875e-26,2.14396e-26,2.18598e-27,2.18604e-27,3.48034e-28
92,0.935155,1.36358e-26,2.40744e-26,1.66628e-27,2.46097e-27,3.16365e-28
93,0.931942,1.23981e-26,2.3676e-26,1.49441e-27,2.61238e-27,4.88563e-28
94,0.928693,1.31104e-26,2.41599e-26,1.4149e-27,2.86859e-27,6.01317e-28
95,0.925454,1.30625e-26,2.48404e-26,1.1775e-27,2.76836e-27,5.50115e-28
96,0.922271,1.53195e-26,2.48886e-26,1.33809e-27,2.96528e-27,8.35442e-28
97,0.919191,1.2944e-26,2.26212e-26,6.42966e-28,3.28147e-27,1.05559e-27
98,0.916258,1.36434e-26,2.54459e-26,8.58576e-28,3.7818e-27,1.14933e-27
99,0.913518,1.36562e-26,2.48002e-26,5.45364e-28,4.27357e-27,1.36477e-27
100,0.911013,1.1986e-26,2.51095e-26,4.37927e-28,4.53476e-27,1.54163e-27
101,0.908786,1.18951e-26,2.52947e-26,5.30067e-28,5.00968e-27,1.56995e-27
102,0.906876,1.18056e-26,2.48209e-26,2.30806e-28,5.80585e-27,1.86299e-27
103,0.905321,1.07826e-26,2.98537e-26,1.37961e-28,5.75194e-27,1.74092e-27
104,0.904156,1.02515e-26,2.57098e-26,1.57353e-28,5.76846e-27,1.79573e-27
105,0.903412,9.63405e-27,3.0131e-26,1.75149e-28,6.31053e-27,1.78605e-27
106,0.903119,9.44705e-27,3.10017e-26,1.24401e-29,5.97383e-27,1.70111e-27
107,0.903303,8.58143e-27,3.25065e-26,1.65297e-28,6.40894e-27,1.90275e-27
108,0.903987,7.70341e-27,3.27322e-26,1.20383e-28,6.21736e-27,1.62611e-27
109,0.905188,8.31579e-27,3.40117e-26,8.51142e-29,6.19127e-27,1.73593e-27
110,0.906922,6.89992e-27,3.46917e-26,1.83208e-28,6.3026e-27,2.02917e-27
111,0.909199,6.93351e-27,3.41035e-26,1.16488e-28,6.32544e-27,2.17373e-27
112,0.912026,7.56188e-27,3.41609e-26,2.12207e-28,6.32837e-27,1.75565e-27
113,0.915407,7.85279e-27,3.3032e-26,1.03601e-28,5.62757e-27,2.40675e-27
114,0.919338,7.0096e-27,3.05669e-26,2.42161e-28,5.48067e-27,1.76471e-27
115,0.923816,6.7883e-27,3.17787e-26,2.35111e-28,4.77344e-27,2.23207e-27
116,0.928829,8.11402e-27,3.01299e-26,3.38195e-28,4.71853e-27,2.10311e-27
117,0.934364,7.68004e-27,2.92943e-26,3.4498e-28,3.89473e-27,1.92248e-27
118,0.940403,1.00177e-26,2.83446e-26,6.0349e-28,3.26378e-27,1.77462e-27
119,0.946924,1.02185e-26,2.99456e-26,5.5596e-28,2.80839e-27,2.06028e-27
120,0.953902,1.05215e-26,2.71565e-26,8.6603e-28,2.81707e-27,2.16943e-27
121,0.961308,1.16495e-26,2.61919e-26,1.00345e-27,2.41307e-27,2.39838e-27
122,0.969108,1.03712e-26,2.12841e-26,1.0603e-27,2.28867e-27,2.02555e-27
123,0.977269,1.0924e-26,2.11938e-26,1.12343e-27,2.1442e-27,2.2088e-27
124,0.98575,1.12205e-26,1.96345e-26,1.17522e-27,2.02382e-27,2.33794e-27
125,0.994512,1.10128e-26,1.60181e-26,1.34781e-27,2.0614e-27,2.52163e-27
126,1.00351,1.00388e-26,1.67718e-26,1.1977e-27,1.9557e-27,2.24041e-27
127,1.0127,1.09534e-26,1.50063e-26,1.14703e-27,1.7844e-27,2.25435e-27
128,1.02204,1.17711e-26,1.23826e-26,1.28063e-27,1.58547e-27,2.54318e-27
129,1.03148,1.14835e-26,1.55593e-26,1.67403e-27,1.67027e-27,3.06329e-27
130,1.04096,1.152e-26,1.25797e-26,1.63068e-27,1.89091e-27,3.05396e-27
131,1.05044,1.00971e-26,1.36227e-26,1.90094e-27,1.88093e-27,2.83657e-27
132,1.05988,1.03353e-26,1.26434e-26,2.17449e-27,2.28738e-27,2.82191e-27
133,1.06921,8.23617e-27,1.5215e-26,2.70162e-27,1.64754e-27,2.95234e-27
134,1.0784,1.00493e-26,1.63205e-26,2.67025e-27,2.32931e-27,3.05386e-27
135,1.0874,9.64709e-27,1.13774e-26,2.87889e-27,2.44144e-27,2.65006e-27
136,1.09615,1.10772e-26,9.09695e-27,2.94295e-27,2.50221e-27,3.00749e-27
137,1.10463,1.08984e-26,9.44353e-27,3.1836e-27,2.40579e-27,3.09266e-27
138,1.11277,1.2934e-26,9.97067e-27,3.70313e-27,2.43206e-27,3.1258e-27
139,1.12056,1.63463e-26,8.92668e-27,4.32995e-27,2.36314e-27,3.18488e-27
140,1.12794,1.625e-26,6.83452e-27,4.611e-27,2.65708e-27,2.39605e-27
141,1.13489,1.89732e-26,8.98324e-27,4.16531e-27,2.59563e-27,2.56996e-27
142,1.14138,2.03447e-26,8.35571e-27,4.92348e-27,2.36685e-27,2.20545e-27
143,1.14738,1.89849e-26,1.06959e-26,6.18406e-27,2.36441e-27,2.45151e-27
144,1.15288,2.11186e-26,1.21761e-26,5.55909e-27,1.99211e-27,2.39706e-27
145,1.15784,1.93298e-26,1.16024e-26,5.62036e-27,2.28935e-27,2.15907e-27
146,1.16227,2.08769e-26,1.1149e-26,6.08577e-27,1.96566e-27,2.10419e-27
147,1.16616,1.98549e-26,1.30029e-26,6.21141e-27,1.69706e-27,2.20046e-27
148,1.16949,2.2235e-26,1.32554e-26,5.94798e-27,1.37697e-27,2.3891e-27
149,1.17228,2.00717e-26,1.24448e-26,6.34139e-27,1.35075e-27,2.24758e-27
150,1.17452,1.95198e-26,1.41279e-26,6.65799e-27,1.22099e-27,2.20447e-27
151,1.17624,2.27748e-26,1.3581e-26,6.39238e-27,1.10461e-27,2.16293e-27
152,1.17745,2.18698e-26,1.48603e-26,6.0905e-27,8.01377e-28,2.36002e-27
153,1.17816,2.05172e-26,1.57337e-26,6.15399e-27,5.70247e-28,2.22388e-27
154,1.17842,2.17608e-26,1.51897e-26,5.89433e-27,4.45971e-28,1.6727e-27
155,1.17824,2.05641e-26,1.53752e-26,5.58165e-27,6.48558e-28,2.08612e-27
156,1.17767,2.40566e-26,1.4678e-26,5.18315e-27,3.41603e-28,1.96459e-27
157,1.17674,2.05506e-26,1.66697e-26,5.07264e-27,2.51335e-28,1.5482e-27
158,1.1755,1.64158e-26,1.30738e-26,5.23198e-27,1.53687e-28,2.14344e-27
159,1.17399,1.85322e-26,1.42548e-26,4.66299e-27,1.42419e-28,2.78564e-27
160,1.17228,1.81352e-26,1.36325e-26,4.78412e-27,2.29412e-28,2.98271e-27
161,1.17041,1.9203e-26,1.49535e-26,4.0087e-27,1.35078e-28,3.71489e-27
162,1.16844,1.61288e-26,1.28823e-26,3.33276e-27,1.27282e-28,4.30996e-27
163,1.16644,1.54557e-26,1.48883e-26,3.27828e-27,8.26231e-29,5.7549e-27
164,1.16447,1.53263e-26,1.48076e-26,3.43678e-27,7.32669e-29,5.08817e-27
165,1.16258,1.67593e-26,1.52594e-26,2.25779e-27,1.51587e-28,5.13644e-27
166,1.16085,1.69616e-26,1.37567e-26,1.60849e-27,1.27626e-28,5.62151e-27
167,1.15935,1.76768e-26,1.55789e-26,1.72961e-27,1.63156e-28,6.72608e-27
168,1.15814,1.67903e-26,1.6449e-26,1.77121e-27,1.59288e-28,6.43289e-27
169,1.15728,1.70269e-26,1.61872e-26,1.71385e-27,2.14118e-28,6.34632e-27
170,1.15685,1.66456e-26,1.64895e-26,1.67514e-27,2.15888e-28,7.73999e-27
171,1.1569,1.58287e-26,1.67174e-26,1.32748e-27,2.92091e-28,7.55895e-27
172,1.15751,1.47167e-26,1.65868e-26,1.29129e-27,3.10896e-28,8.70202e-27
173,1.15874,1.35793e-26,1.44572e-26,1.4444e-27,3.27377e-28,9.94989e-27
174,1.16063,1.36453e-26,1.27854e-26,1.27023e-27,3.91552e-28,9.17873e-27
175,1.16326,1.29636e-26,1.1774e-26,3.07865e-28,3.66127e-28,8.81774e-27
176,1.16666,1.05912e-26,1.0153e-26,4.22951e-28,2.97511e-28,9.55569e-27
177,1.1709,7.97592e-27,9.91283e-27,2.60742e-28,5.04578e-28,9.51695e-27
178,1.17601,8.23275e-27,6.66966e-27,7.15293e-28,5.59955e-28,9.79661e-27
179,1.18204,9.425e-27,6.74819e-27,1.10433e-28,6.26297e-28,1.0324e-26
180,1.18901,7.88447e-27,5.77782e-27,7.16574e-28,5.82713e-28,9.45977e-27
181,1.19696,7.67685e-27,6.96034e-27,5.69111e-28,6.12932e-28,1.07009e-26
182,1.20591,7.38712e-27,8.22461e-27,7.8387e-28,6.35478e-28,1.0538e-26
183,1.21588,6.46227e-27,6.87835e-27,1.11284e-27,5.76006e-28,1.09346e-26
184,1.22688,7.15687e-27,6.66101e-27,1.38142e-27,5.90537e-28,9.45246e-27
185,1.23892,5.03941e-27,7.93143e-27,1.31649e-27,8.00616e-28,1.03786e-26
186,1.25199,4.4546e-27,9.58931e-27,1.64653e-27,8.78092e-28,1.04722e-26
187,1.26608,1.97622e-27,9.97499e-27,1.97231e-27,8.20746e-28,1.03255e-26
188,1.28119,2.38485e-27,6.38486e-27,2.00091e-27,7.38419e-28,1.15236e-26
189,1.29729,4.39792e-27,3.32093e-27,1.82758e-27,9.0681e-28,1.20633e-26
190,1.31435,9.70487e-27,1.01031e-26,1.04618e-27,7.93718e-28,8.93501e-27
191,1.33235,5.22461e-27,1.55011e-26,1.28312e-27,5.24206e-28,8.51347e-27
192,1.35123,6.00772e-27,1.10254e-26,1.24677e-27,6.14606e-28,1.06342e-26
193,1.37095,2.18926e-27,1.29078e-26,1.66262e-27,4.8971e-28,1.22447e-26
194,1.39146,9.50551e-27,1.4345e-26,1.01437e-27,5.20137e-28,1.18873e-26
195,1.4127,1.79001e-26,1.63381e-26,9.46749e-28,4.72121e-28,9.96906e-27
196,1.43461,1.87843e-26,1.6618e-26,7.36222e-28,4.10087e-28,9.52523e-27
197,1.45712,1.16396e-26,2.14188e-26,7.89541e-28,2.03503e-28,8.62034e-27
198,1.48016,8.42206e-27,1.81259e-26,9.02115e-28,1.83505e-28,9.11668e-27
199,1.50364,1.24064e-26,1.276e-26,8.28718e-28,1.50858e-28,1.19214e-26
200,1.5275,2.36641e-26,1.18443e-26,5.56107e-28,2.96835e-28,8.703e-27
201,1.55163,1.08819e-26,1.74329e-26,9.0562e-28,1.46149e-28,7.18751e-27
202,1.57596,1.07747e-26,1.37589e-26,7.84596e-28,2.1698e-28,8.73711e-27
203,1.6004,5.03921e-27,1.11233e-26,6.07922e-28,1.51567e-28,7.44419e-27
204,1.62486,1.45775e-26,9.23866e-27,5.44358e-28,2.09496e-28,6.74489e-27
205,1.64924,1.58091e-26,1.07101e-26,5.77603e-28,2.77077e-28,6.50759e-27
206,1.67346,1.7342e-26,1.0566e-26,5.02423e-28,2.35676e-28,5.03944e-27
207,1.69741,1.27979e-26,7.89739e-27,5.83732e-28,1.29429e-28,5.06972e-27
208,1.72102,1.57711e-26,6.26817e-27,4.94424e-28,2.98967e-28,4.32591e-27
209,1.74419,2.53417e-26,7.27822e-27,5.15839e-28,2.57456e-28,5.03505e-27
210,1.76683,3.25054e-26,4.56008e-27,5.92462e-28,3.03402e-28,4.3431e-27
211,1.78886,3.25569e-26,6.14387e-27,6.22411e-28,2.96488e-28,3.86636e-27
212,1.8102,2.19987e-26,5.6044e-27,4.03762e-28,2.11405e-28,3.05808e-27
213,1.83076,3.48637e-26,4.58293e-27,2.21427e-28,2.98286e-28,2.83464e-27
214,1.85049,3.59645e-26,2.92269e-27,6.32456e-28,2.76699e-28,2.0997e-27
215,1.86931,3.81498e-26,3.17438e-27,5.31554e-28,2.40989e-28,2.0807e-27
216,1.88715,3.23346e-26,2.00607e-27,4.66037e-28,2.40038e-28,1.51499e-27
217,1.90397,2.86487e-26,1.84201e-27,3.31927e-28,1.49713e-28,1.26282e-27
218,1.91971,3.82547e-26,1.25126e-27,3.419e-28,3.16709e-28,6.62988e-28
219,1.93432,3.92526e-26,5.37895e-28,4.65085e-28,4.37111e-28,1.00101e-27
220,1.94779,4.18132e-26,4.92885e-28,4.11058e-28,3.57778e-28,5.18528e-28
221,1.96006,3.17504e-26,4.53686e-28,3.45351e-28,2.61012e-28,6.72268e-28
222,1.97114,3.02246e-26,-4.57559e-29,1.14713e-28,5.27441e-28,4.49851e-28
223,1.981,3.82788e-26,2.75195e-29,3.04716e-28,7.04971e-28,3.44219e-28
224,1.98964,4.07714e-26,2.02936e-28,3.56879e-28,6.39929e-28,4.62232e-28
225,1.99706,2.65936e-26,6.70217e-29,2.08995e-28,5.6948e-28,2.12681e-28
226,2.00329,2.1269e-26,1.91798e-28,1.06104e-28,8.42902e-28,1.50084e-28
227,2.00834,2.31541e-26,1.12207e-28,1.76301e-28,1.00666e-27,2.48478e-28
228,2.01223,3.01596e-26,1.96926e-28,5.4164e-29,9.58861e-28,2.98919e-28
229,2.01502,2.70544e-26,2.82835e-28,-1.50987e-28,8.56376e-28,1.8261e-28
230,2.01675,2.20938e-26,6.97171e-28,-1.10862e-28,1.21058e-27,3.06957e-28
231,2.01747,2.07762e-26,1.12605e-28,-6.57979e-29,1.25733e-27,3.18308e-28
232,2.01724,2.55246e-26,5.81924e-28,1.38099e-29,1.38879e-27,6.24606e-28
233,2.01613,2.7331e-26,8.16862e-28,-1.13778e-29,1.36209e-27,8.62796e-28
234,2.01423,2.63776e-26,8.34427e-28,-1.42625e-28,1.44957e-27,9.66689e-28
235,2.01161,1.91922e-26,1.35315e-27,-1.70785e-29,1.29748e-27,9.02731e-28
236,2.00836,1.5237e-26,1.54676e-27,3.67314e-29,1.48382e-27,2.05384e-27
237,2.00458,1.94319e-26,8.15948e-28,4.8785e-29,1.47268e-27,2.84301e-27
238,2.00037,1.98069e-26,2.31751e-27,1.06761e-28,1.75166e-27,1.5891e-27
239,1.99583,9.32022e-27,2.85828e-27,1.31571e-28,1.55335e-27,1.95631e-27
240,1.99106,8.28067e-27,2.18169e-27,4.22877e-28,1.33442e-27,2.00972e-27
241,1.98618,9.54789e-27,1.43453e-27,3.98469e-28,1.66456e-27,1.63015e-27
242,1.9813,1.25663e-26,1.04123e-27,4.36829e-28,1.61691e-27,1.24888e-27
243,1.97654,1.23355e-26,3.24672e-27,9.38683e-29,1.28243e-27,9.10492e-28
244,1.972,8.00151e-27,3.3366e-27,1.69404e-28,1.11845e-27,4.63634e-28
245,1.96781,8.99013e-27,4.27411e-27,3.55646e-28,1.56519e-27,9.53239e-28
246,1.96407,1.71069e-26,1.70154e-27,1.22292e-28,1.96219e-27,1.36445e-27
247,1.9609,2.01401e-26,3.27328e-27,-1.20024e-28,2.12504e-27,1.22863e-27
248,1.95841,1.93977e-26,6.95818e-27,-2.86121e-28,2.00817e-27,5.36349e-28
249,1.9567,1.81779e-26,6.09119e-27,1.04184e-29,2.33284e-27,1.2073e-27
250,1.95587,2.3619e-26,7.36282e-27,2.38779e-28,3.96033e-27,1.95591e-27
251,1.95603,2.5736e-26,5.43369e-27,5.61138e-29,4.49909e-27,1.79249e-27
252,1.95727,2.16532e-26,8.73909e-27,-1.37506e-28,4.55445e-27,1.86666e-27
253,1.95967,1.89817e-26,7.36122e-27,8.8547e-29,5.09159e-27,1.85436e-27
254,1.96331,1.70374e-26,7.34913e-27,3.57895e-28,5.64156e-27,2.29945e-27
255,1.96826,2.2018e-26,6.39209e-27,4.74478e-29,5.77816e-27,2.38796e-27
256,1.9746,1.93234e-26,6.91113e-27,-4.0383e-28,5.7066e-27,3.9778e-27
257,1.98237,1.29057e-26,7.0382e-27,-6.00978e-28,5.30762e-27,4.58422e-27
258,1.99163,1.26368e-26,6.99353e-27,-1.06763e-28,4.86154e-27,5.71196e-27
259,2.0024,1.41856e-26,5.63351e-27,3.91391e-28,4.85069e-27,6.14039e-27
260,2.01473,2.00211e-26,6.85249e-27,4.46403e-28,4.27052e-27,7.46748e-27
261,2.02863,1.75716e-26,6.209e-27,1.77809e-29,3.6663e-27,7.64464e-27
262,2.0441,1.38124e-26,7.46392e-27,1.75346e-27,3.02123e-27,7.96095e-27
263,2.06115,2.00161e-26,8.59122e-27,3.28156e-27,3.3197e-27,7.92929e-27
264,2.07978,2.15611e-26,8.71553e-27,4.32073e-27,3.16437e-27,7.88153e-27
265,2.09994,2.36119e-26,5.94816e-27,4.58818e-27,2.70847e-27,8.22158e-27
266,2.12162,2.32639e-26,7.57037e-27,5.12741e-27,2.21508e-27,7.76101e-27
267,2.14478,2.37135e-26,6.70015e-27,7.59485e-27,2.1268e-27,5.65836e-27
268,2.16935,2.53599e-26,5.21985e-27,7.5321e-27,1.88523e-27,5.50525e-27
269,2.19529,3.00748e-26,3.57772e-27,7.76885e-27,1.69203e-27,5.72205e-27
270,2.22252,2.478e-26,3.34726e-27,7.2539e-27,1.50832e-27,2.78863e-27
271,2.25097,2.13838e-26,3.61637e-27,7.9318e-27,1.13311e-27,3.3979e-27
272,2.28055,2.5945e-26,2.29963e-27,7.67657e-27,9.40519e-28,2.69281e-27
273,2.31116,2.63052e-26,2.09965e-27,7.96705e-27,1.28615e-27,2.41425e-27
274,2.3427,2.72033e-26,2.40364e-27,7.29253e-27,1.15293e-27,2.04099e-27
275,2.37508,2.46149e-26,4.59276e-27,6.52046e-27,1.38499e-27,2.3543e-27
276,2.40817,2.75003e-26,3.97875e-27,7.7783e-27,1.25911e-27,2.02483e-27
277,2.44186,3.61892e-26,3.98263e-27,7.13235e-27,1.77781e-27,1.2133e-27
278,2.47603,3.73741e-26,4.85311e-27,7.03602e-27,1.71231e-27,1.17007e-27
279,2.51055,2.99099e-26,1.03579e-26,5.91e-27,1.74297e-27,4.64787e-28
280,2.5453,2.92597e-26,7.4806e-27,6.48881e-27,2.03622e-27,4.34735e-28
281,2.58016,3.22463e-26,8.27092e-27,5.86288e-27,1.73013e-27,2.66847e-28
282,2.61499,2.9691e-26,6.70562e-27,4.41047e-27,1.18577e-27,6.55477e-28
283,2.64966,2.34638e-26,7.76505e-27,3.84916e-27,1.17091e-27,6.81456e-28
284,2.68406,2.01284e-26,1.04312e-26,3.0248e-27,8.37469e-28,1.22988e-27
285,2.71806,1.41878e-26,9.25125e-27,3.3324e-27,1.09404e-27,1.44646e-27
286,2.75153,1.75933e-26,8.99286e-27,3.31869e-27,6.00025e-28,1.85123e-27
287,2.78437,1.26505e-26,8.83638e-27,2.10098e-27,4.56712e-28,1.1965e-27
288,2.81647,8.67109e-27,8.52407e-27,2.77721e-27,3.79721e-28,1.2041e-27
289,2.84772,1.00832e-26,9.49563e-27,5.22945e-27,3.0238e-28,1.21799e-27
290,2.87803,1.60122e-26,1.05656e-26,5.91077e-27,2.86335e-28,1.15503e-27
291,2.9073,1.20635e-26,1.08569e-26,5.56244e-27,2.72636e-28,8.46476e-28
292,2.93546,1.6627e-26,1.21884e-26,9.06374e-27,1.69718e-28,5.79566e-28
293,2.96244,1.90916e-26,1.20585e-26,9.35415e-27,1.42654e-28,3.36437e-28
294,2.98817,1.6584e-26,1.13197e-26,9.52758e-27,1.61829e-28,1.97554e-28
295,3.0126,1.95327e-26,1.24995e-26,8.90777e-27,8.10717e-29,1.26214e-28
