t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2
274,0.321119,39.7303,0.270439,33.46,0.408442,50.5343
275,0.317233,39.385,0.279252,34.6696,0.403514,50.0969
276,0.313568,39.0637,0.288053,35.885,0.398379,49.6291
277,0.310148,38.7697,0.296809,37.1023,0.393044,49.132
278,0.306994,38.5063,0.305486,38.3171,0.387519,48.6065
279,0.304131,38.2766,0.314055,39.5256,0.381814,48.0534
280,0.301579,38.0837,0.322483,40.7234,0.375938,47.4739
281,0.299359,37.9307,0.330739,41.9066,0.369902,46.8688
282,0.297493,37.8205,0.338794,43.0712,0.363713,46.2392
283,0.295998,37.7562,0.346618,44.213,0.357384,45.5862
284,0.294894,37.7405,0.354183,45.3283,0.350922,44.9109
285,0.294198,37.7762,0.361462,46.4131,0.344339,44.2145
286,0.293927,37.8659,0.368428,47.4636,0.337645,43.4979
287,0.294096,38.0121,0.375056,48.4763,0.330848,42.7625
288,0.294718,38.2173,0.381321,49.4475,0.32396,42.0092
289,0.295809,38.4838,0.387201,50.3737,0.31699,41.2395
290,0.297378,38.8136,0.392674,51.2517,0.309948,40.4543
291,0.299437,39.2089,0.39772,52.0782,0.302843,39.6548
292,0.301995,39.6713,0.402319,52.8503,0.295685,38.8424
293,0.30506,40.2026,0.406455,53.565,0.288485,38.0182
294,0.30864,40.8044,0.410111,54.2196,0.28125,37.1833
295,0.312738,41.4779,0.413272,54.8116,0.27399,36.3389
296,0.317359,42.2244,0.415926,55.3387,0.266715,35.4863
297,0.322505,43.0448,0.418062,55.7987,0.259433,34.6265
298,0.328178,43.9399,0.419669,56.1896,0.252153,33.7609
299,0.334377,44.9103,0.420739,56.5097,0.244884,32.8904
300,0.3411,45.9565,0.421267,56.7574,0.237633,32.0163
301,0.348344,47.0786,0.421247,56.9314,0.230408,31.1396
302,0.356104,48.2767,0.420677,57.0307,0.223219,30.2615
303,0.364374,49.5504,0.419554,57.0543,0.216071,29.3831
304,0.373146,50.8995,0.41788,57.0016,0.208973,28.5053
305,0.382412,52.3233,0.415657,56.8721,0.201932,27.6292
306,0.392159,53.821,0.412887,56.6658,0.194953,26.7559
307,0.402378,55.3916,0.409577,56.3826,0.188045,25.8863
308,0.413054,57.0337,0.405734,56.0228,0.181212,25.0214
309,0.424174,58.7459,0.401365,55.5871,0.174461,24.162
310,0.43572,60.5267,0.396482,55.076,0.167798,23.3092
311,0.447676,62.374,0.391096,54.4907,0.161228,22.4637
312,0.460024,64.2859,0.38522,53.8324,0.154756,21.6264
313,0.472744,66.26,0.378869,53.1025,0.148387,20.7981
314,0.485815,68.294,0.37206,52.3027,0.142126,19.9795
315,0.499215,70.3852,0.364809,51.435,0.135976,19.1714
316,0.512922,72.5306,0.357136,50.5014,0.129941,18.3746
317,0.526912,74.7274,0.349062,49.5044,0.124026,17.5896
318,0.54116,76.9723,0.340606,48.4464,0.118234,16.8171
319,0.55564,79.262,0.331793,47.3302,0.112567,16.0577
320,0.570326,81.593,0.322645,46.1588,0.107029,15.312
321,0.585191,83.9616,0.313187,44.9352,0.101622,14.5805
322,0.600206,86.3639,0.303445,43.6629,0.0963488,13.8637
323,0.615344,88.7961,0.293445,42.3451,0.0912111,13.1621
324,0.630574,91.2541,0.283215,40.9857,0.0862109,12.4761
325,0.645868,93.7337,0.272782,39.5883,0.0813497,11.8061
326,0.661196,96.2306,0.262175,38.1569,0.0766291,11.1526
327,0.676528,98.7404,0.251422,36.6955,0.07205,10.5158
328,0.691832,101.259,0.240555,35.2083,0.0676136,9.89614
329,0.707078,103.781,0.229601,33.6995,0.0633205,9.29382
330,0.722236,106.302,0.218592,32.1735,0.0591714,8.70914
331,0.737275,108.818,0.207558,30.6346,0.0551667,8.14234
332,0.752163,111.324,0.19653,29.0875,0.0513066,7.59365
333,0.766871,113.815,0.185537,27.5366,0.0475912,7.06325
334,0.781368,116.287,0.174611,25.9864,0.0440205,6.55133
335,0.795624,118.734,0.163782,24.4418,0.0405943,6.05803
336,0.809609,121.152,0.153079,22.9071,0.0373122,5.58349
337,0.823293,123.536,0.142533,21.3871,0.034174,5.12783
338,0.836649,125.881,0.132172,19.8865,0.031179,4.69116
339,0.849648,128.184,0.122026,18.4096,0.0283267,4.27357
340,0.862262,130.438,0.112122,16.9612,0.0256165,3.87512
341,0.874464,132.64,0.102488,15.5456,0.0230476,3.4959
342,0.886229,134.785,0.0931518,14.1673,0.0206192,3.13595
343,0.897531,136.869,0.084138,12.8306,0.0183306,2.79533
344,0.908347,138.887,0.0754723,11.5398,0.0161809,2.47407
345,0.918652,140.836,0.0671786,10.2989,0.0141691,2.17223
346,0.928426,142.711,0.0592799,9.11207,0.0122945,1.88982
347,0.937646,144.508,0.0517983,7.98304,0.0105562,1.6269
348,0.946292,146.224,0.0447545,6.91559,0.00895323,1.38348
349,0.954347,147.854,0.0381681,5.91328,0.00748479,1.1596
350,0.961793,149.397,0.0320573,4.97951,0.00615006,0.955297
351,0.968613,150.847,0.0264391,4.1175,0.00494822,0.770612
352,0.974792,152.203,0.0213291,3.33029,0.00387851,0.605586
353,0.980319,153.461,0.0167413,2.62071,0.00294022,0.460268
354,0.985179,154.619,0.0126884,1.99138,0.00213268,0.334713
355,0.989363,155.674,0.00918159,1.4447,0.00145528,0.228985
356,0.992862,156.624,0.0062305,0.98286,0.000907477,0.143154
357,0.995668,157.466,0.00384317,0.607804,0.000488787,0.0773025
358,0.997775,158.2,0.00202607,0.32124,0.000198797,0.0315199
359,0.999179,158.824,0.000784068,0.124631,3.71647e-05,0.00590749
360,0.999876,159.335,0.000120412,0.0191883,3.62221e-06,0.000577218
361,0.999865,159.734,3.67258e-05,0.00586716,9.7977e-05,0.0156524
362,0.999147,160.019,0.000533,0.085363,0.000320112,0.0512679
363,0.997722,160.19,0.00160759,0.258108,0.000669988,0.10757
364,0.995595,160.246,0.00325724,0.524269,0.00114764,0.184718
365,0.99277,160.188,0.00547705,0.883745,0.00175317,0.282882
366,0.989253,160.015,0.00826054,1.33617,0.00248678,0.402243
367,0.985052,159.728,0.0115996,1.8809,0.0033487,0.542996
368,0.980176,159.327,0.0154847,2.51703,0.00433925,0.705343
369,0.974637,158.814,0.0199046,3.2434,0.00545883,0.889501
370,0.968446,158.19,0.0248466,4.05856,0.00670786,1.09569
371,0.961616,157.457,0.0302967,4.96083,0.00808684,1.32415
372,0.954165,156.615,0.0362392,5.94824,0.0095963,1.57512
373,0.946106,155.667,0.0426572,7.01859,0.0112368,1.84885
374,0.937458,154.616,0.0495325,8.16942,0.0130091,2.14559
375,0.928241,153.463,0.0568455,9.39805,0.0149136,2.46561
376,0.918473,152.211,0.0645754,10.7015,0.0169511,2.80917
377,0.908177,150.863,0.0727004,12.0767,0.0191223,3.17653
378,0.897375,149.423,0.0811973,13.5202,0.0214279,3.56797
379,0.886089,147.893,0.0900422,15.0285,0.0238684,3.98375
380,0.874345,146.277,0.0992101,16.5977,0.0264445,4.42414
381,0.862168,144.579,0.108675,18.224,0.029157,4.8894
382,0.849584,142.803,0.11841,19.903,0.0320062,5.37979
383,0.836619,140.952,0.128388,21.6306,0.0349929,5.89555
384,0.823302,139.032,0.138581,23.4022,0.0381174,6.43692
385,0.809661,137.045,0.148959,25.2132,0.0413803,7.00414
386,0.795724,134.998,0.159495,27.059,0.0447817,7.59741
387,0.781521,132.894,0.170157,28.9345,0.048322,8.21695
388,0.767082,130.739,0.180917,30.8349,0.0520012,8.86292
389,0.752437,128.537,0.191744,32.755,0.0558195,9.53549
390,0.737616,126.293,0.202607,34.6899,0.0597767,10.2348
391,0.722651,124.012,0.213477,36.6342,0.0638725,10.961
392,0.707571,121.7,0.224322,38.5827,0.0681067,11.7141
393,0.692408,119.361,0.235114,40.5303,0.0724785,12.4943
394,0.677192,117.002,0.245821,42.4716,0.0769874,13.3015
395,0.661954,114.626,0.256414,44.4013,0.0816325,14.1357
396,0.646725,112.24,0.266863,46.3143,0.0864126,14.997
397,0.631534,109.848,0.277139,48.2052,0.0913265,15.8852
398,0.616412,107.457,0.287215,50.069,0.0963728,16.8003
399,0.601388,105.07,0.297062,51.9005,0.10155,17.742
400,0.586491,102.694,0.306653,53.6948,0.106855,18.7103
401,0.57175,100.334,0.315963,55.4468,0.112287,19.7048
402,0.557192,97.994,0.324965,57.1519,0.117843,20.7252
403,0.542844,95.6798,0.333635,58.8052,0.123521,21.7714
404,0.528733,93.3962,0.341949,60.4024,0.129317,22.8428
405,0.514885,91.148,0.349886,61.939,0.135229,23.9391
406,0.501323,88.9399,0.357424,63.4107,0.141253,25.0597
407,0.488072,86.7764,0.364543,64.8136,0.147385,26.2041
408,0.475154,84.6619,0.371225,66.1439,0.153621,27.3718
409,0.462592,82.6007,0.377451,67.3979,0.159957,28.5621
410,0.450404,80.5969,0.383206,68.5722,0.166389,29.7743
411,0.438612,78.6544,0.388476,69.6637,0.172912,31.0076
412,0.427233,76.777,0.393247,70.6694,0.179521,32.2612
413,0.416283,74.9681,0.397507,71.5867,0.186209,33.5343
414,0.40578,73.2312,0.401247,72.4132,0.192973,34.8259
415,0.395736,71.5693,0.404459,73.1468,0.199805,36.135
416,0.386166,69.9853,0.407134,73.7855,0.2067,37.4605
417,0.37708,68.482,0.409269,74.328,0.213651,38.8015
418,0.368489,67.0616,0.41086,74.7728,0.220652,40.1566
419,0.360401,65.7265,0.411904,75.119,0.227695,41.5247
420,0.352825,64.4785,0.412402,75.366,0.234773,42.9045
421,0.345766,63.3193,0.412355,75.5135,0.241879,44.2947
422,0.339229,62.2504,0.411766,75.5613,0.249005,45.6938
423,0.333217,61.2729,0.41064,75.5098,0.256143,47.1004
424,0.32773,60.3877,0.408984,75.3596,0.263285,48.513
425,0.32277,59.5954,0.406807,75.1116,0.270423,49.9302
426,0.318335,58.8964,0.404117,74.7671,0.277548,51.3502
427,0.314423,58.2908,0.400926,74.3275,0.284651,52.7714
