t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9
270,0.998072,2.49608e-07,1.82059e-07,1.02121e-07,1.53214e-07,3.77053e-08,7.9141e-08,2.81865e-08,5.02051e-08,1.21826e-08,3.83405e-08
280,1.00069,2.7359e-07,2.12544e-07,8.83364e-08,1.37869e-07,8.69537e-08,5.67617e-08,4.75619e-08,4.01792e-08,1.71024e-08,3.53688e-08
290,0.999329,1.90649e-07,1.52168e-07,1.03652e-07,4.9651e-08,1.0088e-07,2.75496e-08,5.45711e-08,2.45014e-08,1.78746e-08,2.55344e-08
300,0.99818,8.59403e-08,5.15276e-08,1.10921e-07,3.37768e-09,7.10846e-08,7.69996e-09,3.85921e-08,1.33195e-08,1.29828e-08,1.67748e-08
310,0.998266,3.03654e-08,4.7314e-09,8.08859e-08,8.84379e-10,4.08578e-08,1.41956e-09,2.12651e-08,5.70019e-09,7.20027e-09,8.47529e-09
320,0.998682,1.46746e-08,8.33583e-10,4.78096e-08,1.94272e-09,2.41083e-08,3.86201e-10,1.17033e-08,1.67453e-09,3.62776e-09,3.01492e-09
330,0.99885,9.58101e-09,5.97715e-09,2.38053e-08,1.22376e-09,1.33346e-08,1.05099e-10,5.8372e-09,4.77332e-10,1.68591e-09,1.14937e-09
340,0.998788,5.91867e-09,9.13191e-09,9.85996e-09,8.86685e-10,5.51632e-09,3.52761e-11,2.4951e-09,3.36485e-10,7.5683e-10,6.60151e-10
350,0.998656,4.30137e-09,8.25174e-09,3.30535e-09,6.66104e-10,1.68668e-09,1.29102e-10,9.1144e-10,2.71726e-10,3.1317e-10,3.79515e-10
360,0.998617,3.15002e-09,5.60154e-09,8.31332e-10,4.85817e-10,5.19079e-10,1.52176e-10,2.99112e-10,1.42907e-10,1.07903e-10,1.51063e-10
370,0.998694,2.36805e-09,2.99438e-09,2.36692e-10,3.79961e-10,1.97699e-10,1.02294e-10,1.0003e-10,4.48254e-11,3.09542e-11,3.26671e-11
380,0.998746,1.68126e-09,1.32423e-09,1.62689e-10,2.70913e-10,6.69485e-11,5.37482e-11,2.5373e-11,8.73199e-12,6.0996e-12,2.38446e-12
390,0.998704,1.13746e-09,5.02812e-10,1.08935e-10,1.50356e-10,2.01107e-11,2.58635e-11,6.14381e-12,2.86693e-12,1.35766e-12,2.88346e-13
400,0.998655,7.20257e-10,1.68892e-10,4.52311e-11,5.8228e-11,1.36134e-11,1.20993e-11,6.80126e-12,3.19718e-12,1.93896e-12,2.37577e-12
410,0.998669,4.31201e-10,4.72148e-11,1.18735e-11,1.35642e-11,1.07871e-11,5.13682e-12,6.81301e-12,3.26313e-12,2.30196e-12,3.63248e-12
420,0.998705,2.41973e-10,9.47087e-12,2.87179e-12,1.4357e-12,5.67232e-12,1.87606e-12,4.60474e-12,2.4943e-12,1.86798e-12,2.89761e-12
430,0.998712,1.26695e-10,2.57752e-12,2.06362e-12,4.04855e-13,2.87275e-12,9.57902e-13,2.30427e-12,1.43137e-12,1.00219e-12,1.48036e-12
440,0.998693,6.19004e-11,3.44708e-12,2.75504e-12,8.65765e-13,1.83683e-12,7.03743e-13,1.00853e-12,5.80617e-13,3.50309e-13,5.41026e-13
450,0.998681,2.83041e-11,3.98655e-12,3.18451e-12,9.11077e-13,1.13482e-12,4.04088e-13,4.1078e-13,1.80745e-13,8.69068e-14,1.52773e-13
460,0.998685,1.23956e-11,3.20351e-12,2.84452e-12,5.92157e-13,6.38753e-13,1.77082e-13,1.55337e-13,7.13664e-14,3.60676e-14,4.24647e-14
470,0.998693,5.40347e-12,1.97612e-12,1.94161e-12,3.10514e-13,3.84691e-13,1.02511e-13,8.65239e-14,5.68318e-14,3.12222e-14,2.28208e-14
480,0.998695,2.47412e-12,9.6397e-13,1.02693e-12,2.00551e-13,2.52422e-13,7.76318e-14,8.13134e-14,4.74514e-14,2.08954e-14,3.40655e-14
490,0.998692,1.22926e-12,3.59652e-13,4.42818e-13,1.28217e-13,1.74129e-13,4.53614e-14,8.17594e-14,2.79819e-14,1.54692e-14,4.65181e-14
500,0.99869,6.43797e-13,9.26553e-14,1.73892e-13,4.98296e-14,1.18941e-13,2.21862e-14,6.81731e-14,1.85567e-14,2.18686e-14,3.49673e-14
600,0.998691,9.3882e-16,8.23273e-16,1.45125e-16,2.15333e-16,1.25275e-16,3.30839e-17,2.00405e-16,3.10881e-16,9.47679e-16,1.23396e-15
700,0.998691,6.90362e-18,1.30819e-18,5.09254e-18,8.56854e-18,2.68841e-17,4.94799e-17,3.9444e-17,3.94473e-16,1.25777e-15,9.43489e-16
800,0.998691,9.8052e-19,2.13021e-18,4.19919e-18,9.80516e-18,2.98078e-17,4.77205e-17,3.71576e-17,3.96494e-16,1.25837e-15,9.40099e-16
900,0.998691,9.36155e-19,2.03377e-18,4.15786e-18,9.63586e-18,2.98995e-17,4.78373e-17,3.69688e-17,3.96682e-16,1.25903e-15,9.3954e-16
1000,0.998691,9.30891e-19,2.03828e-18,4.15765e-18,9.6386e-18,2.98997e-17,4.78325e-17,3.69669e-17,3.96687e-16,1.25904e-15,9.39531e-16
1100,0.998691,9.30965e-19,2.03809e-18,4.1576e-18,9.63833e-18,2.99e-17,4.78326e-17,3.69667e-17,3.96687e-16,1.25904e-15,9.39529e-16
1200,0.998691,9.31015e-19,2.03812e-18,4.15752e-18,9.63842e-18,2.99001e-17,4.78326e-17,3.69666e-17,3.96688e-16,1.25904e-15,9.3953e-16
1300,0.998691,9.31219e-19,2.03814e-18,4.15748e-18,9.63837e-18,2.99001e-17,4.78326e-17,3.69667e-17,3.96687e-16,1.25904e-15,9.39529e-16
1400,0.998691,9.31327e-19,2.03802e-18,4.15738e-18,9.63826e-18,2.99e-17,4.78326e-17,3.69667e-17,3.96687e-16,1.25904e-15,9.39529e-16
1500,0.998691,9.3134e-19,2.03797e-18,4.15743e-18,9.63829e-18,2.99001e-17,4.78327e-17,3.69667e-17,3.96688e-16,1.25904e-15,9.39529e-16
1600,0.998691,9.30851e-19,2.03828e-18,4.15721e-18,9.63832e-18,2.98999e-17,4.78328e-17,3.69671e-17,3.96687e-16,1.25904e-15,9.39528e-16
1700,0.998691,9.3042e-19,2.03798e-18,4.15737e-18,9.63858e-18,2.98999e-17,4.78325e-17,3.69662e-17,3.96688e-16,1.25904e-15,9.39527e-16
1800,0.998691,9.30741e-19,2.03812e-18,4.15718e-18,9.63866e-18,2.98999e-17,4.78324e-17,3.69668e-17,3.96688e-16,1.25904e-15,9.39527e-16
1900,0.998691,9.30651e-19,2.03809e-18,4.15729e-18,9.6386e-18,2.99003e-17,4.78326e-17,3.69664e-17,3.96688e-16,1.25904e-15,9.3953e-16
2000,0.998691,9.30574e-19,2.038e-18,4.15716e-18,9.6383e-18,2.98999e-17,4.78324e-17,3.69666e-17,3.96688e-16,1.25904e-15,9.39529e-16
2100,0.998691,9.30209e-19,2.03815e-18,4.15734e-18,9.63858e-18,2.99e-17,4.78325e-17,3.69665e-17,3.96688e-16,1.25904e-15,9.39529e-16
2200,0.998691,9.30621e-19,2.03817e-18,4.15729e-18,9.63822e-18,2.99002e-17,4.78327e-17,3.69665e-17,3.96687e-16,1.25904e-15,9.39529e-16
2300,0.998691,9.30768e-19,2.03812e-18,4.15741e-18,9.63831e-18,2.99003e-17,4.78325e-17,3.69663e-17,3.96688e-16,1.25904e-15,9.39527e-16
2400,0.998691,9.31314e-19,2.03852e-18,4.15701e-18,9.63896e-18,2.98995e-17,4.78325e-17,3.69662e-17,3.96689e-16,1.25904e-15,9.39535e-16
2500,0.998691,9.30812e-19,2.03822e-18,4.15739e-18,9.63826e-18,2.98998e-17,4.78327e-17,3.69668e-17,3.96688e-16,1.25904e-15,9.3953e-16
2600,0.998691,9.30311e-19,2.03832e-18,4.1575e-18,9.63833e-18,2.98998e-17,4.78325e-17,3.69668e-17,3.96688e-16,1.25904e-15,9.39529e-16
2700,0.998691,9.30654e-19,2.03812e-18,4.15732e-18,9.63828e-18,2.98999e-17,4.78327e-17,3.69669e-17,3.96688e-16,1.25904e-15,9.39528e-16
2800,0.998691,9.30119e-19,2.03826e-18,4.15727e-18,9.63815e-18,2.98995e-17,4.78328e-17,3.6967e-17,3.96688e-16,1.25904e-15,9.39529e-16
2900,0.998691,9.30248e-19,2.03818e-18,4.15734e-18,9.63796e-18,2.98997e-17,4.78328e-17,3.69668e-17,3.96687e-16,1.25904e-15,9.39529e-16
3000,0.998691,9.2983e-19,2.03813e-18,4.15709e-18,9.63816e-18,2.99002e-17,4.78326e-17,3.69673e-17,3.96687e-16,1.25904e-15,9.39529e-16
3100,0.998691,9.29993e-19,2.03808e-18,4.15733e-18,9.63818e-18,2.98995e-17,4.78327e-17,3.69668e-17,3.96688e-16,1.25904e-15,9.39529e-16
3200,0.998691,9.29811e-19,2.03807e-18,4.1572e-18,9.63861e-18,2.98999e-17,4.78327e-17,3.69668e-17,3.96687e-16,1.25904e-15,9.39529e-16
3300,0.998691,9.29703e-19,2.038e-18,4.15695e-18,9.6382e-18,2.98994e-17,4.78326e-17,3.69671e-17,3.96687e-16,1.25904e-15,9.39528e-16
3400,0.998691,9.29562e-19,2.03815e-18,4.15691e-18,9.63806e-18,2.98998e-17,4.78328e-17,3.69675e-17,3.96688e-16,1.25904e-15,9.39528e-16
3500,0.998691,9.30135e-19,2.03808e-18,4.1571e-18,9.63835e-18,2.98992e-17,4.78328e-17,3.69672e-17,3.96686e-16,1.25904e-15,9.39531e-16
3600,0.998691,9.29742e-19,2.03804e-18,4.15698e-18,9.63831e-18,2.99001e-17,4.78324e-17,3.69675e-17,3.96688e-16,1.25904e-15,9.39531e-16
3700,0.998691,9.29075e-19,2.03756e-18,4.15655e-18,9.63884e-18,2.98999e-17,4.78324e-17,3.69672e-17,3.96688e-16,1.25904e-15,9.39532e-16
3800,0.998691,9.2913e-19,2.03778e-18,4.15671e-18,9.63822e-18,2.98998e-17,4.78328e-17,3.69669e-17,3.96688e-16,1.25904e-15,9.39527e-16
3900,0.998691,9.28915e-19,2.03829e-18,4.15771e-18,9.63885e-18,2.98997e-17,4.78327e-17,3.69669e-17,3.96689e-16,1.25904e-15,9.3953e-16
4000,0.998691,9.28645e-19,2.03858e-18,4.15775e-18,9.63789e-18,2.98989e-17,4.78332e-17,3.69676e-17,3.9669e-16,1.25904e-15,9.39529e-16
4100,0.998691,9.29077e-19,2.03823e-18,4.15792e-18,9.63835e-18,2.9899e-17,4.78333e-17,3.69669e-17,3.96687e-16,1.25904e-15,9.39532e-16
4200,0.998691,9.27955e-19,2.03816e-18,4.15744e-18,9.63852e-18,2.99001e-17,4.78329e-17,3.69675e-17,3.96687e-16,1.25904e-15,9.39527e-16
4300,0.998691,9.28011e-19,2.03792e-18,4.15717e-18,9.63925e-18,2.98984e-17,4.78328e-17,3.69666e-17,3.96689e-16,1.25904e-15,9.39526e-16
4400,0.998691,9.29861e-19,2.03733e-18,4.15663e-18,9.63866e-18,2.98994e-17,4.78328e-17,3.69677e-17,3.96688e-16,1.25904e-15,9.39532e-16
4500,0.998691,9.29836e-19,2.03752e-18,4.15651e-18,9.63898e-18,2.99004e-17,4.78328e-17,3.69678e-17,3.96689e-16,1.25904e-15,9.39524e-16
4600,0.998691,9.3245e-19,2.03695e-18,4.15739e-18,9.63927e-18,2.98997e-17,4.78325e-17,3.69665e-17,3.96688e-16,1.25904e-15,9.39525e-16
4700,0.998691,9.33598e-19,2.03629e-18,4.1583e-18,9.63821e-18,2.99003e-17,4.78325e-17,3.69668e-17,3.96688e-16,1.25904e-15,9.39528e-16
4800,0.998691,9.32407e-19,2.03594e-18,4.15861e-18,9.63845e-18,2.98996e-17,4.78328e-17,3.69668e-17,3.96688e-16,1.25904e-15,9.39531e-16
4900,0.998691,9.33005e-19,2.03664e-18,4.15796e-18,9.63798e-18,2.99006e-17,4.78327e-17,3.69667e-17,3.96688e-16,1.25904e-15,9.3953e-16
5000,0.998691,9.33458e-19,2.03657e-18,4.15876e-18,9.63822e-18,2.98996e-17,4.78325e-17,3.6967e-17,3.96688e-16,1.25904e-15,9.3953e-16
5100,0.998691,9.32438e-19,2.03689e-18,4.1593e-18,9.63888e-18,2.99006e-17,4.78329e-17,3.69667e-17,3.96687e-16,1.25904e-15,9.39529e-16
5200,0.998691,9.3446e-19,2.03616e-18,4.15914e-18,9.63896e-18,2.99e-17,4.78326e-17,3.69668e-17,3.96688e-16,1.25904e-15,9.39531e-16
5300,0.998691,9.3361e-19,2.03683e-18,4.15846e-18,9.63787e-18,2.99002e-17,4.78328e-17,3.69667e-17,3.96688e-16,1.25904e-15,9.39529e-16
5400,0.998691,9.33256e-19,2.03639e-18,4.15815e-18,9.63863e-18,2.99001e-17,4.78327e-17,3.69667e-17,3.96688e-16,1.25904e-15,9.3953e-16
5500,0.998691,9.33283e-19,2.03661e-18,4.1579e-18,9.63877e-18,2.98994e-17,4.78328e-17,3.69665e-17,3.96689e-16,1.25904e-15,9.3953e-16
5600,0.998691,9.33231e-19,2.03665e-18,4.15846e-18,9.63901e-18,2.99004e-17,4.78326e-17,3.69662e-17,3.96689e-16,1.25904e-15,9.39527e-16
5700,0.998691,9.32567e-19,2.03686e-18,4.15875e-18,9.63933e-18,2.9901e-17,4.78329e-17,3.69663e-17,3.96687e-16,1.25904e-15,9.39532e-16
5800,0.998691,9.31647e-19,2.03732e-18,4.15889e-18,9.63866e-18,2.98995e-17,4.78321e-17,3.69667e-17,3.96688e-16,1.25904e-15,9.39529e-16
5900,0.998691,9.322e-19,2.03744e-18,4.15804e-18,9.63821e-18,2.99004e-17,4.78327e-17,3.69669e-17,3.96688e-16,1.25904e-15,9.39531e-16
6000,0.998691,9.3195e-19,2.03642e-18,4.1588e-18,9.63834e-18,2.99009e-17,4.78321e-17,3.69671e-17,3.9669e-16,1.25904e-15,9.39531e-16
6100,0.998691,9.32764e-19,2.03694e-18,4.1576e-18,9.63962e-18,2.98994e-17,4.78324e-17,3.6967e-17,3.96689e-16,1.25904e-15,9.39527e-16
6200,0.998691,9.32566e-19,2.03697e-18,4.15797e-18,9.63816e-18,2.99011e-17,4.7833e-17,3.69664e-17,3.96689e-16,1.25904e-15,9.39526e-16
6300,0.998691,9.3272e-19,2.03635e-18,4.15757e-18,9.6375e-18,2.98993e-17,4.78325e-17,3.69676e-17,3.96688e-16,1.25904e-15,9.39526e-16
6400,0.998691,9.33276e-19,2.03662e-18,4.15808e-18,9.63877e-18,2.98997e-17,4.78323e-17,3.69669e-17,3.96688e-16,1.25904e-15,9.3953e-16
6500,0.998691,9.32796e-19,2.03739e-18,4.15801e-18,9.6376e-18,2.98994e-17,4.78335e-17,3.69671e-17,3.9669e-16,1.25904e-15,9.39528e-16
6600,0.998691,9.33607e-19,2.03809e-18,4.15689e-18,9.63928e-18,2.99018e-17,4.7832e-17,3.69659e-17,3.96691e-16,1.25904e-15,9.39527e-16
6700,0.998691,9.33979e-19,2.03797e-18,4.15856e-18,9.63847e-18,2.98995e-17,4.78329e-17,3.69661e-17,3.96688e-16,1.25904e-15,9.39526e-16
6800,0.998691,9.32921e-19,2.03807e-18,4.16021e-18,9.63724e-18,2.98994e-17,4.78338e-17,3.69666e-17,3.96687e-16,1.25904e-15,9.39522e-16
6900,0.998691,9.32635e-19,2.03851e-18,4.15948e-18,9.63736e-18,2.99012e-17,4.78333e-17,3.69666e-17,3.96685e-16,1.25904e-15,9.39529e-16
7000,0.998691,9.32766e-19,2.03842e-18,4.15933e-18,9.63745e-18,2.99007e-17,4.78326e-17,3.69657e-17,3.96685e-16,1.25904e-15,9.3953e-16
7100,0.998691,9.30641e-19,2.03892e-18,4.1591e-18,9.63793e-18,2.99026e-17,4.78337e-17,3.69678e-17,3.96689e-16,1.25904e-15,9.39525e-16
7200,0.998691,9.26857e-19,2.04009e-18,4.15851e-18,9.63876e-18,2.9902e-17,4.78322e-17,3.69652e-17,3.9669e-16,1.25904e-15,9.39521e-16
7300,0.998691,9.29164e-19,2.04022e-18,4.1579e-18,9.6396e-18,2.98998e-17,4.78333e-17,3.69672e-17,3.96684e-16,1.25904e-15,9.39529e-16
7400,0.998691,9.28473e-19,2.03989e-18,4.1584e-18,9.63943e-18,2.99001e-17,4.78334e-17,3.69668e-17,3.96686e-16,1.25904e-15,9.39526e-16
7500,0.998691,9.292e-19,2.03976e-18,4.15825e-18,9.63871e-18,2.99006e-17,4.78337e-17,3.69673e-17,3.96684e-16,1.25904e-15,9.39539e-16
7600,0.998691,9.27497e-19,2.04072e-18,4.15946e-18,9.64e-18,2.99013e-17,4.78332e-17,3.69666e-17,3.96686e-16,1.25904e-15,9.39524e-16
7700,0.998691,9.27926e-19,2.04097e-18,4.15889e-18,9.6387e-18,2.99005e-17,4.78331e-17,3.6966e-17,3.96685e-16,1.25904e-15,9.3953e-16
7800,0.998691,9.26521e-19,2.04038e-18,4.15897e-18,9.63998e-18,2.99011e-17,4.78329e-17,3.69662e-17,3.96686e-16,1.25904e-15,9.3953e-16
7900,0.998691,9.26939e-19,2.04065e-18,4.15964e-18,9.63921e-18,2.99015e-17,4.78326e-17,3.69665e-17,3.96687e-16,1.25904e-15,9.39533e-16
8000,0.998691,9.27463e-19,2.04134e-18,4.15955e-18,9.63886e-18,2.99009e-17,4.78328e-17,3.69662e-17,3.96686e-16,1.25904e-15,9.39533e-16
8100,0.998691,9.2705e-19,2.04142e-18,4.15963e-18,9.63967e-18,2.99019e-17,4.78329e-17,3.69661e-17,3.96687e-16,1.25904e-15,9.39531e-16
8200,0.998691,9.25985e-19,2.04117e-18,4.16004e-18,9.63987e-18,2.99013e-17,4.7833e-17,3.69667e-17,3.96687e-16,1.25904e-15,9.39529e-16
8300,0.998691,9.26027e-19,2.04161e-18,4.15906e-18,9.63886e-18,2.99006e-17,4.7833e-17,3.69663e-17,3.96686e-16,1.25904e-15,9.39529e-16
8400,0.998691,9.25945e-19,2.04107e-18,4.15917e-18,9.63942e-18,2.99009e-17,4.78329e-17,3.69667e-17,3.96688e-16,1.25904e-15,9.39527e-16
