t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9
1800,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
1900,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
2000,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
2100,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
2200,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
2300,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
2400,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
2500,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
2600,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
2700,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
2800,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
2900,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
3000,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
3100,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
3200,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
3300,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
3400,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
3500,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
3600,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
3700,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
3800,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
3900,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
4000,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
4100,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
4200,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
4300,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
4400,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
4500,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
4600,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
4700,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
4800,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
4900,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
5000,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
5100,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
5200,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
5300,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
5400,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
5500,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
5600,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
5700,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
5800,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
5900,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
6000,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
6100,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
6200,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
6300,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
6400,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
6500,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
6600,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
6700,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
6800,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
6900,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
7000,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
7100,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
7200,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
7300,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
7400,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
7500,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
7600,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
7700,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
7800,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
7900,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
8000,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
8100,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
8200,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
8300,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
8400,0.981959,0.390696,0.248373,0.110143,0.0781188,0.0528816,0.0146612,0.0291969,0.00649914,0.00923155,0.0126543
