t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7
176,1.40761,2.23954e-26,5.2203e-27,1.25785e-27,1.03217e-27,1.34456e-27,3.0834e-28,8.17046e-29,1.17306e-28
177,1.41995,2.49958e-26,4.67358e-27,1.13523e-27,1.45758e-27,1.75974e-27,1.66927e-28,8.66798e-29,7.30735e-29
178,1.43214,2.23712e-26,3.2415e-27,1.19948e-27,1.2817e-27,1.9042e-27,1.86796e-28,3.29206e-28,1.41439e-28
179,1.44416,1.64144e-26,2.36032e-27,1.22791e-27,1.38342e-27,1.90167e-27,2.25593e-28,2.78543e-28,2.69994e-28
180,1.45604,1.75878e-26,2.6038e-27,1.2673e-27,1.13932e-27,2.47083e-27,2.32341e-28,4.699e-28,3.64428e-28
181,1.46776,1.84152e-26,2.16144e-27,1.48649e-27,1.22067e-27,1.92498e-27,2.07834e-28,6.48328e-28,5.68238e-28
182,1.47933,1.8362e-26,1.69791e-27,1.53927e-27,1.20399e-27,2.44493e-27,1.24846e-28,7.61118e-28,7.02483e-28
183,1.49076,1.40812e-26,2.32576e-27,1.76217e-27,1.13994e-27,2.06153e-27,1.8179e-28,8.33237e-28,8.66952e-28
184,1.50204,1.02651e-26,1.77387e-27,2.16598e-27,1.06597e-27,2.52051e-27,4.18416e-29,7.91134e-28,9.42042e-28
185,1.51319,9.17467e-27,1.50723e-27,2.43232e-27,9.14935e-28,2.17295e-27,1.05214e-28,7.37118e-28,1.48978e-27
186,1.52421,6.04325e-27,1.48127e-27,2.80354e-27,7.70233e-28,1.99452e-27,6.05056e-29,9.05569e-28,1.59649e-27
187,1.5351,4.11536e-27,1.35461e-27,2.82437e-27,4.54495e-28,1.78781e-27,5.56926e-29,5.93663e-28,1.65146e-27
188,1.54586,-1.12843e-27,1.27132e-27,3.54973e-27,5.30989e-28,1.47249e-27,4.62474e-29,6.61679e-28,1.48746e-27
189,1.55652,4.51402e-27,5.94032e-28,2.91382e-27,4.02721e-28,1.32347e-27,1.05536e-28,4.33495e-28,2.06973e-27
190,1.56706,1.04719e-26,8.46834e-28,2.33145e-27,1.83505e-28,8.42082e-28,6.50345e-29,4.75927e-28,2.22206e-27
191,1.57749,9.15769e-27,6.05659e-28,2.52023e-27,1.71912e-28,9.05533e-28,-1.62827e-30,2.40299e-28,1.78648e-27
192,1.58782,1.03527e-26,9.13637e-28,3.20491e-27,1.16576e-28,8.18127e-28,1.66585e-28,2.57264e-28,1.71379e-27
193,1.59806,3.92573e-27,7.72821e-28,3.0436e-27,1.18524e-28,7.40068e-28,2.17491e-28,1.87268e-28,1.49028e-27
194,1.6082,1.23634e-26,5.73688e-28,2.39465e-27,2.28394e-28,5.67593e-28,4.90342e-29,1.09313e-28,1.49355e-27
195,1.61826,2.53617e-26,4.51508e-28,1.87601e-27,1.53933e-28,2.01411e-28,4.1693e-29,9.14052e-29,1.32937e-27
