t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6
2761,4.09374e-19,4.2828e-21,3.76661e-20,3.76434e-20,8.24216e-20,8.24539e-20,8.24423e-20,8.24635e-20
2762,3.03507e-19,2.7007e-21,2.59465e-20,2.59391e-20,6.2216e-20,6.22362e-20,6.22497e-20,6.22182e-20
2763,2.24235e-19,1.68844e-21,1.77602e-20,1.77568e-20,4.67781e-20,4.67592e-20,4.67441e-20,4.67481e-20
2764,1.65344e-19,1.04586e-21,1.20967e-20,1.20898e-20,3.50567e-20,3.50331e-20,3.49987e-20,3.50228e-20
2765,1.21249e-19,6.44029e-22,8.21249e-21,8.20248e-21,2.60529e-20,2.60504e-20,2.60433e-20,2.60433e-20
2766,8.87362e-20,3.89584e-22,5.5145e-21,5.51568e-21,1.93369e-20,1.93348e-20,1.93256e-20,1.93187e-20
2767,6.4629e-20,2.39744e-22,3.70485e-21,3.71387e-21,1.42552e-20,1.4245e-20,1.42327e-20,1.42372e-20
2768,4.6957e-20,1.45187e-22,2.46462e-21,2.46345e-21,1.04748e-20,1.04692e-20,1.04608e-20,1.04786e-20
2769,3.39946e-20,8.72193e-23,1.64333e-21,1.6308e-21,7.65137e-21,7.65499e-21,7.66584e-21,7.66065e-21
2770,2.45098e-20,5.2328e-23,1.08918e-21,1.08161e-21,5.57162e-21,5.56564e-21,5.58062e-21,5.5685e-21
2771,1.75679e-20,3.11859e-23,7.07528e-22,7.08174e-22,4.03947e-21,4.02582e-21,4.0248e-21,4.0304e-21
2772,1.26473e-20,1.89625e-23,4.72541e-22,4.73032e-22,2.92019e-21,2.92309e-21,2.91948e-21,2.91979e-21
2773,8.96445e-21,1.11229e-23,3.07465e-22,3.04337e-22,2.0825e-21,2.09049e-21,2.08593e-21,2.0822e-21
2774,6.39192e-21,6.70937e-24,2.03056e-22,2.0102e-22,1.49335e-21,1.49773e-21,1.49785e-21,1.49176e-21
2775,4.50687e-21,4.13205e-24,1.32438e-22,1.32789e-22,1.06205e-21,1.05821e-21,1.05769e-21,1.05935e-21
2776,3.16146e-21,2.47453e-24,8.55097e-23,8.60438e-23,7.47907e-22,7.46539e-22,7.44143e-22,7.48407e-22
2777,2.25049e-21,1.47982e-24,5.77413e-23,5.71758e-23,5.32415e-22,5.32907e-22,5.35238e-22,5.33269e-22
2778,1.54231e-21,1.05478e-24,3.80917e-23,3.83779e-23,3.66199e-22,3.63841e-22,3.68129e-22,3.66305e-22
2779,1.09343e-21,6.52945e-25,2.55901e-23,2.62478e-23,2.60205e-22,2.60287e-22,2.58708e-22,2.61328e-22
2780,7.48883e-22,4.146e-25,1.74403e-23,1.72773e-23,1.77221e-22,1.79708e-22,1.77528e-22,1.78883e-22
2781,5.15603e-22,3.07344e-25,1.16158e-23,1.18098e-23,1.23363e-22,1.22486e-22,1.23719e-22,1.21924e-22
2782,3.67175e-22,1.96802e-25,7.79265e-24,8.12075e-24,8.81738e-23,8.7206e-23,8.77877e-23,8.73876e-23
2783,2.496e-22,1.16739e-25,6.12055e-24,6.42047e-24,5.88001e-23,5.94294e-23,5.85552e-23,5.96932e-23
2784,1.73002e-22,9.73889e-26,4.50045e-24,4.25129e-24,3.98707e-23,4.12421e-23,4.12026e-23,4.14358e-23
2785,1.15587e-22,1.03433e-25,2.89073e-24,2.66492e-24,2.7408e-23,2.71022e-23,2.76945e-23,2.71161e-23
2786,7.83596e-23,1.06356e-25,2.18973e-24,2.26045e-24,1.87226e-23,1.83371e-23,1.79458e-23,1.84651e-23
2787,5.45551e-23,6.81943e-26,1.2204e-24,1.35e-24,1.26891e-23,1.31172e-23,1.26236e-23,1.29794e-23
2788,3.76505e-23,3.40477e-26,1.18651e-24,1.00891e-24,8.76402e-24,8.71312e-24,8.91769e-24,8.51751e-24
2789,2.38088e-23,2.69959e-26,9.95659e-25,8.45973e-25,5.53886e-24,5.17698e-24,5.5073e-24,5.40102e-24
2790,1.73445e-23,1.39154e-26,5.3496e-25,5.87445e-25,3.95616e-24,3.87196e-24,3.79445e-24,3.88847e-24
2791,1.38035e-23,2.18663e-26,4.69226e-25,5.64706e-25,3.12731e-24,3.00468e-24,3.10085e-24,3.07148e-24
2792,7.4867e-24,4.33718e-26,2.84298e-25,3.01451e-25,1.71404e-24,1.49723e-24,1.64776e-24,1.54708e-24
2793,6.13333e-24,3.01691e-26,2.94014e-25,2.94901e-25,1.27925e-24,1.2263e-24,1.1857e-24,1.26411e-24
2794,4.73733e-24,1.35991e-26,3.41218e-25,2.89537e-25,8.35555e-25,9.52921e-25,8.81471e-25,1.01414e-24
2795,2.85376e-24,1.6952e-26,1.46511e-25,1.28599e-25,5.02755e-25,4.54466e-25,5.14781e-25,5.03221e-25
2796,2.44554e-24,2.83384e-26,1.23276e-25,1.09631e-25,5.22657e-25,3.56586e-25,4.17304e-25,3.81849e-25
2797,1.89385e-24,2.30217e-26,1.71687e-25,2.02345e-25,1.85529e-25,2.7589e-25,2.43813e-25,2.1404e-25
2798,1.56991e-24,3.18189e-26,1.24077e-25,1.38863e-25,1.45108e-25,1.95923e-25,2.66444e-25,2.15827e-25
2799,1.45946e-24,2.40846e-26,4.26465e-26,6.27805e-26,2.33787e-25,1.9374e-25,2.16689e-25,2.20354e-25
2800,1.30682e-24,3.39171e-26,1.05194e-25,1.22406e-25,1.19624e-25,1.45695e-25,7.39097e-26,5.58554e-26
2801,1.43611e-24,4.44725e-26,1.39142e-25,1.64874e-25,1.9211e-25,1.90721e-25,2.00446e-25,1.17157e-25
2802,1.15109e-24,1.70763e-26,3.73926e-26,4.66721e-26,1.85509e-25,1.06008e-25,1.53643e-25,1.11169e-25
2803,1.1886e-24,1.56326e-26,1.01336e-25,1.04574e-25,9.83299e-26,1.02925e-25,4.22348e-26,7.68297e-26
2804,1.00908e-24,3.0376e-26,1.30108e-25,1.21766e-25,7.27017e-26,1.00932e-25,1.19275e-25,7.99798e-26
2805,9.86774e-25,3.48756e-26,3.37401e-26,7.04744e-26,6.04112e-26,4.18318e-26,1.34437e-25,6.20838e-26
2806,1.07006e-24,1.33528e-26,1.1225e-25,1.55559e-25,4.62616e-26,4.53793e-26,9.30198e-27,6.53501e-26
2807,7.5494e-25,5.70525e-27,8.33953e-26,1.03504e-25,3.46338e-26,7.85777e-26,4.51989e-26,6.5555e-26
2808,1.18788e-24,6.73953e-26,2.39085e-26,4.90627e-26,1.13122e-25,1.12473e-25,1.30014e-25,8.58236e-26
2809,8.97185e-25,6.92759e-26,8.83688e-26,1.18082e-25,6.0928e-26,3.11955e-26,3.52904e-26,2.57028e-26
2810,6.10752e-25,2.27299e-26,9.53877e-26,8.27621e-26,6.38651e-27,2.11127e-26,1.02062e-26,2.34652e-26
2811,9.97496e-25,1.08297e-25,7.53324e-26,6.77486e-26,9.13374e-26,4.5122e-26,5.33646e-26,7.28751e-26
2812,9.06451e-25,7.87632e-26,1.38303e-25,1.24544e-25,5.2966e-26,3.49405e-26,3.34919e-26,2.26826e-26
2813,6.67347e-25,1.0933e-26,1.02591e-25,1.04192e-25,9.81471e-27,2.57353e-26,3.60833e-26,1.71452e-26
2814,1.0854e-24,1.01643e-25,7.59759e-26,8.06576e-26,6.39139e-26,3.9085e-26,6.36778e-26,7.77132e-26
2815,8.01104e-25,1.37717e-25,1.05868e-25,4.83481e-26,2.91703e-26,1.66457e-26,-1.91769e-27,3.32851e-26
2816,6.92038e-25,3.5259e-26,1.15003e-25,8.28141e-26,-8.84813e-27,2.10364e-26,4.57769e-26,1.00159e-26
2817,1.12641e-24,1.35038e-25,1.61998e-25,1.66141e-25,3.46131e-26,3.64436e-26,5.44355e-26,3.71029e-26
2818,8.39266e-25,1.58401e-25,1.37234e-25,1.17674e-25,3.75328e-26,3.46839e-26,1.24032e-26,3.44089e-26
2819,8.7522e-25,1.40094e-25,1.38569e-25,1.23383e-25,-3.97753e-27,8.02024e-27,5.76345e-26,2.46223e-26
2820,1.03279e-24,1.48729e-25,1.84693e-25,1.4926e-25,2.31266e-26,1.53752e-26,2.89837e-26,3.63282e-26
2821,7.70126e-25,1.1719e-25,1.62643e-25,1.45014e-25,3.03366e-26,2.44459e-26,7.57686e-27,1.74518e-26
2822,6.629e-25,1.61246e-25,5.5849e-26,8.71207e-26,1.33343e-26,1.05539e-26,3.64852e-26,1.39163e-26
2823,9.33433e-25,1.35554e-25,1.44323e-25,1.31348e-25,3.71333e-26,9.55921e-27,2.50455e-26,3.73131e-26
2824,8.9236e-25,1.55354e-25,2.07879e-25,1.89808e-25,1.39882e-26,1.8002e-26,1.35678e-26,1.11882e-26
2825,8.67471e-25,3.22087e-25,6.2444e-26,1.17087e-25,1.59381e-26,3.34403e-26,1.56038e-26,5.69542e-27
2826,9.76913e-25,2.43691e-25,9.48519e-26,8.72085e-26,2.79863e-26,4.41117e-26,1.59055e-27,2.51154e-26
2827,8.71892e-25,2.90351e-25,1.35159e-25,1.49096e-25,2.78661e-27,-9.89326e-28,3.44665e-26,1.38783e-26
2828,8.89757e-25,2.66683e-25,1.61192e-25,1.68774e-25,1.2275e-26,1.81626e-26,1.33515e-26,1.66701e-26
2829,1.03834e-24,2.52537e-25,1.71184e-25,1.11342e-25,2.37917e-26,1.70863e-26,-3.5991e-27,1.79889e-26
2830,1.34822e-24,7.10792e-25,1.15398e-25,1.26708e-25,9.4261e-27,-1.50232e-27,2.78347e-26,1.88554e-26
2831,1.05547e-24,4.96308e-25,1.45523e-25,1.11401e-25,1.02682e-26,1.3413e-26,1.83739e-27,2.17271e-26
2832,7.42617e-25,2.70426e-25,7.07689e-26,1.01374e-25,6.06669e-27,2.53637e-27,9.32148e-29,6.15342e-27
2833,1.11459e-24,5.0278e-25,7.97109e-26,1.49897e-25,1.23651e-26,-1.48491e-28,2.75034e-26,1.1566e-26
2834,1.26113e-24,6.54142e-25,1.72159e-25,1.10609e-25,1.56108e-26,2.81322e-26,8.13908e-27,1.29702e-26
2835,1.01213e-24,6.14607e-25,8.2557e-26,1.11732e-25,3.29324e-27,2.12973e-27,1.61606e-26,-1.99051e-28
2836,8.56714e-25,2.73804e-25,1.35255e-25,1.33251e-25,3.85865e-27,2.14015e-27,1.05759e-26,5.51046e-27
2837,1.26072e-24,7.06783e-25,1.43236e-25,1.37965e-25,7.48749e-27,2.04085e-27,-8.94642e-28,-3.71514e-28
2838,1.35715e-24,9.08594e-25,6.1049e-26,1.27576e-25,2.54659e-27,1.5253e-28,1.39152e-26,5.79709e-27
2839,7.9091e-25,3.78735e-25,5.06603e-26,4.64409e-26,1.28185e-26,1.21193e-26,7.57705e-27,4.65309e-27
2840,1.11289e-24,6.51684e-25,9.19716e-26,1.30162e-25,1.10431e-26,5.83652e-28,4.22565e-27,9.04112e-28
2841,1.03721e-24,6.42547e-25,9.39666e-26,1.12132e-25,6.61627e-28,-1.82712e-28,1.75084e-28,2.33112e-27
2842,9.67171e-25,7.08141e-25,3.41526e-27,3.27654e-26,5.28848e-27,1.2667e-27,2.94539e-27,3.45539e-27
2843,1.19998e-24,6.57943e-25,6.55654e-26,7.19067e-26,-4.17926e-28,-4.88335e-28,6.40155e-27,4.48127e-27
2844,1.22523e-24,7.42953e-25,8.13279e-26,6.17155e-26,1.65728e-27,3.77656e-27,-5.9317e-28,-9.2165e-29
2845,9.13306e-25,6.30888e-25,1.75807e-26,3.35901e-26,1.93753e-27,7.14009e-28,1.67666e-27,3.25463e-27
2846,8.97267e-25,6.06734e-25,5.1614e-26,1.83459e-26,2.28941e-27,2.12715e-28,-2.79197e-28,-3.92727e-28
2847,1.54454e-24,1.22213e-24,1.36727e-26,1.72354e-26,1.58789e-27,6.54661e-28,1.57753e-28,-2.02109e-28
2848,9.75429e-25,5.16658e-25,4.76532e-26,2.19987e-26,5.88379e-28,2.22102e-28,-6.22376e-28,1.52762e-27
2849,1.19695e-24,9.58033e-25,4.81531e-27,1.59918e-26,2.22273e-27,2.02016e-27,3.24891e-27,-1.60261e-28
2850,1.17273e-24,9.64671e-25,1.68034e-26,1.97522e-26,-1.31656e-27,2.36915e-27,-5.61028e-28,-3.8587e-28
2851,8.25166e-25,5.29874e-25,7.74116e-27,1.73837e-27,5.22659e-28,1.87394e-28,6.6664e-29,-1.00881e-28
2852,1.33058e-24,8.48384e-25,2.09491e-27,4.27396e-27,4.05113e-27,-3.59389e-28,5.47462e-28,2.64145e-27
2853,1.43122e-24,1.03888e-24,1.95211e-26,-9.23339e-28,2.65021e-29,8.8834e-28,-9.96765e-29,-1.18009e-27
2854,9.87208e-25,7.29453e-25,-1.17633e-27,1.05468e-27,2.5464e-27,-6.83668e-29,-1.91991e-28,-6.95991e-28
2855,8.15834e-25,5.56618e-25,8.33994e-28,3.01175e-27,3.09813e-27,6.05933e-29,1.01831e-27,6.97509e-27
2856,7.7625e-25,5.20026e-25,4.96703e-27,9.26272e-29,-3.93554e-30,5.315e-28,-1.88494e-28,1.1572e-27
2857,7.32608e-25,4.58542e-25,1.6246e-27,6.03577e-28,2.15103e-27,-3.19766e-28,4.67551e-28,-3.2413e-27
2858,1.49241e-24,1.01612e-24,3.98756e-27,7.91518e-28,-2.49595e-28,1.69491e-28,1.83223e-28,4.55824e-27
2859,9.89835e-25,5.90921e-25,5.05339e-28,1.08274e-28,1.03387e-26,-4.74787e-28,1.62317e-27,6.75777e-28
2860,1.0501e-24,5.96882e-25,7.99494e-27,1.14093e-26,4.52271e-27,3.39365e-27,-1.16388e-27,1.52999e-27
2861,9.03457e-25,4.2401e-25,7.97509e-27,1.84421e-26,-1.6961e-27,5.32227e-27,1.76207e-27,1.00816e-27
2862,8.02738e-25,4.66477e-25,5.42775e-27,1.10941e-26,4.51024e-27,-1.11338e-27,-1.22483e-27,2.34804e-27
2863,8.11853e-25,4.73358e-25,1.67635e-26,3.12457e-27,5.92434e-27,7.18101e-27,7.43419e-27,1.23792e-27
2864,1.15388e-24,6.86902e-25,1.24706e-26,8.53067e-27,3.44785e-27,5.73322e-29,3.8632e-27,1.59891e-27
2865,8.22265e-25,2.25136e-25,4.95282e-27,9.50629e-27,2.68619e-27,5.36802e-27,8.7976e-28,9.08871e-28
2866,1.3636e-24,5.7782e-25,5.44214e-26,4.23625e-26,6.53469e-27,4.90063e-28,6.25746e-28,1.7997e-27
2867,1.30813e-24,5.19562e-25,1.01485e-26,2.51672e-26,1.02317e-26,2.54181e-27,4.10017e-27,1.34958e-27
2868,1.00824e-24,4.11115e-25,3.50152e-26,2.23457e-26,8.59265e-27,-2.49417e-28,1.7477e-27,3.43257e-29
2869,6.9718e-25,2.5258e-25,1.34606e-26,2.42841e-26,3.87026e-28,1.32815e-27,1.74933e-27,1.28031e-26
2870,8.14816e-25,2.68669e-25,3.20685e-26,2.63677e-26,-2.46621e-28,-1.68529e-27,2.34168e-27,2.10256e-27
2871,8.31072e-25,2.06733e-25,-4.84537e-27,2.49766e-26,-2.8691e-28,5.7303e-27,1.65633e-27,6.55785e-27
2872,1.20679e-24,3.75148e-25,7.38236e-26,5.4259e-26,1.23988e-27,1.93612e-27,-1.22313e-27,-2.85826e-27
2873,1.13195e-24,3.40366e-25,1.58728e-26,1.41801e-26,-3.04845e-28,8.85949e-28,-4.39526e-28,9.28924e-27
2874,1.35005e-24,3.61671e-25,8.23572e-26,5.90161e-26,2.44737e-27,5.05752e-27,3.08667e-27,2.26087e-28
2875,1.18383e-24,4.1248e-25,3.17311e-26,2.98158e-26,3.08924e-27,3.7343e-27,-1.14822e-27,5.23364e-27
2876,1.21387e-24,2.58256e-25,4.70968e-26,7.08053e-26,7.32593e-27,5.16282e-27,7.54991e-27,1.23136e-27
2877,9.06396e-25,1.78439e-25,2.33204e-26,3.57882e-26,2.53233e-27,5.01097e-27,-5.54236e-28,1.69046e-27
2878,9.48537e-25,3.35659e-26,6.00649e-26,7.18312e-26,6.02736e-27,4.94507e-27,7.68786e-27,5.47367e-27
2879,9.33893e-25,1.21378e-25,5.65435e-26,3.7567e-26,6.83844e-28,5.26601e-27,-9.35018e-28,1.65697e-27
2880,9.71868e-25,1.23277e-25,4.2042e-26,3.87379e-26,5.67549e-27,2.79846e-27,3.62913e-27,6.62004e-27
2881,7.89597e-25,1.50694e-25,9.21444e-27,1.0855e-26,4.87572e-27,8.62116e-28,4.34259e-27,-1.45451e-27
2882,9.89982e-25,2.02083e-25,1.54662e-27,1.4991e-26,1.21998e-26,9.40825e-27,1.41748e-26,1.13074e-26
2883,1.08071e-24,1.82753e-25,2.96859e-26,3.44038e-26,1.09088e-26,-6.22417e-28,6.8834e-28,-1.92051e-27
2884,1.29853e-24,1.65598e-25,1.05949e-25,9.00922e-26,2.3777e-27,1.86433e-27,4.34832e-27,1.25704e-26
2885,1.30076e-24,1.39142e-25,9.52918e-26,4.62719e-26,1.16655e-26,2.16548e-27,7.67361e-27,3.14911e-29
2886,1.45096e-24,2.27991e-25,1.29213e-25,1.10285e-25,1.94119e-27,9.08361e-27,7.99738e-27,2.09216e-26
2887,1.32716e-24,1.155e-25,5.33191e-26,7.27873e-26,1.27276e-26,5.83075e-27,1.72529e-26,8.38671e-27
2888,1.58296e-24,1.27056e-25,1.75129e-25,1.49479e-25,2.63203e-27,1.2286e-26,4.61905e-27,7.62412e-27
2889,1.4234e-24,1.98831e-25,2.40877e-26,5.94299e-26,1.11965e-26,2.88367e-26,3.77095e-26,2.47912e-26
2890,1.37406e-24,1.1416e-25,7.68137e-26,9.45507e-26,2.58598e-26,1.57747e-26,2.03223e-26,6.85538e-27
2891,1.12706e-24,1.26534e-25,4.34668e-26,5.22256e-26,9.96138e-27,1.18035e-26,6.25355e-27,4.38432e-26
2892,1.14904e-24,1.23986e-25,4.13526e-26,2.14655e-26,3.56156e-26,3.21077e-26,4.72339e-26,4.0163e-26
2893,8.65581e-25,9.37428e-26,4.52764e-26,7.88656e-26,1.58577e-26,7.88334e-27,5.65765e-28,-1.10282e-26
2894,9.38944e-25,1.26618e-25,4.70419e-26,2.44038e-26,2.61204e-26,3.72362e-26,2.97667e-26,6.56044e-26
2895,7.58167e-25,4.69947e-26,5.17123e-26,6.63413e-26,2.09662e-26,2.01702e-26,2.9465e-26,-6.95864e-27
2896,6.04745e-25,1.91925e-26,8.40568e-26,6.9625e-26,-2.32856e-27,4.74075e-27,-7.55136e-27,2.05525e-26
2897,5.92904e-25,2.8972e-26,3.65557e-26,5.96675e-26,3.87804e-26,1.88518e-26,4.06583e-26,1.6987e-26
2898,3.54183e-25,2.15419e-27,6.74201e-26,4.23577e-26,2.9721e-27,1.5238e-27,2.07237e-27,-3.10662e-27
2899,3.35768e-25,1.59045e-26,2.78718e-26,1.4147e-26,9.02374e-27,8.48075e-27,6.60032e-27,1.95416e-26
2900,3.24426e-25,4.13137e-27,4.20401e-26,3.96133e-26,1.27838e-26,1.77209e-26,1.7736e-26,8.30276e-27
2901,2.15242e-25,9.92161e-27,2.44858e-26,2.84158e-27,1.47871e-27,-1.72834e-27,2.67738e-27,2.49214e-27
2902,2.5341e-25,1.79026e-26,9.95836e-27,2.45339e-26,1.41304e-26,2.53455e-26,3.23577e-26,2.95005e-26
2903,1.98636e-25,2.76021e-27,6.89454e-27,5.68886e-27,1.45283e-26,3.70144e-27,2.84398e-26,-6.29902e-27
2904,1.41683e-25,4.65881e-27,1.64497e-26,1.32369e-26,-1.37608e-27,6.84114e-27,-1.90492e-27,1.70694e-26
2905,2.10479e-25,1.20551e-26,4.76377e-27,-2.17067e-27,2.48276e-26,1.99624e-26,4.9436e-26,3.03783e-26
2906,6.89272e-26,7.7901e-28,8.92933e-27,4.06006e-28,9.68267e-27,-4.79702e-27,3.79245e-27,-2.09544e-27
2907,1.54648e-25,2.29226e-26,6.5911e-27,5.7851e-28,6.54093e-27,2.54204e-26,-1.08829e-27,2.21765e-26
2908,8.92735e-26,-1.88953e-28,4.24611e-27,4.70774e-27,1.52716e-26,5.76826e-27,2.59886e-26,-3.98024e-27
2909,8.29469e-26,5.76526e-27,1.73547e-26,4.91379e-27,1.68499e-27,2.5627e-27,3.45571e-27,3.40302e-27
2910,1.02633e-25,2.86448e-27,-1.96231e-27,3.72332e-27,7.46498e-27,6.10315e-27,1.63783e-26,2.16833e-26
2911,1.22302e-25,8.1214e-28,4.76431e-27,-2.17752e-28,3.35156e-26,2.37867e-26,3.45663e-26,1.99008e-27
2912,3.57221e-26,1.43595e-27,-9.50871e-28,8.85237e-27,-6.25649e-27,2.97424e-27,-1.0107e-26,1.43986e-26
2913,8.8887e-26,-1.62044e-27,9.07771e-28,3.80072e-27,1.1661e-26,1.6114e-26,1.03834e-26,1.9372e-26
2914,8.31132e-26,-1.81563e-28,1.1479e-26,1.33158e-26,1.16904e-26,-1.29041e-27,1.61897e-26,9.73902e-28
2915,7.44431e-26,1.25318e-27,-3.89517e-27,1.25494e-26,6.69933e-27,-8.08552e-28,9.06223e-27,5.87222e-27
2916,6.03883e-26,-1.59755e-28,9.51773e-27,-1.1928e-27,2.06321e-27,2.0363e-27,9.57339e-27,-4.45902e-28
2917,6.16226e-26,-7.3112e-28,4.72357e-27,7.04842e-27,1.05052e-27,3.71597e-27,-5.43333e-28,2.66231e-27
2918,9.35789e-26,-8.90417e-28,7.29006e-27,1.7921e-26,2.54715e-27,1.13636e-27,1.37261e-26,1.574e-27
2919,3.84743e-26,-9.23908e-28,3.56151e-28,4.01896e-28,-6.62764e-28,6.17023e-28,1.67496e-26,2.22552e-27
2920,5.46875e-26,1.02386e-27,1.0885e-26,4.43213e-27,4.92997e-27,2.69814e-27,-2.23001e-27,2.01303e-27
2921,5.22366e-26,1.46783e-27,-1.2961e-28,5.74645e-27,1.06111e-26,6.34258e-27,7.86637e-27,-2.14422e-28
2922,4.73186e-26,5.62886e-28,1.40842e-27,-2.06572e-27,-2.6982e-27,5.14538e-27,9.88343e-28,7.5557e-28
2923,1.00558e-25,2.61894e-27,9.28363e-28,1.03641e-26,1.08082e-26,6.67538e-27,3.56645e-27,1.02781e-26
2924,8.20834e-26,5.78935e-28,6.27462e-27,3.56535e-27,1.03144e-26,7.24838e-27,1.8106e-26,9.03106e-27
2925,4.01574e-26,4.98714e-27,5.63985e-28,2.15719e-27,-2.64425e-27,-4.50183e-27,-1.86076e-27,-2.33269e-28
2926,9.36772e-26,1.34874e-27,4.09798e-28,4.27304e-27,8.99289e-27,4.8067e-27,4.86888e-27,1.02102e-26
2927,7.84057e-26,-2.13351e-29,1.20982e-27,1.0211e-26,4.08608e-27,1.0072e-26,1.91787e-26,7.17064e-27
2928,1.13228e-25,1.78555e-27,1.0486e-26,1.10576e-26,1.59469e-26,5.92522e-27,1.46999e-26,9.184e-27
2929,7.89789e-26,6.35355e-28,-7.01834e-28,2.37258e-27,2.67817e-27,1.44241e-26,5.13691e-27,8.50136e-27
2930,6.00835e-26,4.68349e-27,7.81825e-27,2.84531e-27,2.69926e-27,3.91909e-27,7.35047e-27,3.86927e-27
2931,6.52764e-26,4.4134e-28,6.04519e-27,1.14977e-26,3.09494e-27,-1.42211e-27,6.6141e-27,5.97747e-27
2932,7.57394e-26,5.55281e-27,5.50943e-28,2.25392e-27,1.51637e-26,1.26715e-26,7.24799e-27,5.4779e-27
2933,4.3568e-26,2.06266e-27,2.21069e-27,1.44304e-26,4.13095e-27,-2.0828e-27,-1.22462e-27,2.91305e-27
2934,1.78162e-26,-6.00687e-28,2.35894e-28,3.58912e-27,-1.19842e-27,-3.53259e-28,1.86601e-27,-1.40604e-27
2935,3.98093e-26,3.98587e-27,9.11943e-28,-7.50164e-28,3.44483e-27,1.18833e-26,-2.03014e-27,1.59538e-28
2936,5.13256e-26,-1.0568e-27,2.25172e-27,1.3386e-26,5.63433e-27,3.99971e-27,6.61697e-27,3.21656e-27
2937,2.20804e-26,3.03582e-27,9.63571e-28,1.04607e-26,-2.26828e-27,-1.60996e-27,1.10328e-27,-2.3656e-27
2938,5.37222e-26,-1.33897e-27,1.03785e-28,-1.03959e-27,6.59246e-27,1.3791e-26,7.75054e-27,4.63898e-27
2939,1.09111e-25,1.19236e-26,-1.11332e-28,7.76655e-27,1.44386e-26,1.04059e-26,1.60646e-26,2.68122e-26
2940,2.58511e-26,2.55758e-27,8.66913e-28,5.83977e-27,1.42598e-27,1.74374e-27,-1.90685e-27,-5.27384e-27
2941,1.03813e-25,6.08716e-27,-8.95091e-28,2.25416e-27,2.31894e-26,3.33583e-26,5.20317e-27,8.92062e-27
2942,5.98023e-26,-6.80652e-28,6.92446e-27,1.08226e-26,1.07143e-26,-1.44825e-28,1.54795e-27,1.94014e-27
2943,3.69045e-26,4.29885e-27,-1.47947e-28,8.06348e-29,1.03554e-27,5.39285e-27,-9.47774e-30,-1.54703e-27
2944,7.54327e-26,2.47584e-27,-2.31167e-27,1.73533e-27,1.83626e-26,1.27387e-26,1.30248e-27,2.48003e-27
2945,1.04803e-25,2.93081e-27,1.51492e-26,1.80325e-26,-6.30029e-28,1.18205e-26,8.55986e-27,1.17586e-26
2946,7.14861e-26,-3.38505e-28,2.39036e-27,2.31923e-26,1.06059e-27,2.0735e-27,6.32304e-27,-2.49051e-27
2947,7.98061e-26,6.35464e-27,5.51482e-27,3.04323e-27,5.91737e-27,1.64641e-26,1.13585e-27,7.12099e-27
2948,5.86942e-26,2.35411e-27,3.73217e-27,2.26452e-26,-2.5947e-27,4.95542e-27,3.15387e-29,1.46241e-27
2949,7.69543e-26,1.25171e-27,7.47242e-28,1.61442e-26,7.63567e-27,2.96918e-27,4.02384e-28,-5.11224e-28
2950,5.06759e-26,6.72699e-28,1.9754e-27,-2.09356e-27,9.51155e-27,2.05157e-27,4.02953e-27,2.4094e-27
2951,6.77949e-26,4.79777e-27,3.95975e-28,1.24934e-26,6.74034e-27,1.0165e-26,8.8186e-28,-1.0473e-27
2952,5.28568e-26,8.2844e-28,2.32632e-28,1.37995e-26,7.65515e-27,2.64194e-27,2.59015e-27,1.35006e-27
2953,5.32274e-26,2.41611e-27,3.00504e-27,9.36136e-27,3.73374e-27,4.77577e-27,3.73784e-28,9.57606e-28
2954,5.6665e-26,1.71553e-26,2.62611e-27,1.91585e-26,-1.36481e-27,-1.40658e-27,1.20531e-27,5.99892e-28
2955,4.60343e-26,8.8665e-27,1.15752e-26,5.73121e-27,2.79198e-27,4.50346e-27,2.75514e-28,2.44735e-28
2956,4.95177e-26,1.38387e-26,5.61552e-27,-6.6986e-28,3.98411e-27,4.44423e-27,4.62587e-27,3.56689e-27
2957,6.11365e-26,1.4625e-27,1.90734e-27,1.59127e-26,7.56135e-27,1.33145e-27,6.66008e-27,7.51399e-28
2958,2.14376e-26,-4.75939e-28,-1.87751e-27,7.11941e-27,-4.90521e-28,-2.83049e-27,-1.98552e-27,3.70779e-27
2959,4.80321e-26,6.65822e-28,1.28322e-26,-1.97725e-27,4.16884e-27,8.30504e-27,1.66371e-27,1.70445e-27
2960,4.84957e-26,7.27363e-27,-1.64199e-27,6.19314e-27,4.11432e-28,-2.77801e-27,7.66117e-27,4.85928e-27
2961,6.26185e-26,6.81008e-27,3.66422e-27,1.24131e-26,2.4444e-28,-1.05151e-28,-1.54555e-27,2.10867e-27
2962,5.84913e-26,3.67893e-29,-1.51764e-28,4.34417e-27,1.02594e-26,9.58337e-27,5.22573e-27,-1.14059e-27
2963,7.08691e-26,1.47406e-26,1.8023e-27,1.06664e-26,1.53749e-27,2.15315e-28,3.34624e-27,2.46267e-27
2964,6.18414e-26,1.24744e-26,1.23737e-27,1.42549e-26,1.43212e-27,-2.66875e-27,-2.70792e-28,5.51856e-27
2965,3.9958e-26,1.62017e-27,1.65689e-28,1.01374e-27,5.88668e-27,2.86285e-27,-8.77718e-28,-2.44068e-28
2966,1.21162e-25,5.45889e-27,1.26791e-26,3.54445e-26,4.66912e-27,3.27341e-27,2.15178e-26,6.23134e-28
