t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6
48,1.05512,2.8927e-29,5.18789e-28,2.52782e-28,1.78553e-28,1.87795e-29,2.00626e-29,8.25711e-29
49,1.05639,1.85624e-29,4.90425e-28,2.64058e-28,1.80867e-28,2.0193e-29,2.15262e-29,8.92589e-29
50,1.05761,2.10403e-29,5.29276e-28,2.65759e-28,1.91544e-28,2.66301e-29,2.75748e-29,1.0032e-28
51,1.05878,1.13233e-29,5.03213e-28,2.51062e-28,1.86218e-28,2.58622e-29,2.85499e-29,1.00551e-28
52,1.05989,8.38785e-30,4.79248e-28,2.6882e-28,1.93192e-28,2.63684e-29,2.90593e-29,1.0633e-28
53,1.06095,7.85325e-30,4.87803e-28,2.17012e-28,1.76681e-28,2.51236e-29,3.4787e-29,9.7697e-29
54,1.06195,5.13652e-30,4.99457e-28,2.21141e-28,1.81348e-28,2.77952e-29,4.31098e-29,9.62227e-29
55,1.06289,4.56495e-30,4.91057e-28,2.11262e-28,1.93485e-28,3.44878e-29,4.99576e-29,1.06732e-28
56,1.06377,5.23041e-30,4.19372e-28,1.92221e-28,1.93998e-28,3.46626e-29,6.12053e-29,8.93247e-29
57,1.06458,9.35412e-30,4.04705e-28,1.85643e-28,1.8902e-28,3.16191e-29,5.63449e-29,9.40165e-29
58,1.06532,9.19893e-30,4.15848e-28,1.77944e-28,1.83773e-28,2.6043e-29,6.72687e-29,8.00577e-29
59,1.06599,7.86791e-30,3.82926e-28,1.52654e-28,1.97895e-28,3.34723e-29,8.94118e-29,1.04056e-28
60,1.06658,1.30109e-29,3.40573e-28,1.15765e-28,1.90618e-28,2.93572e-29,9.85742e-29,9.18645e-29
61,1.0671,2.16127e-29,3.49586e-28,1.41739e-28,1.91141e-28,3.26821e-29,8.87242e-29,8.54314e-29
62,1.06754,2.63567e-29,3.25144e-28,1.13951e-28,2.05975e-28,2.29357e-29,1.00162e-28,8.51235e-29
63,1.06791,2.65423e-29,3.17786e-28,1.30845e-28,2.09839e-28,2.52588e-29,9.46835e-29,7.69179e-29
64,1.06819,2.53128e-29,3.08835e-28,9.7113e-29,2.03309e-28,2.90751e-29,1.08738e-28,7.28605e-29
65,1.06838,3.14747e-29,2.83455e-28,9.6655e-29,2.27623e-28,2.57921e-29,1.21387e-28,7.6246e-29
66,1.06849,5.35853e-29,3.05005e-28,9.87782e-29,2.27128e-28,3.00859e-29,1.06535e-28,6.61632e-29
67,1.06852,5.48925e-29,2.71615e-28,8.452e-29,2.27616e-28,2.84007e-29,1.07372e-28,6.01958e-29
68,1.06845,5.01694e-29,2.79862e-28,7.05182e-29,2.38189e-28,2.62377e-29,1.13554e-28,6.80333e-29
69,1.0683,5.63061e-29,2.58544e-28,4.59298e-29,2.28239e-28,3.32359e-29,1.23274e-28,6.05971e-29
70,1.06806,6.95148e-29,2.68314e-28,4.5953e-29,2.41535e-28,2.92791e-29,1.23014e-28,6.38358e-29
71,1.06772,7.90833e-29,2.57533e-28,4.63591e-29,2.3163e-28,2.99583e-29,1.01507e-28,4.72741e-29
72,1.06729,9.52683e-29,2.47494e-28,3.33592e-29,2.45623e-28,4.30053e-29,1.05328e-28,7.80795e-29
73,1.06677,8.25621e-29,2.33441e-28,1.47338e-29,2.61289e-28,4.83379e-29,1.23857e-28,7.05727e-29
74,1.06615,9.00602e-29,2.66627e-28,1.42093e-29,2.45288e-28,4.80912e-29,1.27876e-28,6.35317e-29
75,1.06544,1.11495e-28,2.46621e-28,1.55261e-29,2.6326e-28,4.59006e-29,1.29154e-28,5.80624e-29
76,1.06463,1.17597e-28,2.32622e-28,6.26756e-30,2.959e-28,6.74417e-29,1.31739e-28,7.70637e-29
77,1.06372,1.08356e-28,2.37836e-28,5.36252e-30,2.75603e-28,5.17469e-29,1.19265e-28,6.91307e-29
78,1.06272,1.04726e-28,2.4455e-28,1.28072e-30,2.64403e-28,6.4543e-29,1.3978e-28,6.40996e-29
79,1.06163,1.22408e-28,2.48111e-28,-7.28486e-32,2.49566e-28,6.1744e-29,1.59294e-28,6.49998e-29
80,1.06043,1.24865e-28,2.17032e-28,-2.31599e-30,2.70447e-28,5.82161e-29,1.44832e-28,4.19703e-29
81,1.05914,1.25217e-28,2.49746e-28,-2.10634e-30,2.82843e-28,7.60406e-29,1.55491e-28,1.04133e-28
82,1.05776,1.27067e-28,2.68121e-28,2.42703e-30,2.82691e-28,8.03149e-29,1.51807e-28,6.96695e-29
83,1.05628,1.29418e-28,2.41159e-28,1.89694e-30,2.47694e-28,7.12943e-29,1.86502e-28,5.64618e-29
84,1.0547,1.34467e-28,2.79097e-28,-6.09733e-30,2.62435e-28,6.5207e-29,1.64279e-28,2.56784e-29
85,1.05303,1.58053e-28,2.709e-28,-1.01973e-30,2.74e-28,5.99558e-29,1.83279e-28,5.25977e-29
86,1.05127,1.37162e-28,2.85861e-28,4.54894e-30,2.40766e-28,6.98083e-29,1.69031e-28,6.6725e-29
87,1.04941,1.57603e-28,3.01178e-28,-3.54004e-30,2.45804e-28,6.45031e-29,1.58252e-28,4.29489e-29
88,1.04746,1.63133e-28,3.06529e-28,-3.49986e-30,2.12108e-28,3.65712e-29,1.6787e-28,3.05462e-29
89,1.04543,1.82802e-28,3.39967e-28,8.82202e-31,2.12307e-28,4.33266e-29,1.61868e-28,1.75547e-29
90,1.0433,1.75998e-28,3.01354e-28,2.58662e-30,2.47198e-28,4.45445e-29,1.71125e-28,4.46685e-29
91,1.04109,1.93827e-28,3.35413e-28,5.18551e-30,2.21833e-28,3.31011e-29,1.45798e-28,4.63408e-29
92,1.03879,2.04358e-28,3.39074e-28,2.5263e-30,2.04233e-28,2.29492e-29,1.20933e-28,2.45625e-29
93,1.03641,2.19233e-28,3.72733e-28,9.3822e-30,2.10434e-28,3.20657e-29,1.24616e-28,3.00115e-29
94,1.03395,2.26157e-28,3.72474e-28,-9.64953e-31,2.04501e-28,1.50422e-29,1.24744e-28,2.40996e-29
95,1.03141,2.46548e-28,3.90386e-28,1.57961e-29,2.40108e-28,1.8969e-29,1.20293e-28,3.65083e-29
96,1.02879,2.35592e-28,4.12707e-28,1.53594e-29,2.26088e-28,1.64845e-29,7.5681e-29,2.81968e-29
97,1.02609,2.59627e-28,3.8952e-28,1.21307e-29,1.84361e-28,1.07191e-29,7.35741e-29,1.57896e-29
98,1.02332,2.87054e-28,4.09925e-28,9.87786e-30,2.27145e-28,4.12455e-30,7.51906e-29,2.63299e-29
99,1.02049,2.77497e-28,3.80868e-28,1.78146e-31,1.97439e-28,9.8949e-31,5.63244e-29,2.51613e-29
100,1.01758,3.01745e-28,4.77623e-28,3.1519e-29,1.92164e-28,1.00433e-31,5.4703e-29,3.52931e-29
101,1.01461,2.98804e-28,4.45991e-28,3.13366e-29,1.97445e-28,2.09959e-30,4.22014e-29,3.37836e-29
102,1.01158,3.23679e-28,3.67773e-28,1.92718e-29,1.59647e-28,9.07691e-30,3.79631e-29,3.69176e-29
103,1.00849,3.51098e-28,3.88561e-28,2.16967e-29,2.20836e-28,6.73528e-30,5.28922e-29,2.79523e-29
104,1.00534,3.63506e-28,4.53231e-28,3.97187e-29,2.07934e-28,3.71836e-30,4.07616e-29,4.35871e-29
105,1.00214,3.85729e-28,4.3614e-28,5.88575e-29,2.07528e-28,1.33272e-30,3.14176e-29,3.73226e-29
106,0.998888,4.1386e-28,4.51283e-28,5.19877e-29,1.7517e-28,1.11619e-29,4.13991e-29,4.07062e-29
107,0.995591,4.41328e-28,4.35094e-28,4.09865e-29,2.16862e-28,7.32583e-30,5.36703e-29,4.24129e-29
108,0.992252,4.69823e-28,4.79536e-28,5.4761e-29,1.8807e-28,1.05275e-29,5.3443e-29,4.54657e-29
109,0.988873,4.972e-28,4.72067e-28,6.69408e-29,1.9994e-28,9.62086e-30,4.73378e-29,5.11969e-29
110,0.985457,5.42189e-28,4.10806e-28,9.0778e-29,1.65738e-28,2.09219e-29,4.31708e-29,5.92063e-29
111,0.98201,5.69808e-28,3.89834e-28,4.73663e-29,1.81804e-28,1.69178e-29,5.61649e-29,7.72863e-29
112,0.978533,6.51179e-28,4.8637e-28,8.1847e-29,1.90752e-28,1.43427e-29,6.36302e-29,6.63543e-29
113,0.975032,6.40606e-28,4.28605e-28,8.57395e-29,1.75498e-28,2.96038e-29,6.08389e-29,7.70482e-29
114,0.971509,7.21735e-28,3.6098e-28,6.23788e-29,1.52116e-28,3.46269e-29,5.25996e-29,7.00008e-29
115,0.967968,7.09683e-28,3.32429e-28,7.92336e-29,1.54753e-28,2.79152e-29,6.31368e-29,9.60288e-29
116,0.964413,7.43688e-28,3.17367e-28,7.05968e-29,1.57709e-28,4.52528e-29,7.07449e-29,7.74666e-29
117,0.960848,8.15824e-28,3.81739e-28,8.27167e-29,1.50579e-28,4.14844e-29,7.31367e-29,8.62347e-29
118,0.957277,8.37736e-28,3.51561e-28,4.53017e-29,1.56715e-28,6.48261e-29,7.43748e-29,8.47733e-29
119,0.953703,9.19593e-28,2.37563e-28,5.30464e-29,1.16112e-28,8.38044e-29,6.03143e-29,1.03429e-28
120,0.950131,9.6789e-28,2.82699e-28,5.26119e-29,1.41751e-28,7.43403e-29,6.64689e-29,1.10465e-28
121,0.946563,1.01521e-27,2.62076e-28,3.9953e-29,1.3599e-28,8.00614e-29,8.84886e-29,1.1209e-28
122,0.943004,1.0719e-27,2.67346e-28,3.04206e-29,1.13343e-28,1.02047e-28,6.5904e-29,1.13624e-28
123,0.939458,1.11132e-27,2.81733e-28,4.33048e-29,1.01918e-28,1.11223e-28,7.6252e-29,1.30305e-28
124,0.935928,1.13823e-27,2.00993e-28,2.03766e-29,9.77449e-29,1.29857e-28,9.15677e-29,1.21445e-28
125,0.932418,1.24258e-27,1.85278e-28,3.09121e-29,7.87352e-29,1.42603e-28,8.13521e-29,1.11593e-28
126,0.928931,1.24004e-27,1.60695e-28,1.1073e-29,8.26343e-29,1.47853e-28,9.18116e-29,1.55388e-28
127,0.925472,1.27996e-27,1.65627e-28,1.90883e-29,7.67792e-29,1.65921e-28,9.45466e-29,1.57856e-28
128,0.922043,1.32102e-27,1.4199e-28,1.91142e-29,5.48618e-29,1.81008e-28,8.36469e-29,1.34832e-28
129,0.918648,1.45692e-27,9.5907e-29,2.54528e-30,3.18105e-29,2.05288e-28,1.11569e-28,1.51271e-28
130,0.91529,1.42625e-27,1.30087e-28,-1.26477e-30,2.57905e-29,1.95456e-28,9.17469e-29,1.57649e-28
131,0.911973,1.34393e-27,1.25968e-28,-2.11366e-30,1.63912e-29,2.28589e-28,8.7658e-29,1.56987e-28
132,0.9087,1.44767e-27,8.68448e-29,-1.81467e-30,1.65629e-29,2.5231e-28,1.006e-28,1.79882e-28
133,0.905474,1.41308e-27,7.16255e-29,-9.93675e-31,1.26746e-29,2.74651e-28,1.11037e-28,1.86567e-28
134,0.902297,1.44132e-27,6.1249e-29,-2.0923e-30,9.04378e-30,2.94003e-28,1.26128e-28,1.54309e-28
135,0.899174,1.38428e-27,7.84175e-29,-2.53421e-30,4.06118e-30,2.88729e-28,1.03511e-28,1.7589e-28
136,0.896105,1.36963e-27,4.77873e-29,-5.30194e-31,3.49464e-30,3.14845e-28,9.97524e-29,1.92682e-28
137,0.893095,1.4791e-27,4.63378e-29,5.4376e-30,1.49093e-29,3.42219e-28,9.69918e-29,2.13775e-28
138,0.890145,1.43036e-27,4.77352e-29,2.57801e-30,1.38527e-29,3.28133e-28,1.04579e-28,1.9093e-28
139,0.887258,1.4082e-27,4.31111e-29,1.55508e-29,1.00852e-29,3.63e-28,1.22284e-28,2.14202e-28
140,0.884436,1.36955e-27,2.88149e-29,2.28939e-29,2.02882e-29,3.95011e-28,1.23674e-28,2.20608e-28
141,0.881681,1.30973e-27,2.76698e-29,2.1927e-29,2.94808e-29,3.78467e-28,1.1932e-28,2.27538e-28
142,0.878996,1.37122e-27,2.37284e-29,2.83783e-29,2.44257e-29,3.72229e-28,1.19785e-28,2.27873e-28
143,0.876381,1.26423e-27,1.09996e-29,6.13243e-29,2.68898e-29,3.86889e-28,1.15925e-28,2.24656e-28
144,0.873839,1.21083e-27,2.17854e-29,5.16128e-29,3.46253e-29,3.54623e-28,1.32494e-28,2.45422e-28
145,0.87137,1.10566e-27,1.87782e-29,5.8213e-29,4.27805e-29,3.70358e-28,1.15469e-28,2.32086e-28
146,0.868977,1.28896e-27,2.41149e-29,8.30371e-29,4.46191e-29,3.55892e-28,1.21706e-28,2.27715e-28
147,0.86666,1.18958e-27,3.28296e-29,1.14271e-28,4.87104e-29,3.73052e-28,1.18699e-28,2.22631e-28
148,0.864421,1.1601e-27,3.03173e-29,1.00976e-28,5.85991e-29,3.62545e-28,1.2385e-28,2.7132e-28
149,0.862259,1.04109e-27,5.01174e-29,1.35967e-28,6.28255e-29,3.94882e-28,1.25529e-28,2.48153e-28
150,0.860177,1.13594e-27,4.99211e-29,1.73994e-28,7.99938e-29,3.61933e-28,1.35152e-28,2.50055e-28
151,0.858173,1.09396e-27,6.0233e-29,1.6871e-28,7.42375e-29,3.8129e-28,1.18971e-28,2.65851e-28
152,0.856249,9.56302e-28,9.41714e-29,1.99989e-28,7.06845e-29,3.79423e-28,1.17658e-28,2.4882e-28
153,0.854404,9.39613e-28,9.30551e-29,2.11889e-28,8.81567e-29,3.82869e-28,1.14609e-28,2.59147e-28
154,0.852639,9.47351e-28,9.50711e-29,2.55162e-28,9.615e-29,3.71837e-28,1.40952e-28,2.54429e-28
155,0.850953,9.17859e-28,1.26042e-28,2.63698e-28,1.14235e-28,3.81479e-28,1.22129e-28,2.5038e-28
156,0.849346,9.04494e-28,1.35742e-28,2.76402e-28,1.02731e-28,3.78539e-28,1.17419e-28,2.86787e-28
157,0.847817,8.25985e-28,1.50096e-28,3.65638e-28,1.17933e-28,3.56514e-28,1.36315e-28,2.87306e-28
158,0.846365,9.31667e-28,1.62444e-28,4.03026e-28,1.28859e-28,3.67188e-28,1.46389e-28,2.85817e-28
159,0.84499,9.20466e-28,1.95615e-28,4.45706e-28,1.37652e-28,3.68068e-28,1.56569e-28,2.961e-28
160,0.84369,8.24771e-28,2.03719e-28,4.90804e-28,1.46564e-28,3.55072e-28,1.53401e-28,3.0421e-28
161,0.842464,9.51834e-28,2.23892e-28,4.81395e-28,1.51923e-28,3.64887e-28,1.40556e-28,3.25595e-28
162,0.841311,8.55398e-28,2.75055e-28,5.38846e-28,1.44205e-28,3.54867e-28,1.48365e-28,3.25475e-28
163,0.840229,7.81347e-28,2.62135e-28,5.63367e-28,1.65585e-28,3.81529e-28,1.57927e-28,3.03824e-28
164,0.839215,8.14919e-28,2.79515e-28,6.46025e-28,1.47649e-28,3.37201e-28,1.516e-28,2.89728e-28
165,0.838269,9.04396e-28,3.02715e-28,6.10484e-28,1.63764e-28,3.30965e-28,1.69968e-28,3.22335e-28
166,0.837389,8.62416e-28,3.79458e-28,7.07984e-28,1.63724e-28,3.18303e-28,1.77684e-28,3.09946e-28
167,0.836571,7.524e-28,3.70447e-28,7.35115e-28,1.54869e-28,3.21224e-28,1.76294e-28,3.2355e-28
168,0.835813,7.52254e-28,3.39879e-28,7.91235e-28,1.49863e-28,3.38968e-28,1.44422e-28,3.16274e-28
169,0.835114,7.31298e-28,4.04719e-28,8.52836e-28,1.42173e-28,3.11259e-28,1.58824e-28,3.22903e-28
170,0.83447,7.71053e-28,4.18355e-28,8.54821e-28,1.48244e-28,3.0831e-28,1.37421e-28,3.6181e-28
171,0.833878,7.58261e-28,3.80721e-28,8.32354e-28,1.51464e-28,3.32084e-28,1.38009e-28,3.0835e-28
172,0.833337,7.59813e-28,4.60902e-28,8.3633e-28,1.71244e-28,3.06368e-28,1.21457e-28,3.04472e-28
173,0.832841,8.31897e-28,4.54619e-28,9.49496e-28,1.75995e-28,3.05817e-28,1.20076e-28,2.91347e-28
174,0.832389,7.35889e-28,5.13593e-28,9.12593e-28,1.82616e-28,3.15239e-28,1.10312e-28,2.92513e-28
175,0.831977,7.44745e-28,4.77193e-28,9.41246e-28,2.07681e-28,3.30968e-28,1.01996e-28,3.23494e-28
176,0.831602,8.06293e-28,4.57778e-28,9.05066e-28,2.21608e-28,3.24945e-28,9.25064e-29,2.87216e-28
177,0.83126,8.16556e-28,4.09624e-28,8.05073e-28,2.0864e-28,3.28798e-28,9.02133e-29,2.74101e-28
178,0.830948,7.20496e-28,4.50932e-28,9.13394e-28,1.93905e-28,3.05819e-28,9.18902e-29,2.66809e-28
179,0.830661,7.94635e-28,4.73259e-28,9.09837e-28,2.84185e-28,3.11215e-28,7.49439e-29,2.68109e-28
180,0.830397,7.80157e-28,4.07877e-28,9.81837e-28,2.69874e-28,3.88635e-28,1.09033e-28,2.7611e-28
181,0.83015,7.55364e-28,3.24697e-28,7.70858e-28,2.83517e-28,3.438e-28,8.53101e-29,2.74248e-28
182,0.829918,6.56602e-28,4.0854e-28,9.31558e-28,3.03101e-28,3.58101e-28,9.5176e-29,2.29099e-28
183,0.829697,7.06593e-28,3.66352e-28,7.04115e-28,3.1607e-28,3.65841e-28,6.35932e-29,3.14023e-28
184,0.829482,6.1402e-28,4.81639e-28,8.3325e-28,3.52384e-28,4.43946e-28,7.67916e-29,2.64475e-28
185,0.829269,6.34847e-28,2.96403e-28,7.16108e-28,3.35278e-28,4.37904e-28,8.39888e-29,3.05585e-28
186,0.829054,5.27116e-28,3.92261e-28,8.247e-28,3.511e-28,3.92825e-28,6.7769e-29,2.5991e-28
187,0.828832,6.12139e-28,4.68107e-28,7.83469e-28,4.5228e-28,4.77956e-28,4.79094e-29,3.47352e-28
188,0.828601,5.1741e-28,4.50266e-28,6.89177e-28,4.39092e-28,5.62556e-28,7.62741e-29,3.11136e-28
189,0.828355,4.49021e-28,1.56099e-28,3.86752e-28,3.94332e-28,4.67312e-28,9.74888e-29,3.09912e-28
190,0.82809,3.52325e-28,1.55198e-28,4.66784e-28,3.46785e-28,4.31853e-28,6.41652e-29,2.65259e-28
191,0.827802,3.42546e-28,3.99123e-28,6.65903e-28,4.23553e-28,5.46958e-28,2.26204e-29,3.06218e-28
192,0.827486,5.01576e-28,4.69079e-28,7.59638e-28,4.6042e-28,6.79211e-28,1.48193e-29,3.50486e-28
193,0.827139,4.55778e-28,3.61332e-28,5.20332e-28,5.73302e-28,7.17601e-28,5.25851e-29,3.18356e-28
194,0.826756,3.28448e-28,1.60895e-28,3.55209e-28,5.49856e-28,6.55141e-28,8.53611e-29,3.09882e-28
195,0.826333,2.75937e-28,1.97341e-28,2.70831e-28,4.48178e-28,6.32346e-28,4.04852e-29,2.66525e-28
196,0.825865,3.30581e-28,4.13648e-28,4.36684e-28,5.25053e-28,6.8492e-28,2.34167e-29,3.42877e-28
197,0.825349,3.831e-28,4.6738e-28,5.6465e-28,6.34368e-28,9.01655e-28,3.64629e-29,3.83912e-28
198,0.824781,3.02518e-28,1.91198e-28,2.51099e-28,5.99085e-28,8.26717e-28,4.44319e-29,3.46671e-28
199,0.824155,2.1329e-28,3.16371e-28,3.26266e-28,5.37221e-28,7.61959e-28,4.59402e-29,3.24111e-28
200,0.823469,2.28169e-28,2.00532e-28,1.01772e-28,5.79966e-28,8.08303e-28,3.1219e-29,3.32709e-28
201,0.822718,2.47121e-28,3.14635e-28,1.79799e-28,4.34268e-28,7.86917e-28,1.47183e-30,3.80643e-28
202,0.821898,2.33631e-28,4.00759e-28,3.52024e-28,6.17286e-28,9.9798e-28,2.0293e-29,5.02079e-28
203,0.821006,2.38417e-28,3.09175e-28,3.07565e-28,6.73361e-28,1.0615e-27,5.88002e-29,4.14657e-28
204,0.820038,1.52802e-28,7.41124e-29,-5.23395e-29,5.88252e-28,9.39836e-28,7.75138e-29,4.19832e-28
205,0.818991,1.77356e-28,2.37798e-28,6.36501e-29,5.05889e-28,9.59686e-28,2.88754e-29,4.30736e-28
206,0.81786,1.93012e-28,2.67327e-28,1.07364e-28,4.69088e-28,1.09374e-27,-1.34348e-29,5.52627e-28
207,0.816642,2.09379e-28,2.08821e-28,1.48279e-28,6.73535e-28,1.24385e-27,1.51639e-29,5.88932e-28
208,0.815334,1.6411e-28,1.54826e-28,9.93062e-29,6.19217e-28,1.22732e-27,7.41866e-29,5.78895e-28
209,0.813934,1.03391e-28,5.89542e-29,-1.27011e-28,5.30795e-28,1.09101e-27,5.16651e-29,4.31108e-28
210,0.812437,1.21957e-28,6.78277e-29,-1.01308e-28,3.76614e-28,9.93506e-28,5.23558e-30,4.65001e-28
211,0.810842,1.28297e-28,1.68801e-28,-5.88134e-30,4.80746e-28,1.24596e-27,1.57495e-29,6.39946e-28
212,0.809144,1.27701e-28,7.36943e-29,1.09069e-29,5.65091e-28,1.33163e-27,9.12532e-29,6.23018e-28
213,0.807343,1.41473e-28,4.48296e-29,-4.94933e-29,4.6828e-28,1.22506e-27,1.08573e-28,5.9719e-28
214,0.805434,1.11554e-28,3.40185e-29,-9.87482e-29,3.07118e-28,1.03331e-27,4.52499e-29,5.11879e-28
215,0.803417,1.54874e-28,5.10448e-29,-7.06954e-29,3.28572e-28,1.14908e-27,1.03245e-28,6.17797e-28
216,0.801288,1.39496e-28,7.27214e-29,-1.73233e-29,4.21727e-28,1.4541e-27,1.97147e-28,7.46721e-28
217,0.799047,1.22788e-28,4.66667e-29,1.07071e-29,4.41212e-28,1.33432e-27,1.88127e-28,6.803e-28
218,0.796691,1.43231e-28,-1.68061e-30,-3.3407e-29,3.04231e-28,1.15231e-27,1.57068e-28,5.68366e-28
219,0.794218,1.31036e-28,2.62161e-29,1.32487e-29,2.4362e-28,1.03368e-27,1.89666e-28,6.18297e-28
220,0.791628,1.63544e-28,2.32141e-29,2.15678e-29,2.58682e-28,1.32729e-27,3.30166e-28,8.48275e-28
