t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6
80,1.00162,-1.47223e-32,1.37903e-28,8.58213e-29,4.48427e-28,1.84805e-28,2.21099e-28,1.1967e-28
81,1.00197,-4.52808e-31,1.39751e-28,8.72294e-29,4.39346e-28,1.86782e-28,2.36864e-28,1.25554e-28
82,1.00232,1.57695e-30,1.41427e-28,8.56512e-29,4.6475e-28,1.84687e-28,2.23246e-28,1.31478e-28
83,1.00269,1.84657e-30,1.26045e-28,9.22977e-29,4.49847e-28,1.6402e-28,2.03673e-28,1.54766e-28
84,1.00306,2.43679e-30,1.56012e-28,8.54919e-29,4.76986e-28,1.68478e-28,2.16987e-28,1.4221e-28
85,1.00343,1.97323e-30,1.7039e-28,8.98969e-29,4.74619e-28,1.87318e-28,2.05534e-28,1.49128e-28
86,1.00381,2.28906e-30,1.6838e-28,7.82582e-29,5.3878e-28,2.16196e-28,2.16309e-28,1.77716e-28
87,1.00419,9.65009e-30,1.68286e-28,7.3767e-29,5.25562e-28,1.8669e-28,1.94928e-28,1.86608e-28
88,1.00458,1.24197e-29,1.7617e-28,8.71368e-29,4.83398e-28,1.62683e-28,2.19792e-28,1.87861e-28
89,1.00496,9.85641e-30,1.78256e-28,7.66589e-29,4.87401e-28,1.52675e-28,1.9486e-28,1.88309e-28
90,1.00535,5.55417e-30,2.20658e-28,5.57031e-29,5.20381e-28,1.61513e-28,1.92084e-28,1.87079e-28
91,1.00573,1.30749e-29,2.19597e-28,7.90256e-29,4.85338e-28,1.51689e-28,1.7469e-28,1.9587e-28
92,1.00612,3.14862e-29,2.1633e-28,7.48353e-29,4.53018e-28,1.43776e-28,1.94401e-28,1.84421e-28
93,1.0065,3.05081e-29,2.23612e-28,8.1161e-29,4.52813e-28,1.19543e-28,2.06047e-28,1.89203e-28
94,1.00687,2.25929e-29,2.56679e-28,5.29275e-29,4.71551e-28,1.35114e-28,1.7272e-28,2.32568e-28
95,1.00724,2.92034e-29,3.15547e-28,5.97154e-29,5.29364e-28,1.4158e-28,1.54944e-28,2.21387e-28
96,1.0076,3.69069e-29,2.97598e-28,6.53926e-29,3.71645e-28,1.19746e-28,1.49714e-28,2.13129e-28
97,1.00796,6.34286e-29,3.41521e-28,6.1999e-29,3.71093e-28,8.65074e-29,1.77282e-28,2.11867e-28
98,1.00831,5.12667e-29,3.70586e-28,5.06162e-29,3.96992e-28,9.51026e-29,1.5762e-28,2.25625e-28
99,1.00864,5.65033e-29,4.26581e-28,6.15056e-29,4.255e-28,1.1016e-28,1.4436e-28,2.45934e-28
100,1.00897,6.12826e-29,4.37948e-28,6.39064e-29,3.26433e-28,7.6439e-29,1.4509e-28,2.16068e-28
101,1.00929,7.67043e-29,4.85336e-28,6.51374e-29,2.83584e-28,7.16681e-29,1.56098e-28,1.95939e-28
102,1.00959,9.79345e-29,5.02597e-28,6.02875e-29,3.20653e-28,5.10945e-29,1.42266e-28,2.06177e-28
103,1.00988,9.30635e-29,5.43853e-28,4.58533e-29,2.81208e-28,6.09159e-29,1.44568e-28,2.38157e-28
104,1.01016,8.95889e-29,6.05811e-28,7.07902e-29,2.57499e-28,5.67783e-29,1.7768e-28,2.18848e-28
105,1.01042,9.61995e-29,5.72404e-28,7.8941e-29,2.33403e-28,5.52869e-29,1.62629e-28,1.97869e-28
106,1.01066,1.15182e-28,6.28103e-28,5.76037e-29,1.61845e-28,3.04697e-29,1.67826e-28,1.94968e-28
107,1.01089,1.16747e-28,6.47957e-28,8.22811e-29,1.8296e-28,4.00615e-29,1.69688e-28,1.9041e-28
108,1.01111,7.93527e-29,6.54312e-28,7.28794e-29,1.6347e-28,4.23959e-29,1.87282e-28,2.24728e-28
109,1.0113,9.08167e-29,6.69227e-28,8.42106e-29,1.6058e-28,3.346e-29,1.80062e-28,2.15974e-28
110,1.01148,1.2117e-28,6.06292e-28,7.74656e-29,1.32787e-28,2.3336e-29,1.92047e-28,1.97012e-28
111,1.01164,9.0545e-29,7.20119e-28,6.98195e-29,1.3593e-28,2.56449e-29,2.13633e-28,2.08685e-28
112,1.01178,1.24681e-28,7.33292e-28,7.05589e-29,8.54523e-29,1.66688e-29,1.8693e-28,2.39888e-28
113,1.01191,7.62316e-29,6.26209e-28,7.46004e-29,9.37928e-29,1.98169e-29,2.13607e-28,2.55764e-28
114,1.01201,9.88728e-29,6.22464e-28,6.79803e-29,7.64315e-29,1.70762e-29,2.23881e-28,2.17827e-28
115,1.0121,1.00046e-28,6.23235e-28,5.95593e-29,5.87894e-29,1.00288e-29,2.47132e-28,2.50861e-28
116,1.01216,1.50981e-28,6.35874e-28,6.52727e-29,3.73085e-29,8.45612e-30,2.23205e-28,2.92499e-28
117,1.01221,1.28962e-28,6.08928e-28,6.18489e-29,2.6618e-29,4.4883e-30,2.15198e-28,2.97215e-28
118,1.01224,1.23095e-28,5.42767e-28,4.25982e-29,2.39039e-29,4.13169e-30,2.19418e-28,3.07221e-28
119,1.01225,1.6553e-28,5.45051e-28,3.90952e-29,2.9301e-29,6.14021e-31,2.64327e-28,3.23108e-28
120,1.01224,1.86354e-28,5.15387e-28,3.50703e-29,1.23751e-29,-2.1198e-30,2.58542e-28,3.76975e-28
121,1.01222,2.04096e-28,4.5186e-28,2.9371e-29,8.32602e-30,5.00845e-30,2.349e-28,3.95042e-28
122,1.01217,2.44687e-28,4.49906e-28,2.75008e-29,6.93709e-30,1.961e-30,2.16724e-28,4.11234e-28
123,1.01211,2.50903e-28,3.87518e-28,2.72153e-29,1.5015e-29,4.15364e-31,2.35739e-28,3.9787e-28
124,1.01204,3.07408e-28,3.99704e-28,2.21168e-29,3.74225e-30,1.59416e-29,2.61912e-28,4.23261e-28
125,1.01194,3.15789e-28,3.26931e-28,1.72025e-29,2.62499e-29,1.84831e-29,2.29337e-28,5.0001e-28
126,1.01184,3.59952e-28,3.44309e-28,2.77552e-29,2.35771e-29,3.06144e-29,2.42743e-28,4.69852e-28
127,1.01172,4.3776e-28,3.4112e-28,1.66985e-29,7.3192e-30,2.97165e-29,2.08313e-28,4.72343e-28
128,1.01158,5.14078e-28,3.25759e-28,2.10768e-29,3.61125e-29,3.08584e-29,2.17542e-28,4.70991e-28
129,1.01143,5.16861e-28,2.9776e-28,1.93347e-29,4.11162e-29,3.67859e-29,2.2139e-28,5.45599e-28
130,1.01127,6.25095e-28,3.0793e-28,1.43347e-29,5.42013e-29,6.87867e-29,1.93546e-28,5.49914e-28
131,1.0111,6.43436e-28,2.9538e-28,2.31118e-29,3.91219e-29,9.43665e-29,1.90432e-28,5.90664e-28
132,1.01092,7.14425e-28,3.10371e-28,1.35199e-29,6.47068e-29,8.62883e-29,1.94923e-28,5.16802e-28
133,1.01074,6.55019e-28,3.03712e-28,1.37252e-29,7.03158e-29,8.34671e-29,1.79121e-28,5.41311e-28
134,1.01054,8.84634e-28,2.72108e-28,1.58062e-29,1.06612e-28,1.01563e-28,2.1087e-28,5.53006e-28
135,1.01034,8.56832e-28,2.71744e-28,8.16336e-30,9.99483e-29,1.32911e-28,1.83284e-28,5.62056e-28
136,1.01013,8.69786e-28,2.53965e-28,1.45266e-29,9.55567e-29,1.32424e-28,1.76525e-28,5.63849e-28
137,1.00992,9.49501e-28,2.74447e-28,1.32974e-29,8.87513e-29,1.36813e-28,1.72389e-28,5.10698e-28
138,1.0097,9.59053e-28,2.15646e-28,9.1487e-30,1.21373e-28,1.04508e-28,1.78527e-28,5.18683e-28
139,1.00948,9.24819e-28,2.49703e-28,7.73805e-30,1.26489e-28,1.21752e-28,1.63076e-28,5.4558e-28
140,1.00927,9.74145e-28,2.59635e-28,1.14308e-29,1.17297e-28,1.56606e-28,1.95156e-28,5.49385e-28
141,1.00905,9.96219e-28,2.01615e-28,8.953e-30,1.02796e-28,1.54516e-28,1.4563e-28,5.32201e-28
142,1.00883,1.00229e-27,1.82435e-28,1.42404e-29,1.16652e-28,1.38979e-28,1.71917e-28,5.25613e-28
143,1.00862,9.98597e-28,2.04077e-28,5.29619e-30,1.0338e-28,1.64475e-28,1.6096e-28,5.11187e-28
144,1.00841,9.6966e-28,2.16375e-28,8.52599e-30,1.42842e-28,1.64821e-28,1.71895e-28,5.27966e-28
145,1.0082,1.10599e-27,1.56109e-28,2.65926e-29,1.07158e-28,1.69791e-28,1.61687e-28,4.91489e-28
146,1.00801,1.02832e-27,1.57774e-28,8.15034e-30,1.15588e-28,1.78055e-28,1.79605e-28,5.29464e-28
147,1.00781,9.27082e-28,1.68153e-28,1.02213e-29,1.27615e-28,1.69398e-28,1.63351e-28,4.88039e-28
148,1.00763,1.11083e-27,1.25739e-28,2.87544e-29,1.30376e-28,1.74851e-28,1.44845e-28,4.95269e-28
149,1.00746,1.0068e-27,1.28633e-28,2.17579e-29,1.40312e-28,2.13246e-28,1.62719e-28,5.25003e-28
150,1.00729,8.47931e-28,1.01156e-28,4.27498e-29,1.10393e-28,1.75108e-28,1.73947e-28,4.82779e-28
151,1.00714,7.50615e-28,9.90706e-29,2.80989e-29,1.2706e-28,1.97829e-28,1.71105e-28,4.44181e-28
152,1.007,7.76485e-28,8.20326e-29,4.26788e-29,1.11112e-28,1.60294e-28,1.85722e-28,4.71601e-28
153,1.00687,7.11742e-28,6.70481e-29,3.01274e-29,1.31387e-28,1.90985e-28,1.69265e-28,4.4733e-28
154,1.00676,6.20633e-28,5.57297e-29,2.86728e-29,1.21147e-28,1.99756e-28,1.66092e-28,4.17152e-28
155,1.00666,4.38595e-28,5.67738e-29,7.21597e-29,9.22292e-29,1.68192e-28,1.47096e-28,4.57994e-28
156,1.00657,4.13582e-28,3.90484e-29,2.17455e-29,1.06815e-28,1.73071e-28,1.63398e-28,4.15996e-28
157,1.0065,2.74357e-28,3.23621e-29,3.98649e-29,1.14363e-28,1.84257e-28,1.89852e-28,3.98653e-28
158,1.00645,2.54817e-28,1.54537e-29,3.21273e-29,1.22209e-28,1.64016e-28,1.59616e-28,4.4348e-28
159,1.00641,2.94555e-29,1.42874e-29,5.03685e-29,1.10291e-28,1.90097e-28,1.82398e-28,4.30967e-28
160,1.00639,5.81852e-29,1.64574e-29,3.24104e-29,1.00736e-28,1.46052e-28,1.99785e-28,5.03486e-28
161,1.00639,1.05934e-29,6.43155e-30,2.43369e-29,8.15971e-29,1.39314e-28,1.4986e-28,4.22842e-28
162,1.00641,-1.47697e-30,-4.53014e-30,1.9894e-29,1.40695e-28,1.31909e-28,1.8586e-28,4.98534e-28
163,1.00644,-2.53993e-29,-3.4656e-30,2.20601e-29,1.20373e-28,1.63236e-28,2.00175e-28,5.41023e-28
164,1.00649,-1.01421e-28,1.54566e-30,2.31681e-29,1.08606e-28,1.02226e-28,1.73623e-28,5.26744e-28
165,1.00656,-2.65514e-29,-1.03133e-29,6.12275e-30,8.61563e-29,6.93137e-29,1.9653e-28,5.43263e-28
166,1.00665,-7.53897e-29,-6.15636e-30,-9.84259e-30,1.03285e-28,1.1191e-28,2.13593e-28,5.54765e-28
167,1.00676,1.04038e-29,-1.39888e-29,2.53402e-30,1.03176e-28,8.09271e-29,2.45667e-28,5.90088e-28
168,1.00689,-4.05849e-29,-2.59636e-30,7.49222e-30,8.73468e-29,7.6198e-29,2.27389e-28,5.94435e-28
169,1.00703,-2.47585e-29,-1.52405e-29,-9.64444e-30,6.62648e-29,4.09477e-29,2.41608e-28,6.31694e-28
170,1.00719,1.33788e-29,-1.76527e-29,-1.43522e-29,5.1702e-29,5.40746e-29,2.17151e-28,6.40736e-28
171,1.00737,-7.1306e-30,-2.88556e-29,-2.06908e-29,5.59687e-29,5.03062e-29,2.7111e-28,6.0344e-28
172,1.00757,8.26255e-29,-8.1681e-32,-7.14927e-30,7.23508e-29,5.1855e-29,2.57639e-28,6.53336e-28
173,1.00778,4.14747e-29,2.51875e-30,-1.15825e-30,4.61648e-29,5.74081e-29,2.71405e-28,6.63994e-28
174,1.00802,8.35867e-29,1.19938e-30,-6.51899e-30,2.49637e-29,4.81641e-29,2.41261e-28,6.96686e-28
175,1.00826,1.40148e-28,8.10292e-30,-2.62782e-30,2.08176e-29,4.11416e-29,3.17456e-28,6.16591e-28
176,1.00853,1.82948e-28,1.05679e-29,1.85333e-29,2.13887e-29,5.08198e-29,2.47096e-28,6.67541e-28
177,1.0088,1.11266e-28,1.49546e-29,3.73289e-29,2.21742e-29,1.11548e-28,3.10059e-28,6.61445e-28
178,1.0091,1.51532e-28,1.95796e-29,3.73438e-29,1.09502e-29,9.89393e-29,3.20503e-28,7.0832e-28
179,1.0094,1.88755e-28,2.86837e-29,1.20891e-29,4.40419e-30,1.68747e-28,3.21669e-28,6.98925e-28
180,1.00972,2.43206e-28,5.22206e-29,5.35505e-29,7.21317e-30,1.20051e-28,2.92948e-28,6.94082e-28
181,1.01005,1.91244e-28,4.36851e-29,3.46864e-29,-1.67562e-31,1.32329e-28,3.12255e-28,6.37008e-28
182,1.01039,2.33554e-28,6.02147e-29,3.95731e-29,2.33906e-30,2.07466e-28,3.23402e-28,6.62037e-28
183,1.01074,2.10293e-28,1.07142e-28,6.642e-29,9.04795e-30,1.84518e-28,3.18071e-28,6.07324e-28
184,1.0111,1.70834e-28,1.08102e-28,7.13418e-29,1.31064e-29,1.98601e-28,3.4255e-28,6.20038e-28
185,1.01147,1.92488e-28,6.62959e-29,5.22711e-29,-3.73823e-30,2.05355e-28,3.59223e-28,6.58489e-28
186,1.01185,1.19812e-28,8.63557e-29,5.28178e-29,4.5839e-30,2.37567e-28,4.21336e-28,6.10227e-28
187,1.01223,7.5908e-29,9.37249e-29,4.74632e-29,3.06776e-29,2.64946e-28,3.26334e-28,6.28154e-28
188,1.01261,5.6771e-29,6.48855e-29,4.78535e-29,2.04965e-29,2.45972e-28,3.76658e-28,7.02817e-28
189,1.013,1.03266e-29,1.25663e-28,8.53919e-29,1.42344e-29,2.20109e-28,4.07191e-28,7.31043e-28
190,1.0134,4.7794e-29,2.07132e-28,1.07627e-28,5.02766e-30,1.99197e-28,4.54769e-28,5.28112e-28
191,1.01379,5.54059e-29,1.51341e-28,5.45374e-29,1.73574e-29,1.74327e-28,3.98363e-28,5.77642e-28
192,1.01418,3.51958e-29,1.18283e-28,2.30482e-29,1.20518e-29,1.88212e-28,3.53727e-28,6.0693e-28
193,1.01457,-1.50868e-29,7.6035e-29,7.24682e-29,1.68206e-29,2.49338e-28,3.61131e-28,7.70992e-28
194,1.01496,-2.54897e-29,1.14561e-28,8.86835e-29,3.28221e-29,2.59142e-28,4.45336e-28,7.58385e-28
195,1.01534,-1.94565e-29,1.40754e-28,8.17099e-29,1.41534e-29,1.84764e-28,4.63307e-28,5.92683e-28
196,1.01572,-8.91362e-30,1.30057e-28,4.37752e-29,-1.14596e-30,1.52711e-28,3.66659e-28,5.78095e-28
197,1.01609,1.15566e-29,2.23862e-29,4.06226e-29,8.21286e-30,1.58816e-28,2.71568e-28,6.99869e-28
198,1.01645,-1.67282e-29,4.03543e-29,8.77361e-29,1.50061e-29,2.81479e-28,4.39458e-28,8.18307e-28
199,1.01679,-2.6823e-29,1.50953e-28,1.18968e-28,4.17502e-29,2.91907e-28,6.15363e-28,8.01106e-28
200,1.01713,-2.08188e-29,1.15182e-28,7.91855e-29,1.02755e-29,1.75733e-28,4.6603e-28,6.67934e-28
201,1.01745,-4.51607e-29,1.02018e-28,7.18326e-29,1.86553e-29,1.82941e-28,4.1496e-28,6.38577e-28
202,1.01776,1.69656e-29,4.45553e-30,2.19173e-29,-2.85386e-29,1.69283e-28,3.60705e-28,7.04287e-28
203,1.01805,3.98979e-29,6.2882e-30,5.8478e-29,7.59917e-30,2.72317e-28,4.72139e-28,8.37297e-28
204,1.01832,-3.2847e-29,1.00725e-28,9.47412e-29,2.17497e-29,2.82073e-28,5.27153e-28,7.43256e-28
205,1.01856,-6.33029e-30,8.20772e-29,6.28928e-29,3.0991e-29,2.1904e-28,4.94369e-28,6.62209e-28
206,1.01879,1.52081e-29,4.272e-29,2.4615e-29,-8.18077e-30,1.82868e-28,4.26768e-28,4.82278e-28
207,1.01899,2.25823e-29,7.3039e-31,2.48457e-29,-2.14112e-29,2.39034e-28,4.50114e-28,6.51205e-28
208,1.01916,4.86139e-29,1.67193e-30,6.30145e-29,4.80136e-29,3.50416e-28,5.56366e-28,8.0106e-28
209,1.01931,7.4608e-31,5.49789e-29,5.30305e-29,4.07579e-29,3.69367e-28,6.06139e-28,8.04199e-28
210,1.01942,1.00289e-29,2.15063e-29,1.74888e-29,4.69847e-29,4.02311e-28,6.3366e-28,7.61669e-28
211,1.0195,4.82272e-29,8.0954e-30,1.40303e-29,-1.63929e-29,3.22091e-28,4.71399e-28,6.49128e-28
212,1.01955,3.9663e-29,-2.58856e-29,2.24375e-29,-5.48631e-29,2.96667e-28,4.31156e-28,9.04814e-28
213,1.01956,4.52587e-29,3.01679e-29,5.27527e-29,8.82136e-29,6.16496e-28,7.22593e-28,9.95269e-28
214,1.01954,5.48966e-29,4.97681e-29,2.61183e-29,4.02792e-29,4.5512e-28,6.1844e-28,9.14539e-28
215,1.01947,3.59821e-29,2.76369e-29,2.05946e-30,1.86165e-29,3.64683e-28,4.81045e-28,7.23749e-28
216,1.01936,5.9595e-29,3.63559e-29,5.97057e-30,-5.12437e-29,3.30214e-28,4.15407e-28,8.21854e-28
217,1.0192,4.80224e-29,3.93209e-29,4.39106e-29,-4.2398e-30,5.03241e-28,5.50366e-28,1.01643e-27
218,1.019,7.31978e-29,5.45545e-29,4.71555e-29,4.25245e-29,5.99496e-28,6.24775e-28,1.0353e-27
219,1.01875,4.72281e-29,6.32655e-29,3.65131e-29,2.3695e-30,3.9997e-28,4.77631e-28,8.22831e-28
