t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3,Norm_4,AvgX_4,Norm_5,AvgX_5,Norm_6,AvgX_6,Norm_L0,Norm_L1,Norm_L2
438,0.870996,165.054,0.0622755,11.8012,0.0622755,11.8012,0.00111316,0.210944,0.00111316,0.210944,0.00111316,0.210944,0.00111316,0.210944,0.870996,0.124551,0.00445264
439,0.889272,168.847,0.0537402,10.2037,0.0537402,10.2037,0.000811902,0.154157,0.000811902,0.154157,0.000811902,0.154157,0.000811902,0.154157,0.889272,0.1074804,0.003247608
440,0.906361,172.428,0.0456687,8.6881,0.0456687,8.6881,0.000575276,0.109442,0.000575276,0.109442,0.000575276,0.109442,0.000575276,0.109442,0.906361,0.0913374,0.002301104
441,0.922195,175.782,0.0381147,7.26513,0.0381147,7.26513,0.000393824,0.0750676,0.000393824,0.0750676,0.000393824,0.0750676,0.000393824,0.0750676,0.922195,0.0762294,0.001575296
442,0.936709,178.895,0.0311283,5.94496,0.0311283,5.94496,0.000258611,0.0493901,0.000258611,0.0493901,0.000258611,0.0493901,0.000258611,0.0493901,0.936709,0.0622566,0.001034444
443,0.949843,181.754,0.0247561,4.73712,0.0247561,4.73712,0.000161306,0.0308663,0.000161306,0.0308663,0.000161306,0.0308663,0.000161306,0.0308663,0.949843,0.0495122,0.000645224
444,0.961542,184.348,0.0190403,3.65043,0.0190403,3.65043,9.42585E-05,0.0180713,9.42585E-05,0.0180713,9.42585E-05,0.0180713,9.42585E-05,0.0180713,0.961542,0.0380806,0.000377034
445,0.971759,186.665,0.0140192,2.69295,0.0140192,2.69295,5.05625E-05,0.00971254,5.05625E-05,0.00971254,5.05625E-05,0.00971254,5.05625E-05,0.00971254,0.971759,0.0280384,0.00020225
446,0.980451,188.696,0.00972616,1.87188,0.00972616,1.87188,2.41211E-05,0.0046423,2.41211E-05,0.0046423,2.41211E-05,0.0046423,2.41211E-05,0.0046423,0.980451,0.01945232,9.64844E-05
447,0.987582,190.431,0.0061898,1.19356,0.0061898,1.19356,9.69885E-06,0.00187019,9.69885E-06,0.00187019,9.69885E-06,0.00187019,9.69885E-06,0.00187019,0.987582,0.0123796,3.87954E-05
448,0.993121,191.865,0.00343372,0.663373,0.00343372,0.663373,0.000002968,0.000573405,0.000002968,0.000573405,0.000002968,0.000573405,0.000002968,0.000573405,0.993121,0.00686744,1.187212E-05
449,0.997045,192.989,0.00147632,0.285757,0.00147632,0.285757,5.46492E-07,0.000105779,5.46492E-07,0.000105779,5.46492E-07,0.000105779,5.46492E-07,0.000105779,0.997045,0.00295264,0.000002186
450,0.999339,193.799,0.000330644,0.0641209,0.000330644,0.0641209,2.73494E-08,5.30379E-06,2.73494E-08,5.30379E-06,2.73494E-08,5.30379E-06,2.73494E-08,5.30379E-06,0.999339,0.000661288,1.093976E-07
451,0.999991,194.292,4.35143E-06,0.000845456,4.35143E-06,0.000845456,4.73378E-12,9.19743E-10,4.73378E-12,9.19743E-10,4.73378E-12,9.19743E-10,4.73378E-12,9.19743E-10,0.999991,8.70286E-06,1.893512E-11
452,0.999001,194.465,0.000499618,0.0972555,0.000499618,0.0972555,6.2467E-08,1.21598E-05,6.2467E-08,1.21598E-05,6.2467E-08,1.21598E-05,6.2467E-08,1.21598E-05,0.999001,0.000999236,2.49868E-07
453,0.99637,194.317,0.00181314,0.353607,0.00181314,0.353607,8.24861E-07,0.000160869,8.24861E-07,0.000160869,8.24861E-07,0.000160869,8.24861E-07,0.000160869,0.99637,0.00362628,3.299444E-06
454,0.992112,193.849,0.00393614,0.769083,0.00393614,0.769083,3.9041E-06,0.000762822,3.9041E-06,0.000762822,3.9041E-06,0.000762822,3.9041E-06,0.000762822,0.992112,0.00787228,1.56164E-05
455,0.986243,193.062,0.00685447,1.34179,0.00685447,1.34179,1.19098E-05,0.00233139,1.19098E-05,0.00233139,1.19098E-05,0.00233139,1.19098E-05,0.00233139,0.986243,0.01370894,4.76392E-05
456,0.978789,191.959,0.0105486,2.06879,0.0105486,2.06879,2.84213E-05,0.00557395,2.84213E-05,0.00557395,2.84213E-05,0.00557395,2.84213E-05,0.00557395,0.978789,0.0210972,0.0001136852
457,0.96978,190.545,0.014994,2.94606,0.014994,2.94606,5.79566E-05,0.0113875,5.79566E-05,0.0113875,5.79566E-05,0.0113875,5.79566E-05,0.0113875,0.96978,0.029988,0.0002318264
458,0.959254,188.825,0.020161,3.9686,0.020161,3.9686,0.000105932,0.0208524,0.000105932,0.0208524,0.000105932,0.0208524,0.000105932,0.0208524,0.959254,0.040322,0.000423728
459,0.947255,186.807,0.0260151,5.1304,0.0260151,5.1304,0.000178617,0.0352248,0.000178617,0.0352248,0.000178617,0.0352248,0.000178617,0.0352248,0.947255,0.0520302,0.000714468
460,0.933833,184.499,0.0325173,6.42448,0.0325173,6.42448,0.000283074,0.0559272,0.000283074,0.0559272,0.000283074,0.0559272,0.000283074,0.0559272,0.933833,0.0650346,0.001132296
461,0.919043,181.909,0.0396244,7.84299,0.0396244,7.84299,0.0004271,0.0845374,0.0004271,0.0845374,0.0004271,0.0845374,0.0004271,0.0845374,0.919043,0.0792488,0.0017084
462,0.902945,179.05,0.0472891,9.3772,0.0472891,9.3772,0.000619158,0.122776,0.000619158,0.122776,0.000619158,0.122776,0.000619158,0.122776,0.902945,0.0945782,0.002476632
463,0.885606,175.931,0.0554605,11.0176,0.0554605,11.0176,0.000868296,0.172492,0.000868296,0.172492,0.000868296,0.172492,0.000868296,0.172492,0.885606,0.110921,0.003473184
464,0.867095,172.567,0.0640844,12.7539,0.0640844,12.7539,0.00118407,0.23565,0.00118407,0.23565,0.00118407,0.23565,0.00118407,0.23565,0.867095,0.1281688,0.00473628
465,0.847487,168.97,0.0731035,14.5752,0.0731035,14.5752,0.00157646,0.314311,0.00157646,0.314311,0.00157646,0.314311,0.00157646,0.314311,0.847487,0.146207,0.00630584
466,0.826861,165.155,0.0824582,16.47,0.0824582,16.47,0.00205577,0.410614,0.00205577,0.410614,0.00205577,0.410614,0.00205577,0.410614,0.826861,0.1649164,0.00822308
467,0.805297,161.137,0.0920865,18.4262,0.0920865,18.4262,0.00263255,0.526764,0.00263255,0.526764,0.00263255,0.526764,0.00263255,0.526764,0.805297,0.184173,0.0105302
468,0.78288,156.933,0.101925,20.4315,0.101925,20.4315,0.00331746,0.665005,0.00331746,0.665005,0.00331746,0.665005,0.00331746,0.665005,0.78288,0.20385,0.01326984
469,0.759698,152.558,0.111909,22.4729,0.111909,22.4729,0.00412124,0.827604,0.00412124,0.827604,0.00412124,0.827604,0.00412124,0.827604,0.759698,0.223818,0.01648496
470,0.735838,148.03,0.121972,24.5375,0.121972,24.5375,0.00505452,1.01683,0.00505452,1.01683,0.00505452,1.01683,0.00505452,1.01683,0.735838,0.243944,0.02021808
471,0.71139,143.367,0.132049,26.612,0.132049,26.612,0.00612779,1.23494,0.00612779,1.23494,0.00612779,1.23494,0.00612779,1.23494,0.71139,0.264098,0.02451116
472,0.686447,138.585,0.142074,28.683,0.142074,28.683,0.00735126,1.48413,0.00735126,1.48413,0.00735126,1.48413,0.00735126,1.48413,0.686447,0.284148,0.02940504
473,0.661099,133.704,0.151981,30.7374,0.151981,30.7374,0.00873477,1.76656,0.00873477,1.76656,0.00873477,1.76656,0.00873477,1.76656,0.661099,0.303962,0.03493908
474,0.635438,128.741,0.161706,32.7618,0.161706,32.7618,0.0102877,2.0843,0.0102877,2.0843,0.0102877,2.0843,0.0102877,2.0843,0.635438,0.323412,0.0411508
475,0.609554,123.713,0.171185,34.7433,0.171185,34.7433,0.0120188,2.4393,0.0120188,2.4393,0.0120188,2.4393,0.0120188,2.4393,0.609554,0.34237,0.0480752
476,0.583538,118.641,0.180359,36.6693,0.180359,36.6693,0.0139362,2.83342,0.0139362,2.83342,0.0139362,2.83342,0.0139362,2.83342,0.583538,0.360718,0.0557448
477,0.557477,113.54,0.189167,38.5273,0.189167,38.5273,0.0160473,3.26833,0.0160473,3.26833,0.0160473,3.26833,0.0160473,3.26833,0.557477,0.378334,0.0641892
478,0.531458,108.43,0.197554,40.3055,0.197554,40.3055,0.0183587,3.74559,0.0183587,3.74559,0.0183587,3.74559,0.0183587,3.74559,0.531458,0.395108,0.0734348
479,0.505565,103.326,0.205466,41.9925,0.205466,41.9925,0.0208758,4.26653,0.0208758,4.26653,0.0208758,4.26653,0.0208758,4.26653,0.505565,0.410932,0.0835032
480,0.479879,98.2462,0.212854,43.5778,0.212854,43.5778,0.0236032,4.83231,0.0236032,4.83231,0.0236032,4.83231,0.0236032,4.83231,0.479879,0.425708,0.0944128
481,0.454478,93.2065,0.219672,45.0513,0.219672,45.0513,0.0265445,5.44387,0.0265445,5.44387,0.0265445,5.44387,0.0265445,5.44387,0.454478,0.439344,0.106178
482,0.429437,88.2224,0.225878,46.4037,0.225878,46.4037,0.0297021,6.10192,0.0297021,6.10192,0.0297021,6.10192,0.0297021,6.10192,0.429437,0.451756,0.1188084
483,0.404825,83.3089,0.231434,47.6267,0.231434,47.6267,0.033077,6.80692,0.033077,6.80692,0.033077,6.80692,0.033077,6.80692,0.404825,0.462868,0.132308
484,0.380709,78.4801,0.236307,48.7129,0.236307,48.7129,0.0366692,7.55907,0.0366692,7.55907,0.0366692,7.55907,0.0366692,7.55907,0.380709,0.472614,0.1466768
485,0.35715,73.7493,0.24047,49.6556,0.24047,49.6556,0.0404773,8.35831,0.0404773,8.35831,0.0404773,8.35831,0.0404773,8.35831,0.35715,0.48094,0.1619092
486,0.334206,69.1289,0.243899,50.4494,0.243899,50.4494,0.0444987,9.20432,0.0444987,9.20432,0.0444987,9.20432,0.0444987,9.20432,0.334206,0.487798,0.1779948
487,0.311929,64.6304,0.246577,51.0897,0.246577,51.0897,0.0487292,10.0965,0.0487292,10.0965,0.0487292,10.0965,0.0487292,10.0965,0.311929,0.493154,0.1949168
488,0.290366,60.2643,0.24849,51.5732,0.24849,51.5732,0.0531635,11.0339,0.0531635,11.0339,0.0531635,11.0339,0.0531635,11.0339,0.290366,0.49698,0.212654
489,0.269557,56.0398,0.249632,51.8974,0.249632,51.8974,0.0577948,12.0153,0.0577948,12.0153,0.0577948,12.0153,0.0577948,12.0153,0.269557,0.499264,0.2311792
490,0.24954,51.9656,0.25,52.0613,0.25,52.0613,0.0626151,13.0393,0.0626151,13.0393,0.0626151,13.0393,0.0626151,13.0393,0.24954,0.5,0.2504604
491,0.230345,48.0487,0.249598,52.0647,0.249598,52.0647,0.0676148,14.1041,0.0676148,14.1041,0.0676148,14.1041,0.0676148,14.1041,0.230345,0.499196,0.2704592
492,0.211998,44.2955,0.248434,51.9086,0.248434,51.9086,0.0727833,15.2076,0.0727833,15.2076,0.0727833,15.2076,0.0727833,15.2076,0.211998,0.496868,0.2911332
493,0.194518,40.711,0.246524,51.5953,0.246524,51.5953,0.0781084,16.3474,0.0781084,16.3474,0.0781084,16.3474,0.0781084,16.3474,0.194518,0.493048,0.3124336
494,0.177921,37.2991,0.243886,51.1279,0.243886,51.1279,0.0835769,17.5209,0.0835769,17.5209,0.0835769,17.5209,0.0835769,17.5209,0.177921,0.487772,0.3343076
495,0.162215,34.0628,0.240544,50.5109,0.240544,50.5109,0.0891742,18.7253,0.0891742,18.7253,0.0891742,18.7253,0.0891742,18.7253,0.162215,0.481088,0.3566968
496,0.147404,31.0039,0.236528,49.7496,0.236528,49.7496,0.0948848,19.9574,0.0948848,19.9574,0.0948848,19.9574,0.0948848,19.9574,0.147404,0.473056,0.3795392
497,0.133488,28.1231,0.231872,48.8505,0.231872,48.8505,0.100692,21.2137,0.100692,21.2137,0.100692,21.2137,0.100692,21.2137,0.133488,0.463744,0.402768
498,0.12046,25.4201,0.226614,47.8211,0.226614,47.8211,0.106578,22.4906,0.106578,22.4906,0.106578,22.4906,0.106578,22.4906,0.12046,0.453228,0.426312
499,0.108311,22.8937,0.220795,46.6696,0.220795,46.6696,0.112524,23.7843,0.112524,23.7843,0.112524,23.7843,0.112524,23.7843,0.108311,0.44159,0.450096
500,0.0970255,20.5417,0.214464,45.4052,0.214464,45.4052,0.118512,25.0907,0.118512,25.0907,0.118512,25.0907,0.118512,25.0907,0.0970255,0.428928,0.474048
501,0.0865843,18.361,0.207668,44.0379,0.207668,44.0379,0.12452,26.4056,0.12452,26.4056,0.12452,26.4056,0.12452,26.4056,0.0865843,0.415336,0.49808
502,0.0769651,16.3477,0.200461,42.5786,0.200461,42.5786,0.130528,27.7247,0.130528,27.7247,0.130528,27.7247,0.130528,27.7247,0.0769651,0.400922,0.522112
503,0.0681418,14.497,0.192898,41.0385,0.192898,41.0385,0.136516,29.0433,0.136516,29.0433,0.136516,29.0433,0.136516,29.0433,0.0681418,0.385796,0.546064
504,0.060085,12.8035,0.185037,39.4297,0.185037,39.4297,0.14246,30.3568,0.14246,30.3568,0.14246,30.3568,0.14246,30.3568,0.060085,0.370074,0.56984
505,0.0527628,11.2613,0.176939,37.7645,0.176939,37.7645,0.14834,31.6606,0.14834,31.6606,0.14834,31.6606,0.14834,31.6606,0.0527628,0.353878,0.59336
506,0.0461408,9.86376,0.168663,36.056,0.168663,36.056,0.154133,32.9498,0.154133,32.9498,0.154133,32.9498,0.154133,32.9498,0.0461408,0.337326,0.616532
507,0.0401827,8.6038,0.160274,34.3173,0.160274,34.3173,0.159818,34.2196,0.159818,34.2196,0.159818,34.2196,0.159818,34.2196,0.0401827,0.320548,0.639272
508,0.0348505,7.47398,0.151832,32.5617,0.151832,32.5617,0.165371,35.4652,0.165371,35.4652,0.165371,35.4652,0.165371,35.4652,0.0348505,0.303664,0.661484
509,0.0301051,6.46654,0.143403,30.8028,0.143403,30.8028,0.170772,36.6817,0.170772,36.6817,0.170772,36.6817,0.170772,36.6817,0.0301051,0.286806,0.683088
510,0.0259066,5.57352,0.135049,29.0542,0.135049,29.0542,0.175999,37.8643,0.175999,37.8643,0.175999,37.8643,0.175999,37.8643,0.0259066,0.270098,0.703996
511,0.0222146,4.78678,0.126831,27.3294,0.126831,27.3294,0.181031,39.0084,0.181031,39.0084,0.181031,39.0084,0.181031,39.0084,0.0222146,0.253662,0.724124
512,0.0189889,4.09817,0.118811,25.6417,0.118811,25.6417,0.185847,40.1092,0.185847,40.1092,0.185847,40.1092,0.185847,40.1092,0.0189889,0.237622,0.743388
513,0.0161898,3.49955,0.111049,24.0041,0.111049,24.0041,0.190428,41.1624,0.190428,41.1624,0.190428,41.1624,0.190428,41.1624,0.0161898,0.222098,0.761712
514,0.0137782,2.98291,0.103602,22.4295,0.103602,22.4295,0.194754,42.1635,0.194754,42.1635,0.194754,42.1635,0.194754,42.1635,0.0137782,0.207204,0.779016
515,0.0117162,2.54046,0.0965251,20.9299,0.0965251,20.9299,0.198808,43.1084,0.198808,43.1084,0.198808,43.1084,0.198808,43.1084,0.0117162,0.1930502,0.795232
516,0.00996756,2.16467,0.0898701,19.5172,0.0898701,19.5172,0.202573,43.9931,0.202573,43.9931,0.202573,43.9931,0.202573,43.9931,0.00996756,0.1797402,0.810292
517,0.00849797,1.84838,0.0836865,18.2025,0.0836865,18.2025,0.206032,44.8138,0.206032,44.8138,0.206032,44.8138,0.206032,44.8138,0.00849797,0.167373,0.824128
518,0.00727521,1.58487,0.0780196,16.9962,0.0780196,16.9962,0.209171,45.567,0.209171,45.567,0.209171,45.567,0.209171,45.567,0.00727521,0.1560392,0.836684
519,0.00626962,1.36792,0.0729113,15.9079,0.0729113,15.9079,0.211977,46.2494,0.211977,46.2494,0.211977,46.2494,0.211977,46.2494,0.00626962,0.1458226,0.847908
520,0.00545433,1.19186,0.0683991,14.9464,0.0683991,14.9464,0.214437,46.8581,0.214437,46.8581,0.214437,46.8581,0.214437,46.8581,0.00545433,0.1367982,0.857748
521,0.00480548,1.05169,0.0645161,14.1195,0.0645161,14.1195,0.216541,47.3904,0.216541,47.3904,0.216541,47.3904,0.216541,47.3904,0.00480548,0.1290322,0.866164
522,0.00430248,0.943049,0.0612908,13.4342,0.0612908,13.4342,0.218279,47.8439,0.218279,47.8439,0.218279,47.8439,0.218279,47.8439,0.00430248,0.1225816,0.873116
523,0.00392818,0.862318,0.058747,12.8962,0.058747,12.8962,0.219644,48.2166,0.219644,48.2166,0.219644,48.2166,0.219644,48.2166,0.00392818,0.117494,0.878576
524,0.00366899,0.806647,0.0569032,12.5105,0.0569032,12.5105,0.220631,48.5069,0.220631,48.5069,0.220631,48.5069,0.220631,48.5069,0.00366899,0.1138064,0.882524
525,0.00351508,0.77398,0.055773,12.2806,0.055773,12.2806,0.221235,48.7133,0.221235,48.7133,0.221235,48.7133,0.221235,48.7133,0.00351508,0.111546,0.88494
526,0.0034604,0.763091,0.0553647,12.2091,0.0553647,12.2091,0.221453,48.835,0.221453,48.835,0.221453,48.835,0.221453,48.835,0.0034604,0.1107294,0.885812
527,0.00350276,0.773597,0.0556813,12.2974,0.0556813,12.2974,0.221284,48.8713,0.221284,48.8713,0.221284,48.8713,0.221284,48.8713,0.00350276,0.1113626,0.885136
528,0.00364385,0.805968,0.0567205,12.5458,0.0567205,12.5458,0.220729,48.8221,0.220729,48.8221,0.220729,48.8221,0.220729,48.8221,0.00364385,0.113441,0.882916
529,0.00388924,0.861534,0.0584746,12.9531,0.0584746,12.9531,0.21979,48.6873,0.21979,48.6873,0.21979,48.6873,0.21979,48.6873,0.00388924,0.1169492,0.87916
530,0.00424831,0.942479,0.0609307,13.5174,0.0609307,13.5174,0.218473,48.4677,0.218473,48.4677,0.218473,48.4677,0.218473,48.4677,0.00424831,0.1218614,0.873892
531,0.00473414,1.05182,0.0640709,14.2352,0.0640709,14.2352,0.216781,48.1641,0.216781,48.1641,0.216781,48.1641,0.216781,48.1641,0.00473414,0.1281418,0.867124
532,0.00536345,1.19341,0.0678722,15.1021,0.0678722,15.1021,0.214723,47.7777,0.214723,47.7777,0.214723,47.7777,0.214723,47.7777,0.00536345,0.1357444,0.858892
533,0.00615643,1.37189,0.0723065,16.1126,0.0723065,16.1126,0.212308,47.3102,0.212308,47.3102,0.212308,47.3102,0.212308,47.3102,0.00615643,0.144613,0.849232
534,0.0071365,1.59263,0.0773413,17.26,0.0773413,17.26,0.209545,46.7636,0.209545,46.7636,0.209545,46.7636,0.209545,46.7636,0.0071365,0.1546826,0.83818
535,0.00833019,1.86176,0.0829397,18.5367,0.0829397,18.5367,0.206448,46.1402,0.206448,46.1402,0.206448,46.1402,0.206448,46.1402,0.00833019,0.1658794,0.825792
536,0.0097668,2.18604,0.0890603,19.9338,0.0890603,19.9338,0.203028,45.4425,0.203028,45.4425,0.203028,45.4425,0.203028,45.4425,0.0097668,0.1781206,0.812112
537,0.0114782,2.57286,0.0956583,21.4419,0.0956583,21.4419,0.199301,44.6737,0.199301,44.6737,0.199301,44.6737,0.199301,44.6737,0.0114782,0.1913166,0.797204
538,0.0134986,3.03014,0.102685,23.0505,0.102685,23.0505,0.195283,43.8369,0.195283,43.8369,0.195283,43.8369,0.195283,43.8369,0.0134986,0.20537,0.781132
539,0.0158639,3.56629,0.110088,24.7484,0.110088,24.7484,0.19099,42.9356,0.19099,42.9356,0.19099,42.9356,0.19099,42.9356,0.0158639,0.220176,0.76396
540,0.0186119,4.19012,0.117813,26.5235,0.117813,26.5235,0.18644,41.9736,0.18644,41.9736,0.18644,41.9736,0.18644,41.9736,0.0186119,0.235626,0.74576
541,0.0217813,4.91076,0.125804,28.3633,0.125804,28.3633,0.181653,40.9549,0.181653,40.9549,0.181653,40.9549,0.181653,40.9549,0.0217813,0.251608,0.726612
542,0.0254121,5.73759,0.134,30.2547,0.134,30.2547,0.176647,39.8838,0.176647,39.8838,0.176647,39.8838,0.176647,39.8838,0.0254121,0.268,0.706588
543,0.0295443,6.68017,0.14234,32.1841,0.14234,32.1841,0.171444,38.7647,0.171444,38.7647,0.171444,38.7647,0.171444,38.7647,0.0295443,0.28468,0.685776
544,0.0342182,7.74808,0.150763,34.1376,0.150763,34.1376,0.166064,37.602,0.166064,37.602,0.166064,37.602,0.166064,37.602,0.0342182,0.301526,0.664256
545,0.039474,8.95092,0.159207,36.1009,0.159207,36.1009,0.160528,36.4006,0.160528,36.4006,0.160528,36.4006,0.160528,36.4006,0.039474,0.318414,0.642112
546,0.0453507,10.2982,0.167606,38.0598,0.167606,38.0598,0.154859,35.1652,0.154859,35.1652,0.154859,35.1652,0.154859,35.1652,0.0453507,0.335212,0.619436
547,0.0518866,11.7991,0.1759,39.9998,0.1759,39.9998,0.149078,33.9006,0.149078,33.9006,0.149078,33.9006,0.149078,33.9006,0.0518866,0.3518,0.596312
548,0.0591182,13.4626,0.184024,41.9066,0.184024,41.9066,0.143208,32.6119,0.143208,32.6119,0.143208,32.6119,0.143208,32.6119,0.0591182,0.368048,0.572832
549,0.0670802,15.2973,0.191918,43.766,0.191918,43.766,0.137271,31.304,0.137271,31.304,0.137271,31.304,0.137271,31.304,0.0670802,0.383836,0.549084
550,0.0758048,17.3113,0.199522,45.5641,0.199522,45.5641,0.131288,29.9817,0.131288,29.9817,0.131288,29.9817,0.131288,29.9817,0.0758048,0.399044,0.525152
551,0.0853218,19.512,0.206777,47.2873,0.206777,47.2873,0.125281,28.6502,0.125281,28.6502,0.125281,28.6502,0.125281,28.6502,0.0853218,0.413554,0.501124
552,0.0956575,21.9063,0.213628,48.9224,0.213628,48.9224,0.119272,27.3141,0.119272,27.3141,0.119272,27.3141,0.119272,27.3141,0.0956575,0.427256,0.477088
553,0.106835,24.5003,0.220021,50.457,0.220021,50.457,0.113281,25.9783,0.113281,25.9783,0.113281,25.9783,0.113281,25.9783,0.106835,0.440042,0.453124
554,0.118874,27.2991,0.225907,51.8789,0.225907,51.8789,0.107328,24.6475,0.107328,24.6475,0.107328,24.6475,0.107328,24.6475,0.118874,0.451814,0.429312
555,0.13179,30.3072,0.231239,53.177,0.231239,53.177,0.101433,23.3261,0.101433,23.3261,0.101433,23.3261,0.101433,23.3261,0.13179,0.462478,0.405732
556,0.145593,33.5278,0.235974,54.341,0.235974,54.341,0.0956149,22.0186,0.0956149,22.0186,0.0956149,22.0186,0.0956149,22.0186,0.145593,0.471948,0.3824596
557,0.16029,36.9633,0.240072,55.3612,0.240072,55.3612,0.0898912,20.7291,0.0898912,20.7291,0.0898912,20.7291,0.0898912,20.7291,0.16029,0.480144,0.3595648
558,0.175883,40.6149,0.243501,56.2291,0.243501,56.2291,0.0842786,19.4616,0.0842786,19.4616,0.0842786,19.4616,0.0842786,19.4616,0.175883,0.487002,0.3371144
559,0.192368,44.4825,0.24623,56.9372,0.24623,56.9372,0.078793,18.2198,0.078793,18.2198,0.078793,18.2198,0.078793,18.2198,0.192368,0.49246,0.315172
560,0.209737,48.5652,0.248234,57.4791,0.248234,57.4791,0.073449,17.0073,0.073449,17.0073,0.073449,17.0073,0.073449,17.0073,0.209737,0.496468,0.293796
561,0.227975,52.8603,0.249492,57.8494,0.249492,57.8494,0.06826,15.8273,0.06826,15.8273,0.06826,15.8273,0.06826,15.8273,0.227975,0.498984,0.27304
562,0.247064,57.3643,0.249991,58.0439,0.249991,58.0439,0.0632383,14.6829,0.0632383,14.6829,0.0632383,14.6829,0.0632383,14.6829,0.247064,0.499982,0.2529532
563,0.266979,62.0722,0.249721,58.0598,0.249721,58.0598,0.0583947,13.5767,0.0583947,13.5767,0.0583947,13.5767,0.0583947,13.5767,0.266979,0.499442,0.2335788
564,0.287689,66.9778,0.248677,57.8954,0.248677,57.8954,0.053739,12.5111,0.053739,12.5111,0.053739,12.5111,0.053739,12.5111,0.287689,0.497354,0.214956
565,0.309159,72.0734,0.246862,57.5501,0.246862,57.5501,0.0492793,11.4883,0.0492793,11.4883,0.0492793,11.4883,0.0492793,11.4883,0.309159,0.493724,0.1971172
566,0.331349,77.3501,0.24428,57.0249,0.24428,57.0249,0.0450227,10.5101,0.0450227,10.5101,0.0450227,10.5101,0.0450227,10.5101,0.331349,0.48856,0.1800908
567,0.354211,82.7979,0.240945,56.3217,0.240945,56.3217,0.0409746,9.57795,0.0409746,9.57795,0.0409746,9.57795,0.0409746,9.57795,0.354211,0.48189,0.1638984
568,0.377694,88.4053,0.236874,55.4441,0.236874,55.4441,0.0371394,8.69304,0.0371394,8.69304,0.0371394,8.69304,0.0371394,8.69304,0.377694,0.473748,0.1485576
569,0.401743,94.1596,0.232089,54.3964,0.232089,54.3964,0.0335197,7.85626,0.0335197,7.85626,0.0335197,7.85626,0.0335197,7.85626,0.401743,0.464178,0.1340788
570,0.426296,100.047,0.226617,53.1846,0.226617,53.1846,0.0301173,7.06818,0.0301173,7.06818,0.0301173,7.06818,0.0301173,7.06818,0.426296,0.453234,0.1204692
571,0.451287,106.052,0.220492,51.8155,0.220492,51.8155,0.0269322,6.32907,0.0269322,6.32907,0.0269322,6.32907,0.0269322,6.32907,0.451287,0.440984,0.1077288
572,0.476647,112.16,0.213749,50.2974,0.213749,50.2974,0.0239637,5.63889,0.0239637,5.63889,0.0239637,5.63889,0.0239637,5.63889,0.476647,0.427498,0.0958548
573,0.502301,118.352,0.206431,48.6393,0.206431,48.6393,0.0212093,4.99733,0.0212093,4.99733,0.0212093,4.99733,0.0212093,4.99733,0.502301,0.412862,0.0848372
574,0.528172,124.611,0.198582,46.8514,0.198582,46.8514,0.0186658,4.40381,0.0186658,4.40381,0.0186658,4.40381,0.0186658,4.40381,0.528172,0.397164,0.0746632
575,0.554179,130.918,0.190253,44.945,0.190253,44.945,0.0163287,3.85747,0.0163287,3.85747,0.0163287,3.85747,0.0163287,3.85747,0.554179,0.380506,0.0653148
576,0.580239,137.254,0.181495,42.932,0.181495,42.932,0.0141926,3.35721,0.0141926,3.35721,0.0141926,3.35721,0.0141926,3.35721,0.580239,0.36299,0.0567704
577,0.606266,143.597,0.172365,40.8253,0.172365,40.8253,0.0122511,2.90171,0.0122511,2.90171,0.0122511,2.90171,0.0122511,2.90171,0.606266,0.34473,0.0490044
578,0.632172,149.927,0.162921,38.6385,0.162921,38.6385,0.0104968,2.48944,0.0104968,2.48944,0.0104968,2.48944,0.0104968,2.48944,0.632172,0.325842,0.0419872
579,0.657866,156.222,0.153223,36.3857,0.153223,36.3857,0.00892179,2.11864,0.00892179,2.11864,0.00892179,2.11864,0.00892179,2.11864,0.657866,0.306446,0.03568716
580,0.683259,162.462,0.143336,34.0816,0.143336,34.0816,0.00751734,1.78743,0.00751734,1.78743,0.00751734,1.78743,0.00751734,1.78743,0.683259,0.286672,0.03006936
581,0.708259,168.623,0.133322,31.7415,0.133322,31.7415,0.00627415,1.49375,0.00627415,1.49375,0.00627415,1.49375,0.00627415,1.49375,0.708259,0.266644,0.0250966
582,0.732774,174.683,0.123248,29.3807,0.123248,29.3807,0.00518242,1.23542,0.00518242,1.23542,0.00518242,1.23542,0.00518242,1.23542,0.732774,0.246496,0.02072968
583,0.756713,180.62,0.11318,27.0149,0.11318,27.0149,0.004232,1.01014,0.004232,1.01014,0.004232,1.01014,0.004232,1.01014,0.756713,0.22636,0.016928
584,0.779986,186.413,0.103182,24.66,0.103182,24.66,0.00341241,0.815549,0.00341241,0.815549,0.00341241,0.815549,0.00341241,0.815549,0.779986,0.206364,0.01364964
585,0.802505,192.038,0.0933216,22.3317,0.0933216,22.3317,0.00271305,0.649228,0.00271305,0.649228,0.00271305,0.649228,0.00271305,0.649228,0.802505,0.1866432,0.0108522
586,0.824181,197.475,0.0836631,20.0458,0.0836631,20.0458,0.00212317,0.508716,0.00212317,0.508716,0.00212317,0.508716,0.00212317,0.508716,0.824181,0.1673262,0.00849268
587,0.844931,202.703,0.0742704,17.8178,0.0742704,17.8178,0.00163211,0.391551,0.00163211,0.391551,0.00163211,0.391551,0.00163211,0.391551,0.844931,0.1485408,0.00652844
