t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6
76,0.66507,8.09993e-30,2.92701e-27,2.22828e-27,8.30268e-27,6.57567e-27,8.14254e-27,6.57337e-27
77,0.667086,1.26663e-30,3.07107e-27,2.35162e-27,7.52934e-27,5.63124e-27,7.60288e-27,6.45919e-27
78,0.669462,1.6867e-29,3.16718e-27,2.18186e-27,7.35314e-27,5.98405e-27,7.15898e-27,6.51982e-27
79,0.672201,3.54869e-29,2.92053e-27,2.81212e-27,7.2723e-27,5.91779e-27,6.77957e-27,6.55294e-27
80,0.675304,3.07199e-29,2.77346e-27,2.72794e-27,7.81954e-27,6.3093e-27,7.60494e-27,7.56654e-27
81,0.678771,7.4603e-29,2.56712e-27,2.55925e-27,7.05862e-27,6.38502e-27,7.17493e-27,7.68982e-27
82,0.682602,1.14781e-28,3.08546e-27,2.88181e-27,7.40873e-27,6.57057e-27,7.05291e-27,7.5646e-27
83,0.686797,1.45227e-28,2.55771e-27,2.85543e-27,7.23329e-27,7.1291e-27,6.86023e-27,7.82425e-27
84,0.691356,2.40551e-28,3.31647e-27,3.44215e-27,6.72346e-27,6.1627e-27,6.86802e-27,7.62011e-27
85,0.696278,2.20871e-28,2.72998e-27,3.43055e-27,7.62083e-27,6.51499e-27,8.01877e-27,8.27287e-27
86,0.701561,3.26221e-28,2.84555e-27,3.68166e-27,6.86532e-27,6.79868e-27,6.50356e-27,6.83591e-27
87,0.707204,2.9342e-28,3.30299e-27,4.36806e-27,5.86508e-27,6.07351e-27,6.60154e-27,7.48786e-27
88,0.713204,4.96605e-28,3.19727e-27,4.61862e-27,6.62777e-27,6.15715e-27,6.13463e-27,7.37827e-27
89,0.719559,5.05943e-28,3.94503e-27,6.171e-27,6.46369e-27,6.19025e-27,6.91562e-27,6.73508e-27
90,0.726265,7.02068e-28,3.93599e-27,5.30458e-27,5.89085e-27,5.9763e-27,6.50684e-27,6.30339e-27
91,0.73332,7.67336e-28,4.17068e-27,5.95458e-27,5.91069e-27,5.80383e-27,6.00824e-27,5.85508e-27
92,0.740719,8.88446e-28,4.77083e-27,7.24043e-27,5.76352e-27,5.45578e-27,6.01619e-27,6.06443e-27
93,0.748458,1.15672e-27,5.16491e-27,7.43652e-27,5.59347e-27,5.23392e-27,5.13407e-27,4.97916e-27
94,0.756531,1.11329e-27,5.32698e-27,7.62127e-27,5.33887e-27,4.7859e-27,5.72558e-27,5.08681e-27
95,0.764934,1.59722e-27,5.27667e-27,7.37537e-27,4.85175e-27,5.14844e-27,5.28318e-27,5.0172e-27
96,0.77366,2.00048e-27,5.40343e-27,7.18677e-27,5.20292e-27,5.12741e-27,5.01366e-27,5.68636e-27
97,0.782703,2.17208e-27,5.75492e-27,7.30619e-27,5.24494e-27,5.66694e-27,5.48906e-27,4.43094e-27
98,0.792056,2.4286e-27,5.08432e-27,7.12817e-27,5.69332e-27,5.66446e-27,5.86857e-27,5.42887e-27
99,0.801712,3.32194e-27,6.27696e-27,6.6811e-27,5.68366e-27,4.66905e-27,5.11072e-27,5.74878e-27
100,0.811661,3.58828e-27,6.05388e-27,6.70375e-27,4.84773e-27,5.26267e-27,5.53532e-27,5.15556e-27
101,0.821897,4.16553e-27,6.75439e-27,6.44882e-27,5.61947e-27,5.39779e-27,6.07602e-27,5.30321e-27
102,0.832409,4.51037e-27,6.35744e-27,6.91462e-27,5.31631e-27,4.91476e-27,4.65672e-27,5.40736e-27
103,0.843188,5.42857e-27,7.16913e-27,6.98158e-27,5.00842e-27,4.5743e-27,4.95857e-27,4.28559e-27
104,0.854223,5.89709e-27,7.29415e-27,6.79945e-27,5.04671e-27,4.8246e-27,5.10601e-27,4.83935e-27
105,0.865505,6.38052e-27,7.94706e-27,7.62785e-27,6.07897e-27,4.81244e-27,4.62386e-27,4.35448e-27
106,0.877021,6.57283e-27,8.43931e-27,8.98835e-27,4.9614e-27,4.67285e-27,4.93605e-27,4.20664e-27
107,0.88876,7.08407e-27,8.21665e-27,8.65125e-27,4.58477e-27,4.18641e-27,4.56116e-27,3.78631e-27
108,0.900709,8.30031e-27,9.17157e-27,9.52394e-27,5.67613e-27,4.42049e-27,4.87565e-27,4.72798e-27
109,0.912856,8.95647e-27,9.21089e-27,1.00057e-26,5.2393e-27,4.83751e-27,4.65716e-27,3.91458e-27
110,0.925187,8.95142e-27,8.59789e-27,9.42969e-27,4.37765e-27,4.24108e-27,4.64808e-27,2.93612e-27
111,0.937689,8.83075e-27,8.50574e-27,1.03263e-26,4.64515e-27,3.39044e-27,4.10825e-27,2.86744e-27
112,0.950346,1.01624e-26,9.75315e-27,1.07539e-26,3.59264e-27,2.5533e-27,3.52333e-27,2.15896e-27
113,0.963144,1.10761e-26,8.55173e-27,8.7205e-27,3.95971e-27,2.80308e-27,3.78282e-27,2.27277e-27
114,0.976068,1.18896e-26,8.00851e-27,9.15693e-27,3.33648e-27,2.15379e-27,3.10089e-27,1.56997e-27
115,0.989103,1.09977e-26,8.50254e-27,9.30144e-27,2.9101e-27,1.80098e-27,2.7111e-27,1.35355e-27
116,1.00223,1.31243e-26,7.81354e-27,9.81402e-27,2.87603e-27,1.88024e-27,2.01995e-27,1.42341e-27
117,1.01544,1.33736e-26,7.53442e-27,9.50289e-27,2.07182e-27,1.52103e-27,1.77779e-27,1.12075e-27
118,1.0287,1.58786e-26,7.16732e-27,8.8972e-27,1.87395e-27,1.59558e-27,1.59199e-27,1.06314e-27
119,1.04201,1.71274e-26,7.0563e-27,9.13312e-27,1.73937e-27,1.30329e-27,1.28405e-27,1.3334e-27
120,1.05535,1.59096e-26,6.56118e-27,8.22992e-27,2.09129e-27,1.0845e-27,1.07997e-27,1.25206e-27
121,1.06869,1.84372e-26,6.10161e-27,8.02325e-27,1.52299e-27,1.14109e-27,8.88523e-28,1.08925e-27
122,1.08203,1.88654e-26,5.44529e-27,6.69666e-27,1.44355e-27,1.24649e-27,9.19491e-28,9.454e-28
123,1.09533,1.97424e-26,4.54718e-27,7.03404e-27,1.04987e-27,7.96053e-28,7.42469e-28,9.61733e-28
124,1.10859,2.02455e-26,4.67385e-27,5.82452e-27,1.05703e-27,8.41491e-28,6.84464e-28,9.53169e-28
125,1.12179,2.16783e-26,3.51632e-27,5.14802e-27,9.5131e-28,5.73715e-28,6.43325e-28,8.97093e-28
126,1.1349,2.25124e-26,3.00047e-27,4.73526e-27,6.68036e-28,5.83964e-28,2.79589e-28,5.85944e-28
127,1.14791,2.30923e-26,3.12005e-27,4.75391e-27,6.19871e-28,5.48872e-28,5.42159e-28,5.45015e-28
128,1.16081,2.48685e-26,2.73747e-27,4.56199e-27,4.63233e-28,2.81762e-28,2.14892e-28,4.85054e-28
129,1.17356,2.5039e-26,2.16032e-27,3.28685e-27,4.08066e-28,2.58803e-28,2.39392e-28,4.31628e-28
130,1.18616,2.41667e-26,2.64319e-27,3.07789e-27,3.36415e-28,1.08905e-28,3.33076e-28,4.71684e-28
131,1.19858,2.29225e-26,2.9141e-27,3.70248e-27,3.46928e-28,1.59965e-28,1.7981e-28,4.38389e-28
132,1.21081,2.24858e-26,2.88475e-27,3.03526e-27,1.32091e-28,1.13432e-28,1.63284e-28,6.00164e-28
133,1.22283,2.13065e-26,2.44351e-27,2.55826e-27,1.55256e-28,9.07322e-29,1.29217e-28,4.11928e-28
134,1.23462,1.94926e-26,1.61815e-27,2.01912e-27,2.1742e-28,2.55838e-28,1.44125e-28,6.20156e-28
135,1.24617,2.05646e-26,1.9421e-27,1.30503e-27,7.42048e-29,5.77709e-29,1.35764e-28,6.09514e-28
136,1.25745,1.89666e-26,2.0078e-27,1.56327e-27,3.86688e-29,2.36569e-28,2.08707e-28,7.25115e-28
137,1.26846,2.13701e-26,1.42838e-27,1.09752e-27,5.43654e-29,2.97573e-28,1.07689e-28,5.75284e-28
138,1.27918,2.11993e-26,1.61817e-27,4.96328e-28,1.328e-28,2.02186e-28,1.174e-28,6.02394e-28
139,1.28958,2.40757e-26,1.03094e-27,7.03889e-28,3.97479e-29,2.14625e-28,1.37883e-28,5.15379e-28
140,1.29967,2.68854e-26,2.16016e-27,2.96808e-28,7.30331e-29,3.6733e-28,1.70452e-28,5.90791e-28
141,1.30941,2.45019e-26,9.30766e-28,4.3584e-28,1.1804e-28,4.59905e-28,2.09357e-28,5.49615e-28
142,1.31881,3.15664e-26,1.16111e-27,9.56537e-29,1.32188e-28,3.81548e-28,1.78608e-28,4.87469e-28
143,1.32784,3.00053e-26,1.08228e-27,2.89136e-28,1.92289e-28,2.63056e-28,1.20952e-28,4.31247e-28
144,1.33649,2.75911e-26,1.27377e-27,2.03822e-28,4.67803e-29,3.30723e-28,1.53153e-28,3.07415e-28
145,1.34476,3.06098e-26,7.48903e-28,1.59044e-28,1.29838e-28,4.76278e-28,1.04587e-28,5.56084e-28
146,1.35264,3.14611e-26,5.92783e-28,1.11395e-28,5.50779e-29,3.17221e-28,1.34535e-28,4.33444e-28
147,1.3601,3.05662e-26,4.67662e-28,4.24063e-29,1.57353e-28,2.12113e-28,4.41246e-29,2.59996e-28
148,1.36716,2.99955e-26,2.62049e-28,9.37933e-30,8.63609e-29,1.99193e-28,2.38295e-29,3.07228e-28
149,1.37378,2.93273e-26,2.40119e-28,2.24853e-29,9.6754e-29,1.38527e-28,2.2649e-29,4.15758e-28
150,1.37998,3.13708e-26,6.08462e-29,3.98108e-29,5.83135e-29,1.85524e-28,3.33532e-29,3.05643e-28
151,1.38575,2.9953e-26,4.90648e-29,2.64173e-30,6.46279e-29,1.74668e-28,1.41665e-29,4.31814e-28
152,1.39107,3.15823e-26,2.73173e-29,7.54653e-29,8.56859e-29,9.00597e-29,2.13611e-29,3.38547e-28
153,1.39595,3.02247e-26,3.78563e-30,2.76017e-28,6.19062e-29,1.41708e-28,2.20672e-29,4.89787e-28
154,1.40039,3.36857e-26,6.89886e-29,4.96753e-28,5.16585e-29,1.11812e-28,3.74439e-29,5.83898e-28
155,1.40437,3.64097e-26,9.34667e-29,6.29116e-28,6.364e-29,1.93945e-28,1.28702e-29,6.70566e-28
156,1.4079,3.19704e-26,1.0826e-28,8.07844e-28,7.33156e-29,1.16694e-28,1.3736e-28,5.68688e-28
157,1.41099,3.1715e-26,2.76064e-28,1.17276e-27,6.41255e-29,1.79365e-28,1.20779e-28,7.38314e-28
158,1.41362,3.09474e-26,5.86328e-28,1.41332e-27,5.93914e-29,1.01749e-28,9.7086e-29,7.92312e-28
159,1.41581,3.31213e-26,8.30913e-28,1.56074e-27,1.23695e-28,8.48421e-29,1.74994e-28,8.02328e-28
160,1.41756,3.27798e-26,1.15801e-27,1.971e-27,1.44212e-28,1.38453e-28,2.78279e-28,8.60792e-28
161,1.41887,3.42676e-26,1.66955e-27,3.28776e-27,9.11027e-29,2.65359e-28,4.32478e-28,1.05447e-27
162,1.41974,2.90925e-26,1.84872e-27,3.16956e-27,1.78351e-28,1.15655e-28,4.61754e-28,1.07556e-27
163,1.42019,3.20922e-26,1.93686e-27,3.71445e-27,1.59433e-28,1.23065e-28,3.75499e-28,7.84471e-28
164,1.42021,2.68348e-26,2.51671e-27,4.07735e-27,2.37367e-28,2.53223e-28,1.53476e-28,7.80774e-28
165,1.41983,2.7437e-26,2.62627e-27,4.21634e-27,2.68997e-28,3.0108e-28,6.70721e-28,9.58085e-28
166,1.41904,2.73496e-26,3.80111e-27,6.2688e-27,3.14325e-28,3.33534e-28,5.06757e-28,8.75196e-28
167,1.41786,2.57815e-26,4.28585e-27,6.55512e-27,3.39613e-28,2.48141e-28,1.02088e-27,9.90759e-28
168,1.4163,2.61169e-26,4.18149e-27,6.32817e-27,3.0946e-28,2.98585e-28,8.11889e-28,9.44438e-28
169,1.41437,2.58674e-26,4.56855e-27,7.83504e-27,4.25287e-28,3.43372e-28,1.15975e-27,1.15315e-27
170,1.41208,2.37717e-26,5.31823e-27,7.50635e-27,3.42059e-28,2.42518e-28,9.59335e-28,9.0409e-28
171,1.40945,2.53496e-26,4.56039e-27,7.86925e-27,5.59998e-28,4.02761e-28,1.44366e-27,1.0693e-27
172,1.40649,2.11557e-26,4.92886e-27,7.75168e-27,5.71102e-28,3.24443e-28,1.25532e-27,1.07981e-27
173,1.40322,1.87974e-26,5.2004e-27,8.39609e-27,6.09798e-28,4.14083e-28,1.52627e-27,1.11438e-27
174,1.39965,1.82649e-26,4.549e-27,7.75456e-27,4.74631e-28,3.65846e-28,1.29142e-27,9.72102e-28
175,1.39579,1.77112e-26,3.6418e-27,6.89757e-27,4.26502e-28,3.79581e-28,1.32186e-27,6.98499e-28
176,1.39168,1.43742e-26,2.51104e-27,6.7188e-27,4.76563e-28,3.00579e-28,1.43615e-27,7.7839e-28
177,1.38732,1.06847e-26,3.01386e-27,6.14265e-27,3.38622e-28,6.93488e-29,1.58717e-27,6.13556e-28
178,1.38273,9.02716e-27,2.04228e-27,5.90552e-27,4.26829e-28,1.64573e-28,1.29965e-27,4.36089e-28
179,1.37793,1.01363e-26,1.26507e-27,4.98277e-27,2.44768e-28,1.14343e-28,1.57563e-27,4.49951e-28
180,1.37294,8.23376e-27,1.83868e-27,5.70991e-27,1.22281e-28,2.24565e-28,1.82242e-27,5.41349e-28
181,1.36778,6.83969e-27,2.55069e-27,6.4182e-27,1.67871e-28,8.36316e-29,1.79678e-27,4.18251e-28
182,1.36247,6.67951e-27,1.9112e-27,5.29998e-27,1.73077e-28,2.41408e-29,2.41165e-27,5.52365e-28
183,1.35703,6.647e-27,2.4759e-27,7.48822e-27,6.05555e-28,5.41398e-28,3.22493e-27,6.38803e-28
184,1.35149,5.42274e-27,2.70547e-27,6.93383e-27,6.00352e-28,8.38477e-28,3.30782e-27,1.17805e-27
185,1.34586,3.60545e-27,2.74777e-27,7.51753e-27,5.2692e-28,1.1183e-27,4.60794e-27,1.57343e-27
186,1.34016,1.88412e-27,1.86329e-27,7.53569e-27,1.04758e-27,1.40216e-27,5.68121e-27,2.26823e-27
187,1.33442,1.69056e-27,4.41425e-27,8.29708e-27,1.22784e-27,1.46112e-27,6.38735e-27,2.02727e-27
188,1.32866,-8.04619e-28,2.7347e-27,7.93844e-27,2.01213e-27,3.33163e-27,7.70025e-27,3.53157e-27
189,1.3229,1.44846e-27,7.49839e-28,5.0228e-27,2.03089e-27,3.47136e-27,8.16638e-27,3.80198e-27
190,1.31716,4.30383e-27,2.49401e-27,9.70931e-27,1.86146e-27,2.55031e-27,7.79664e-27,3.49352e-27
191,1.31147,2.22184e-27,6.94688e-27,1.19292e-26,2.74746e-27,3.14338e-27,7.9254e-27,2.93123e-27
192,1.30584,1.29181e-27,5.71035e-27,1.06199e-26,3.86873e-27,4.19034e-27,9.51232e-27,3.98119e-27
193,1.3003,1.65796e-27,5.15654e-27,1.09301e-26,5.55809e-27,6.39859e-27,1.08887e-26,5.81991e-27
194,1.29488,3.33709e-27,4.41726e-27,1.0656e-26,4.76357e-27,5.62849e-27,1.02538e-26,5.32644e-27
195,1.28958,4.69658e-27,5.33511e-27,1.08608e-26,4.36887e-27,4.78889e-27,8.04009e-27,3.98165e-27
196,1.28445,4.75562e-27,8.25089e-27,1.36632e-26,4.30923e-27,4.1641e-27,9.20135e-27,4.09911e-27
197,1.27949,3.31734e-27,1.00553e-26,1.63806e-26,7.11804e-27,5.27172e-27,1.04388e-26,5.02657e-27
198,1.27473,1.80134e-27,8.74962e-27,1.37391e-26,8.47067e-27,7.44097e-27,1.1806e-26,6.83538e-27
199,1.27019,2.62888e-27,6.15455e-27,1.1588e-26,8.20531e-27,7.51526e-27,1.25532e-26,7.15415e-27
200,1.2659,3.86915e-27,5.00977e-27,9.61125e-27,4.9619e-27,4.95475e-27,9.59347e-27,4.85808e-27
201,1.26187,2.74923e-27,1.00377e-26,1.54748e-26,6.79321e-27,5.50424e-27,9.26312e-27,4.25103e-27
202,1.25812,2.19897e-27,7.24811e-27,1.35147e-26,8.05181e-27,6.56543e-27,1.07632e-26,6.33737e-27
203,1.25468,1.59891e-27,6.82442e-27,1.02399e-26,8.81149e-27,7.35402e-27,1.26271e-26,7.24084e-27
204,1.25157,2.79985e-27,3.87414e-27,9.13815e-27,6.49419e-27,6.12156e-27,1.19589e-26,7.58066e-27
205,1.24881,2.70814e-27,5.835e-27,9.80922e-27,6.41517e-27,5.55343e-27,1.1719e-26,6.32035e-27
206,1.24641,1.46075e-27,7.35887e-27,1.20144e-26,7.30904e-27,5.46358e-27,1.04857e-26,5.62659e-27
207,1.2444,1.96464e-27,6.22526e-27,1.15119e-26,8.23804e-27,6.71466e-27,1.27164e-26,8.03702e-27
208,1.2428,1.98524e-27,4.90017e-27,8.45785e-27,7.35683e-27,7.09285e-27,1.3436e-26,7.46967e-27
209,1.24162,2.00328e-27,4.32637e-27,7.24132e-27,6.76054e-27,6.16771e-27,1.35081e-26,7.97753e-27
210,1.24089,2.10259e-27,4.21544e-27,8.5485e-27,5.02637e-27,5.09962e-27,1.08369e-26,6.38939e-27
211,1.24062,2.10241e-27,4.83282e-27,9.44767e-27,5.10155e-27,4.05276e-27,1.07943e-26,5.73913e-27
212,1.24083,1.64265e-27,3.91564e-27,8.65505e-27,8.45749e-27,6.17404e-27,1.40496e-26,8.3416e-27
213,1.24154,2.02607e-27,3.49069e-27,6.57394e-27,7.17118e-27,6.53908e-27,1.41165e-26,8.79904e-27
214,1.24277,1.85118e-27,3.03379e-27,7.15331e-27,6.42911e-27,4.79033e-27,1.27386e-26,5.73428e-27
215,1.24453,1.75642e-27,3.14532e-27,6.56921e-27,5.75571e-27,4.21003e-27,1.01947e-26,5.00251e-27
216,1.24684,1.56959e-27,3.48684e-27,6.35953e-27,5.81511e-27,3.15199e-27,1.0626e-26,5.60038e-27
217,1.24972,1.06187e-27,3.24321e-27,6.48358e-27,9.15067e-27,5.92618e-27,1.39033e-26,6.50236e-27
218,1.25318,1.77501e-27,2.86543e-27,4.89164e-27,7.41164e-27,4.31441e-27,1.24956e-26,6.39191e-27
219,1.25724,1.53154e-27,1.36201e-27,4.72341e-27,6.31117e-27,3.82725e-27,1.15194e-26,5.10177e-27
220,1.26191,7.51333e-28,2.48093e-27,4.47125e-27,6.66943e-27,2.81535e-27,1.04377e-26,3.05504e-27
