t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_L0,Norm_L1
4352,0.26912,8.01894,0.36544,10.889,0.36544,10.889,0.26912,0.73088
4353,0.245223,7.42008,0.377389,11.4192,0.377389,11.4192,0.245223,0.754778
4354,0.22224,6.82724,0.38888,11.9464,0.38888,11.9464,0.22224,0.77776
4355,0.20025,6.24413,0.399875,12.4688,0.399875,12.4688,0.20025,0.79975
4356,0.179328,5.6745,0.410336,12.9843,0.410336,12.9843,0.179328,0.820672
4357,0.159544,5.12209,0.420228,13.4912,0.420228,13.4912,0.159544,0.840456
4358,0.140966,4.59067,0.429517,13.9876,0.429517,13.9876,0.140966,0.859034
4359,0.123656,4.084,0.438172,14.4716,0.438172,14.4716,0.123656,0.876344
4360,0.107673,3.6058,0.446163,14.9413,0.446163,14.9413,0.107673,0.892326
4361,0.0930721,3.15974,0.453464,15.3948,0.453464,15.3948,0.0930721,0.906928
4362,0.0799016,2.74945,0.460049,15.8305,0.460049,15.8305,0.0799016,0.920098
4363,0.0682066,2.37846,0.465897,16.2465,0.465897,16.2465,0.0682066,0.931794
4364,0.0580268,2.05022,0.470987,16.641,0.470987,16.641,0.0580268,0.941974
4365,0.0493966,1.76806,0.475302,17.0125,0.475302,17.0125,0.0493966,0.950604
4366,0.0423453,1.53518,0.478827,17.3593,0.478827,17.3593,0.0423453,0.957654
4367,0.0368968,1.35465,0.481552,17.6799,0.481552,17.6799,0.0368968,0.963104
4368,0.0330695,1.22936,0.483465,17.9729,0.483465,17.9729,0.0330695,0.96693
4369,0.0308766,1.16206,0.484562,18.2368,0.484562,18.2368,0.0308766,0.969124
4370,0.0303253,1.15527,0.484837,18.4704,0.484837,18.4704,0.0303253,0.969674
4371,0.0314175,1.21135,0.484291,18.6725,0.484291,18.6725,0.0314175,0.968582
4372,0.0341496,1.3324,0.482925,18.8421,0.482925,18.8421,0.0341496,0.96585
4373,0.0385123,1.52034,0.480744,18.9782,0.480744,18.9782,0.0385123,0.961488
4374,0.0444908,1.77683,0.477755,19.08,0.477755,19.08,0.0444908,0.95551
4375,0.0520648,2.10326,0.473968,19.1468,0.473968,19.1468,0.0520648,0.947936
4376,0.0612087,2.50079,0.469396,19.178,0.469396,19.178,0.0612087,0.938792
4377,0.0718914,2.97031,0.464054,19.1732,0.464054,19.1732,0.0718914,0.928108
4378,0.0840768,3.51243,0.457962,19.132,0.457962,19.132,0.0840768,0.915924
4379,0.0977235,4.12745,0.451138,19.0543,0.451138,19.0543,0.0977235,0.902276
4380,0.112785,4.81544,0.443607,18.9401,0.443607,18.9401,0.112785,0.887214
4381,0.129211,5.57611,0.435394,18.7895,0.435394,18.7895,0.129211,0.870788
4382,0.146945,6.40893,0.426527,18.6028,0.426527,18.6028,0.146945,0.853054
4383,0.165928,7.31305,0.417036,18.3803,0.417036,18.3803,0.165928,0.834072
4384,0.186094,8.2873,0.406953,18.1228,0.406953,18.1228,0.186094,0.813906
4385,0.207375,9.33024,0.396312,17.8309,0.396312,17.8309,0.207375,0.792624
4386,0.2297,10.4401,0.38515,17.5055,0.38515,17.5055,0.2297,0.7703
4387,0.252993,11.6149,0.373503,17.1475,0.373503,17.1475,0.252993,0.747006
4388,0.277175,12.8522,0.361413,16.7582,0.361413,16.7582,0.277175,0.722826
4389,0.302163,14.1495,0.348919,16.339,0.348919,16.339,0.302163,0.697838
4390,0.327873,15.5038,0.336064,15.8911,0.336064,15.8911,0.327873,0.672128
4391,0.354218,16.912,0.322891,15.4163,0.322891,15.4163,0.354218,0.645782
4392,0.381109,18.3705,0.309446,14.9162,0.309446,14.9162,0.381109,0.618892
4393,0.408454,19.8758,0.295773,14.3927,0.295773,14.3927,0.408454,0.591546
4394,0.43616,21.4239,0.28192,13.8477,0.28192,13.8477,0.43616,0.56384
4395,0.464135,23.0106,0.267933,13.2834,0.267933,13.2834,0.464135,0.535866
4396,0.492282,24.6316,0.253859,12.7019,0.253859,12.7019,0.492282,0.507718
4397,0.520507,26.2821,0.239746,12.1056,0.239746,12.1056,0.520507,0.479492
4398,0.548714,27.9576,0.225643,11.4967,0.225643,11.4967,0.548714,0.451286
4399,0.576807,29.6529,0.211596,10.8779,0.211596,10.8779,0.576807,0.423192
4400,0.604691,31.3631,0.197654,10.2516,0.197654,10.2516,0.604691,0.395308
4401,0.632272,33.0828,0.183864,9.62045,0.183864,9.62045,0.632272,0.367728
4402,0.659455,34.8067,0.170272,8.98715,0.170272,8.98715,0.659455,0.340544
4403,0.68615,36.5294,0.156925,8.35442,0.156925,8.35442,0.68615,0.31385
4404,0.712264,38.2452,0.143868,7.72503,0.143868,7.72503,0.712264,0.287736
4405,0.73771,39.9487,0.131145,7.10179,0.131145,7.10179,0.73771,0.26229
4406,0.762402,41.6341,0.118799,6.4875,0.118799,6.4875,0.762402,0.237598
4407,0.786256,43.2959,0.106872,5.885,0.106872,5.885,0.786256,0.213744
4408,0.809191,44.9283,0.0954046,5.2971,0.0954046,5.2971,0.809191,0.1908092
4409,0.831129,46.5258,0.0844356,4.72662,0.0844356,4.72662,0.831129,0.1688712
4410,0.851996,48.0827,0.0740022,4.17634,0.0740022,4.17634,0.851996,0.1480044
4411,0.87172,49.5936,0.0641398,3.64902,0.0641398,3.64902,0.87172,0.1282796
4412,0.890237,51.0531,0.0548817,3.14735,0.0548817,3.14735,0.890237,0.1097634
4413,0.907481,52.4558,0.0462595,2.67397,0.0462595,2.67397,0.907481,0.092519
4414,0.923396,53.7967,0.0383022,2.23147,0.0383022,2.23147,0.923396,0.0766044
4415,0.937926,55.0708,0.0310368,1.82234,0.0310368,1.82234,0.937926,0.0620736
4416,0.951024,56.2731,0.0244881,1.44899,0.0244881,1.44899,0.951024,0.0489762
4417,0.962644,57.3992,0.0186782,1.11372,0.0186782,1.11372,0.962644,0.0373564
4418,0.972746,58.4445,0.0136268,0.818723,0.0136268,0.818723,0.972746,0.0272536
4419,0.981298,59.4051,0.00935094,0.56608,0.00935094,0.56608,0.981298,0.01870188
4420,0.98827,60.2769,0.00586525,0.357735,0.00586525,0.357735,0.98827,0.0117305
4421,0.993637,61.0564,0.00318148,0.195493,0.00318148,0.195493,0.993637,0.00636296
4422,0.997383,61.7402,0.00130874,0.0810137,0.00130874,0.0810137,0.997383,0.00261748
4423,0.999493,62.3254,0.000253372,0.0157995,0.000253372,0.0157995,0.999493,0.000506744
4424,0.999962,62.8092,1.89626E-05,0.00119107,1.89626E-05,0.00119107,0.999962,3.79252E-05
4425,0.998787,63.1893,0.000606302,0.0383583,0.000606302,0.0383583,0.998787,0.001212604
4426,0.995973,63.4637,0.0020134,0.128294,0.0020134,0.128294,0.995973,0.0040268
4427,0.991529,63.6309,0.00423548,0.27181,0.00423548,0.27181,0.991529,0.00847096
4428,0.98547,63.6895,0.00726502,0.469528,0.00726502,0.469528,0.98547,0.01453004
4429,0.977817,63.6387,0.0110917,0.721879,0.0110917,0.721879,0.977817,0.0221834
4430,0.968595,63.4781,0.0157027,1.0291,0.0157027,1.0291,0.968595,0.0314054
4431,0.957836,63.2075,0.0210822,1.39121,0.0210822,1.39121,0.957836,0.0421644
4432,0.945576,62.8273,0.0272121,1.80806,0.0272121,1.80806,0.945576,0.0544242
4433,0.931857,62.3382,0.0340715,2.27927,0.0340715,2.27927,0.931857,0.068143
4434,0.916726,61.7414,0.0416372,2.80426,0.0416372,2.80426,0.916726,0.0832744
4435,0.900233,61.0385,0.0498836,3.38226,0.0498836,3.38226,0.900233,0.0997672
4436,0.882435,60.2314,0.0587827,4.01227,0.0587827,4.01227,0.882435,0.1175654
4437,0.863391,59.3225,0.0683044,4.6931,0.0683044,4.6931,0.863391,0.1366088
4438,0.843167,58.3145,0.0784163,5.42337,0.0784163,5.42337,0.843167,0.1568326
4439,0.821832,57.2108,0.0890842,6.20149,0.0890842,6.20149,0.821832,0.1781684
4440,0.799456,56.0148,0.100272,7.02566,0.100272,7.02566,0.799456,0.200544
4441,0.776117,54.7304,0.111942,7.89392,0.111942,7.89392,0.776117,0.223884
4442,0.751893,53.3621,0.124053,8.80411,0.124053,8.80411,0.751893,0.248106
4443,0.726867,51.9144,0.136567,9.75389,0.136567,9.75389,0.726867,0.273134
4444,0.701122,50.3924,0.149439,10.7407,0.149439,10.7407,0.701122,0.298878
4445,0.674748,48.8014,0.162626,11.762,0.162626,11.762,0.674748,0.325252
4446,0.647832,47.1472,0.176084,12.8148,0.176084,12.8148,0.647832,0.352168
4447,0.620467,45.4356,0.189767,13.8962,0.189767,13.8962,0.620467,0.379534
4448,0.592744,43.6729,0.203628,15.0031,0.203628,15.0031,0.592744,0.407256
4449,0.564759,41.8656,0.217621,16.1322,0.217621,16.1322,0.564759,0.435242
4450,0.536605,40.0205,0.231697,17.2802,0.231697,17.2802,0.536605,0.463394
4451,0.508379,38.1444,0.245811,18.4435,0.245811,18.4435,0.508379,0.491622
4452,0.480176,36.2446,0.259912,19.6187,0.259912,19.6187,0.480176,0.519824
4453,0.452091,34.3283,0.273955,20.802,0.273955,20.802,0.452091,0.54791
4454,0.42422,32.4029,0.28789,21.9897,0.28789,21.9897,0.42422,0.57578
4455,0.396657,30.4761,0.301672,23.1781,0.301672,23.1781,0.396657,0.603344
4456,0.369496,28.5554,0.315252,24.3633,0.315252,24.3633,0.369496,0.630504
4457,0.342828,26.6487,0.328586,25.5415,0.328586,25.5415,0.342828,0.657172
4458,0.316745,24.7635,0.341627,26.7088,0.341627,26.7088,0.316745,0.683254
4459,0.291335,22.9078,0.354333,27.8613,0.354333,27.8613,0.291335,0.708666
4460,0.266683,21.0892,0.366659,28.9952,0.366659,28.9952,0.266683,0.733318
4461,0.242873,19.3154,0.378563,30.1066,0.378563,30.1066,0.242873,0.757126
4462,0.219987,17.594,0.390007,31.1917,0.390007,31.1917,0.219987,0.780014
4463,0.198101,15.9325,0.40095,32.2468,0.40095,32.2468,0.198101,0.8019
4464,0.17729,14.3382,0.411355,33.2681,0.411355,33.2681,0.17729,0.82271
4465,0.157624,12.8184,0.421188,34.2521,0.421188,34.2521,0.157624,0.842376
4466,0.13917,11.3801,0.430415,35.1954,0.430415,35.1954,0.13917,0.86083
4467,0.121991,10.03,0.439004,36.0944,0.439004,36.0944,0.121991,0.878008
4468,0.106145,8.77461,0.446928,36.9459,0.446928,36.9459,0.106145,0.893856
4469,0.0916849,7.6203,0.454158,37.7469,0.454158,37.7469,0.0916849,0.908316
4470,0.0786606,6.57299,0.46067,38.4942,0.46067,38.4942,0.0786606,0.92134
4471,0.0671159,5.63832,0.466442,39.1851,0.466442,39.1851,0.0671159,0.932884
4472,0.0570901,4.82158,0.471455,39.817,0.471455,39.817,0.0570901,0.94291
4473,0.0486172,4.12772,0.475691,40.3874,0.475691,40.3874,0.0486172,0.951382
4474,0.0417257,3.56126,0.479137,40.8939,0.479137,40.8939,0.0417257,0.958274
4475,0.0364392,3.12632,0.48178,41.3346,0.48178,41.3346,0.0364392,0.96356
4476,0.0327755,2.82662,0.483612,41.7076,0.483612,41.7076,0.0327755,0.967224
4477,0.030747,2.6654,0.484626,42.0113,0.484626,42.0113,0.030747,0.969252
4478,0.0303607,2.64545,0.48482,42.2443,0.48482,42.2443,0.0303607,0.96964
4479,0.0316178,2.76908,0.484191,42.4053,0.484191,42.4053,0.0316178,0.968382
4480,0.0345141,3.03811,0.482743,42.4936,0.482743,42.4936,0.0345141,0.965486
4481,0.0390397,3.45386,0.48048,42.5084,0.48048,42.5084,0.0390397,0.96096
4482,0.0451793,4.01715,0.47741,42.4493,0.47741,42.4493,0.0451793,0.95482
4483,0.0529121,4.72827,0.473544,42.3162,0.473544,42.3162,0.0529121,0.947088
4484,0.0622119,5.58697,0.468894,42.1093,0.468894,42.1093,0.0622119,0.937788
4485,0.0730472,6.59252,0.463476,41.8288,0.463476,41.8288,0.0730472,0.926952
4486,0.0853811,7.7436,0.457309,41.4755,0.457309,41.4755,0.0853811,0.914618
4487,0.099172,9.03841,0.450414,41.0502,0.450414,41.0502,0.099172,0.900828
4488,0.114373,10.4746,0.442813,40.5541,0.442813,40.5541,0.114373,0.885626
4489,0.130933,12.0493,0.434534,39.9886,0.434534,39.9886,0.130933,0.869068
4490,0.148795,13.7591,0.425603,39.3555,0.425603,39.3555,0.148795,0.851206
4491,0.167899,15.6001,0.41605,38.6567,0.41605,38.6567,0.167899,0.8321
4492,0.18818,17.5679,0.40591,37.8944,0.40591,37.8944,0.18818,0.81182
4493,0.20957,19.6576,0.395215,37.0711,0.395215,37.0711,0.20957,0.79043
4494,0.231996,21.8639,0.384002,36.1894,0.384002,36.1894,0.231996,0.768004
4495,0.255381,24.1808,0.372309,35.2522,0.372309,35.2522,0.255381,0.744618
4496,0.279647,26.6022,0.360176,34.2627,0.360176,34.2627,0.279647,0.720352
4497,0.304712,29.1213,0.347644,33.2243,0.347644,33.2243,0.304712,0.695288
4498,0.33049,31.7309,0.334755,32.1405,0.334755,32.1405,0.33049,0.66951
4499,0.356894,34.4237,0.321553,31.015,0.321553,31.015,0.356894,0.643106
4500,0.383834,37.1917,0.308083,29.8518,0.308083,29.8518,0.383834,0.616166
4501,0.41122,40.0267,0.29439,28.655,0.29439,28.655,0.41122,0.58878
4502,0.438957,42.9203,0.280521,27.4288,0.280521,27.4288,0.438957,0.561042
4503,0.466954,45.8636,0.266523,26.1776,0.266523,26.1776,0.466954,0.533046
4504,0.495113,48.8476,0.252443,24.9059,0.252443,24.9059,0.495113,0.504886
4505,0.523341,51.8631,0.23833,23.6185,0.23833,23.6185,0.523341,0.47666
4506,0.55154,54.9005,0.22423,22.3199,0.22423,22.3199,0.55154,0.44846
4507,0.579617,57.9504,0.210192,21.0151,0.210192,21.0151,0.579617,0.420384
4508,0.607475,61.0028,0.196263,19.7088,0.196263,19.7088,0.607475,0.392526
4509,0.635019,64.0481,0.18249,18.406,0.18249,18.406,0.635019,0.36498
4510,0.662158,67.0763,0.168921,17.1116,0.168921,17.1116,0.662158,0.337842
4511,0.688798,70.0775,0.155601,15.8307,0.155601,15.8307,0.688798,0.311202
4512,0.71485,73.0418,0.142575,14.568,0.142575,14.568,0.71485,0.28515
4513,0.740224,75.9593,0.129888,13.3287,0.129888,13.3287,0.740224,0.259776
4514,0.764836,78.8203,0.117582,12.1175,0.117582,12.1175,0.764836,0.235164
4515,0.788601,81.6151,0.1057,10.9392,0.1057,10.9392,0.788601,0.2114
4516,0.811439,84.3342,0.0942806,9.79874,0.0942806,9.79874,0.811439,0.1885612
4517,0.833273,86.9684,0.0833637,8.70064,0.0833637,8.70064,0.833273,0.1667274
4518,0.854028,89.5084,0.0729861,7.64948,0.0729861,7.64948,0.854028,0.1459722
4519,0.873634,91.9455,0.0631828,6.64966,0.0631828,6.64966,0.873634,0.1263656
4520,0.892026,94.2711,0.0539872,5.70548,0.0539872,5.70548,0.892026,0.1079744
4521,0.909139,96.477,0.0454304,4.82103,0.0454304,4.82103,0.909139,0.0908608
4522,0.924917,98.5554,0.0375413,4.00025,0.0375413,4.00025,0.924917,0.0750826
4523,0.939306,100.499,0.0303469,3.24688,0.0303469,3.24688,0.939306,0.0606938
4524,0.952257,102.3,0.0238713,2.56447,0.0238713,2.56447,0.952257,0.0477426
4525,0.963727,103.952,0.0181367,1.95631,0.0181367,1.95631,0.963727,0.0362734
4526,0.973675,105.45,0.0131624,1.42549,0.0131624,1.42549,0.973675,0.0263248
4527,0.98207,106.787,0.00896523,0.974847,0.00896523,0.974847,0.98207,0.01793046
4528,0.988881,107.958,0.00555953,0.606943,0.00555953,0.606943,0.988881,0.01111906
4529,0.994086,108.959,0.00295679,0.324084,0.00295679,0.324084,0.994086,0.00591358
4530,0.997668,109.785,0.00116584,0.128291,0.00116584,0.128291,0.997668,0.00233168
4531,0.999614,110.434,0.00019275,0.0212944,0.00019275,0.0212944,0.999614,0.0003855
4532,0.999918,110.902,4.08222E-05,0.00452764,4.08222E-05,0.00452764,0.999918,8.16444E-05
4533,0.998579,111.187,0.000710569,0.0791185,0.000710569,0.0791185,0.998579,0.001421138
4534,0.995601,111.287,0.00219972,0.245883,0.00219972,0.245883,0.995601,0.00439944
4535,0.990994,111.202,0.00450323,0.505321,0.00450323,0.505321,0.990994,0.00900646
4536,0.984773,110.931,0.00761328,0.85761,0.00761328,0.85761,0.984773,0.01522656
4537,0.976961,110.475,0.0115193,1.3026,0.0115193,1.3026,0.976961,0.0230386
4538,0.967584,109.833,0.0162082,1.83983,0.0162082,1.83983,0.967584,0.0324164
4539,0.956672,109.009,0.0216639,2.4685,0.0216639,2.4685,0.956672,0.0433278
4540,0.944264,108.003,0.0278679,3.18748,0.0278679,3.18748,0.944264,0.0557358
4541,0.930401,106.82,0.0347993,3.99532,0.0347993,3.99532,0.930401,0.0695986
4542,0.915131,105.462,0.0424346,4.89026,0.0424346,4.89026,0.915131,0.0848692
4543,0.898504,103.934,0.0507478,5.87021,0.0507478,5.87021,0.898504,0.1014956
4544,0.880578,102.24,0.0597108,6.93276,0.0597108,6.93276,0.880578,0.1194216
4545,0.861414,100.387,0.0692931,8.07522,0.0692931,8.07522,0.861414,0.1385862
4546,0.841075,98.3789,0.0794624,9.29457,0.0794624,9.29457,0.841075,0.1589248
4547,0.819632,96.2238,0.0901842,10.5875,0.0901842,10.5875,0.819632,0.1803684
4548,0.797156,93.9284,0.101422,11.9505,0.101422,11.9505,0.797156,0.202844
4549,0.773724,91.5004,0.113138,13.3796,0.113138,13.3796,0.773724,0.226276
4550,0.749416,88.948,0.125292,14.8709,0.125292,14.8709,0.749416,0.250584
4551,0.724314,86.2799,0.137843,16.4198,0.137843,16.4198,0.724314,0.275686
4552,0.698502,83.5053,0.150749,18.0219,0.150749,18.0219,0.698502,0.301498
4553,0.672069,80.6337,0.163965,19.6723,0.163965,19.6723,0.672069,0.32793
4554,0.645105,77.6753,0.177448,21.366,0.177448,21.366,0.645105,0.354896
4555,0.617699,74.6403,0.19115,23.0979,0.19115,23.0979,0.617699,0.3823
4556,0.589946,71.5395,0.205027,24.8625,0.205027,24.8625,0.589946,0.410054
4557,0.561939,68.384,0.21903,26.6544,0.21903,26.6544,0.561939,0.43806
4558,0.533774,65.1849,0.233113,28.4679,0.233113,28.4679,0.533774,0.466226
4559,0.505546,61.9539,0.247227,30.2973,0.247227,30.2973,0.505546,0.494454
4560,0.47735,58.7025,0.261325,32.1367,0.261325,32.1367,0.47735,0.52265
4561,0.449282,55.4428,0.275359,33.9801,0.275359,33.9801,0.449282,0.550718
4562,0.421438,52.1867,0.289281,35.8217,0.289281,35.8217,0.421438,0.578562
4563,0.393911,48.9461,0.303044,37.6553,0.303044,37.6553,0.393911,0.606088
4564,0.366796,45.7332,0.316602,39.4749,0.316602,39.4749,0.366796,0.633204
4565,0.340183,42.56,0.329909,41.2746,0.329909,41.2746,0.340183,0.659818
4566,0.314163,39.4385,0.342918,43.0482,0.342918,43.0482,0.314163,0.685836
4567,0.288825,36.3806,0.355587,44.79,0.355587,44.79,0.288825,0.711174
4568,0.264254,33.398,0.367873,46.4939,0.367873,46.4939,0.264254,0.735746
4569,0.240534,30.5023,0.379733,48.1543,0.379733,48.1543,0.240534,0.759466
4570,0.217744,27.7048,0.391128,49.7654,0.391128,49.7654,0.217744,0.782256
4571,0.195963,25.0166,0.402019,51.3217,0.402019,51.3217,0.195963,0.804038
4572,0.175263,22.4485,0.412368,52.8179,0.412368,52.8179,0.175263,0.824736
4573,0.155716,20.0108,0.422142,54.2487,0.422142,54.2487,0.155716,0.844284
4574,0.137388,17.7137,0.431306,55.6091,0.431306,55.6091,0.137388,0.862612
4575,0.12034,15.5666,0.43983,56.8944,0.43983,56.8944,0.12034,0.87966
4576,0.10463,13.5787,0.447685,58.0998,0.447685,58.0998,0.10463,0.89537
4577,0.0903122,11.7588,0.454844,59.2212,0.454844,59.2212,0.0903122,0.909688
4578,0.0774344,10.1148,0.461283,60.2545,0.461283,60.2545,0.0774344,0.922566
4579,0.0660406,8.65436,0.46698,61.1959,0.46698,61.1959,0.0660406,0.93396
4580,0.0561692,7.38445,0.471915,62.0418,0.471915,62.0418,0.0561692,0.94383
4581,0.0478537,6.31141,0.476073,62.7892,0.476073,62.7892,0.0478537,0.952146
4582,0.0411224,5.44095,0.479439,63.4351,0.479439,63.4351,0.0411224,0.958878
4583,0.035998,4.7781,0.482001,63.9771,0.482001,63.9771,0.035998,0.964002
4584,0.0324979,4.3272,0.483751,64.413,0.483751,64.413,0.0324979,0.967502
4585,0.0306341,4.09191,0.484683,64.7409,0.484683,64.7409,0.0306341,0.969366
4586,0.0304127,4.07512,0.484794,64.9594,0.484794,64.9594,0.0304127,0.969588
4587,0.0318346,4.27901,0.484083,65.0675,0.484083,65.0675,0.0318346,0.968166
4588,0.0348949,4.70501,0.482553,65.0643,0.482553,65.0643,0.0348949,0.965106
4589,0.0395833,5.35376,0.480208,64.9497,0.480208,64.9497,0.0395833,0.960416
4590,0.0458838,6.22516,0.477058,64.7235,0.477058,64.7235,0.0458838,0.954116
4591,0.0537752,7.31832,0.473112,64.3864,0.473112,64.3864,0.0537752,0.946224
4592,0.0632306,8.63158,0.468385,63.939,0.468385,63.939,0.0632306,0.93677
4593,0.074218,10.1625,0.462891,63.3827,0.462891,63.3827,0.074218,0.925782
4594,0.0867002,11.9079,0.45665,62.719,0.45665,62.719,0.0867002,0.9133
4595,0.100635,13.8638,0.449683,61.9498,0.449683,61.9498,0.100635,0.899366
4596,0.115975,16.0255,0.442013,61.0777,0.442013,61.0777,0.115975,0.884026
4597,0.132668,18.3874,0.433666,60.1052,0.433666,60.1052,0.132668,0.867332
4598,0.150657,20.9436,0.424671,59.0356,0.424671,59.0356,0.150657,0.849342
4599,0.169882,23.6869,0.415059,57.8721,0.415059,57.8721,0.169882,0.830118
4600,0.190278,26.6099,0.404861,56.6187,0.404861,56.6187,0.190278,0.809722
4601,0.211775,29.7043,0.394112,55.2795,0.394112,55.2795,0.211775,0.788224
4602,0.234301,32.9611,0.38285,53.8588,0.38285,53.8588,0.234301,0.7657
4603,0.257778,36.371,0.371111,52.3615,0.371111,52.3615,0.257778,0.742222
4604,0.282128,39.9237,0.358936,50.7926,0.358936,50.7926,0.282128,0.717872
4605,0.307268,43.6086,0.346366,49.1575,0.346366,49.1575,0.307268,0.692732
4606,0.333113,47.4146,0.333444,47.4617,0.333444,47.4617,0.333113,0.666888
4607,0.359575,51.33,0.320213,45.711,0.320213,45.711,0.359575,0.640426
4608,0.386564,55.3427,0.306718,43.9115,0.306718,43.9115,0.386564,0.613436
4609,0.413989,59.4402,0.293006,42.0695,0.293006,42.0695,0.413989,0.586012
4610,0.441757,63.6096,0.279121,40.1914,0.279121,40.1914,0.441757,0.558242
4611,0.469774,67.8378,0.265113,38.2837,0.265113,38.2837,0.469774,0.530226
4612,0.497945,72.1112,0.251028,36.3532,0.251028,36.3532,0.497945,0.502056
4613,0.526174,76.4161,0.236913,34.4069,0.236913,34.4069,0.526174,0.473826
4614,0.554365,80.7387,0.222817,32.4515,0.222817,32.4515,0.554365,0.445634
4615,0.582424,85.065,0.208788,30.4942,0.208788,30.4942,0.582424,0.417576
4616,0.610255,89.3807,0.194873,28.5419,0.194873,28.5419,0.610255,0.389746
4617,0.637763,93.6718,0.181119,26.6019,0.181119,26.6019,0.637763,0.362238
4618,0.664856,97.924,0.167572,24.6811,0.167572,24.6811,0.664856,0.335144
4619,0.691441,102.123,0.15428,22.7866,0.15428,22.7866,0.691441,0.30856
4620,0.717428,106.256,0.141286,20.9254,0.141286,20.9254,0.717428,0.282572
4621,0.74273,110.307,0.128635,19.1044,0.128635,19.1044,0.74273,0.25727
4622,0.76726,114.265,0.11637,17.3304,0.11637,17.3304,0.76726,0.23274
4623,0.790936,118.114,0.104532,15.6102,0.104532,15.6102,0.790936,0.209064
4624,0.813677,121.843,0.0931617,13.9503,0.0931617,13.9503,0.813677,0.1863234
4625,0.835405,125.437,0.0822973,12.3571,0.0822973,12.3571,0.835405,0.1645946
4626,0.856049,128.886,0.0719757,10.8366,0.0719757,10.8366,0.856049,0.1439514
4627,0.875536,132.177,0.062232,9.395,0.062232,9.395,0.875536,0.124464
4628,0.893802,135.299,0.0530991,8.03787,0.0530991,8.03787,0.893802,0.1061982
4629,0.910784,138.241,0.044608,6.77069,0.044608,6.77069,0.910784,0.089216
4630,0.926425,140.991,0.0367875,5.59865,0.0367875,5.59865,0.926425,0.073575
4631,0.940672,143.542,0.0296641,4.52661,0.0296641,4.52661,0.940672,0.0593282
4632,0.953476,145.883,0.023262,3.55912,0.023262,3.55912,0.953476,0.046524
4633,0.964794,148.006,0.0176028,2.7004,0.0176028,2.7004,0.964794,0.0352056
4634,0.974588,149.904,0.0127058,1.95431,0.0127058,1.95431,0.974588,0.0254116
4635,0.982825,151.569,0.00858749,1.32434,0.00858749,1.32434,0.982825,0.01717498
4636,0.989476,152.995,0.0052619,0.813608,0.0052619,0.813608,0.989476,0.0105238
4637,0.994519,154.177,0.00274028,0.424817,0.00274028,0.424817,0.994519,0.00548056
4638,0.997938,155.111,0.00103118,0.160277,0.00103118,0.160277,0.997938,0.00206236
4639,0.999719,155.791,0.000140402,0.0218795,0.000140402,0.0218795,0.999719,0.000280804
4640,0.999858,156.216,7.09604E-05,0.0110867,7.09604E-05,0.0110867,0.999858,0.0001419208
4641,0.998354,156.384,0.000823092,0.12893,0.000823092,0.12893,0.998354,0.001646184
4642,0.995212,156.292,0.00239425,0.376003,0.00239425,0.376003,0.995212,0.0047885
4643,0.990442,155.942,0.0047791,0.752453,0.0047791,0.752453,0.990442,0.0095582
4644,0.984061,155.333,0.00796956,1.25799,0.00796956,1.25799,0.984061,0.01593912
4645,0.97609,154.467,0.0119548,1.89186,0.0119548,1.89186,0.97609,0.0239096
4646,0.966557,153.346,0.0167214,2.65288,0.0167214,2.65288,0.966557,0.0334428
4647,0.955494,151.974,0.022253,3.53942,0.022253,3.53942,0.955494,0.044506
4648,0.942938,150.355,0.0285311,4.5494,0.0285311,4.5494,0.942938,0.0570622
4649,0.928932,148.494,0.0355342,5.6803,0.0355342,5.6803,0.928932,0.0710684
4650,0.913523,146.396,0.0432387,6.9292,0.0432387,6.9292,0.913523,0.0864774
4651,0.896763,144.069,0.0516185,8.29272,0.0516185,8.29272,0.896763,0.103237
4652,0.87871,141.519,0.060645,9.7671,0.060645,9.7671,0.87871,0.12129
4653,0.859424,138.756,0.0702878,11.3482,0.0702878,11.3482,0.859424,0.1405756
4654,0.838972,135.789,0.0805141,13.0313,0.0805141,13.0313,0.838972,0.1610282
4655,0.817421,132.626,0.0912893,14.8117,0.0912893,14.8117,0.817421,0.1825786
4656,0.794846,129.28,0.102577,16.6839,0.102577,16.6839,0.794846,0.205154
4657,0.771323,125.761,0.114338,18.6424,0.114338,18.6424,0.771323,0.228676
4658,0.746931,122.08,0.126534,20.6811,0.126534,20.6811,0.746931,0.253068
4659,0.721754,118.252,0.139123,22.7939,0.139123,22.7939,0.721754,0.278246
4660,0.695876,114.288,0.152062,24.9741,0.152062,24.9741,0.695876,0.304124
4661,0.669386,110.203,0.165307,27.2149,0.165307,27.2149,0.669386,0.330614
4662,0.642373,106.01,0.178814,29.5093,0.178814,29.5093,0.642373,0.357628
4663,0.614928,101.724,0.192536,31.85,0.192536,31.85,0.614928,0.385072
4664,0.587145,97.3598,0.206427,34.2296,0.206427,34.2296,0.587145,0.412854
4665,0.559118,92.9332,0.220441,36.6403,0.220441,36.6403,0.559118,0.440882
4666,0.530942,88.4594,0.234529,39.0744,0.234529,39.0744,0.530942,0.469058
4667,0.502713,83.9543,0.248643,41.5241,0.248643,41.5241,0.502713,0.497286
4668,0.474526,79.4338,0.262737,43.9812,0.262737,43.9812,0.474526,0.525474
