t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2
390,0.550615,94.2749,0.201522,34.5041,0.247863,42.4386
391,0.528859,90.7561,0.216321,37.1223,0.25482,43.729
392,0.507207,87.2379,0.231356,39.7926,0.261437,44.9664
393,0.485763,83.7386,0.246552,42.5021,0.267686,46.1452
394,0.464632,80.2766,0.261832,45.2379,0.273536,47.2601
395,0.443917,76.87,0.277121,47.9871,0.278962,48.306
396,0.423719,73.5369,0.292343,50.7364,0.283938,49.2777
397,0.404138,70.2951,0.307424,53.4728,0.288439,50.1706
398,0.385268,67.1622,0.322289,56.1833,0.292443,50.9804
399,0.367204,64.1552,0.336866,58.8548,0.29593,51.7028
400,0.350034,61.2906,0.351084,61.4746,0.298882,52.334
401,0.333843,58.5846,0.364875,64.0302,0.301282,52.8705
402,0.318713,56.0524,0.378171,66.5094,0.303116,53.3093
403,0.304719,53.7087,0.390909,68.9002,0.304372,53.6475
404,0.291931,51.5672,0.403027,71.1913,0.305041,53.8829
405,0.280416,49.6409,0.414468,73.3716,0.305117,54.0136
406,0.270231,47.9417,0.425176,75.4306,0.304593,54.038
407,0.261429,46.4806,0.435101,77.3585,0.303469,53.955
408,0.254059,45.2676,0.444196,79.1458,0.301745,53.7642
409,0.248159,44.3114,0.452417,80.7839,0.299424,53.4653
410,0.243763,43.6197,0.459726,82.2649,0.296511,53.0587
411,0.240896,43.1989,0.466088,83.5816,0.293015,52.5452
412,0.239579,43.0541,0.471474,84.7274,0.288947,51.926
413,0.239823,43.1894,0.475857,85.6967,0.28432,51.203
414,0.241632,43.6074,0.479218,86.4847,0.27915,50.3782
415,0.245004,44.3092,0.481542,87.0873,0.273454,49.4545
416,0.249929,45.295,0.482816,87.5014,0.267255,48.435
417,0.25639,46.5634,0.483035,87.7247,0.260574,47.3233
418,0.264363,48.1116,0.482199,87.7559,0.253438,46.1234
419,0.273815,49.9357,0.480312,87.5946,0.245873,44.8399
420,0.28471,52.0304,0.477381,87.241,0.237909,43.4776
421,0.297,54.3889,0.473422,86.6966,0.229578,42.042
422,0.310636,57.0034,0.468452,85.9635,0.220912,40.5386
423,0.325559,59.8647,0.462494,85.0449,0.211947,38.9735
424,0.341704,62.9625,0.455576,83.9447,0.202719,37.3531
425,0.359003,66.2853,0.44773,82.6677,0.193267,35.6842
426,0.377379,69.8203,0.438992,81.2195,0.183629,33.9738
427,0.396753,73.554,0.429401,79.6066,0.173845,32.2291
