t,T+R,N_0,N_1,N_2,N_3,N_4
34,1.19704,1.20515e-25,1.29126e-26,2.08379e-26,2.37538e-26,3.01326e-26
35,1.18355,1.28455e-25,1.08954e-26,2.11023e-26,2.31641e-26,2.89567e-26
36,1.16896,1.26398e-25,9.78282e-27,1.90047e-26,2.04206e-26,2.66999e-26
37,1.15346,1.29292e-25,9.12742e-27,1.78521e-26,2.12407e-26,2.6961e-26
38,1.13723,1.43417e-25,7.22528e-27,1.63614e-26,1.93877e-26,2.36957e-26
39,1.12044,1.50734e-25,6.22046e-27,1.51875e-26,1.70799e-26,2.42388e-26
40,1.1033,1.54711e-25,4.94356e-27,1.16603e-26,1.40479e-26,2.20263e-26
41,1.08599,1.5433e-25,4.63007e-27,1.0489e-26,1.18674e-26,2.10132e-26
42,1.06871,1.70416e-25,3.21656e-27,8.86801e-27,1.02144e-26,2.15826e-26
43,1.05165,1.87311e-25,2.30494e-27,7.11852e-27,8.20613e-27,2.09226e-26
44,1.03498,1.92182e-25,2.47217e-27,6.12006e-27,7.71904e-27,2.04642e-26
45,1.01889,1.92181e-25,1.87374e-27,4.20008e-27,5.66968e-27,1.79196e-26
46,1.00354,1.92725e-25,1.03283e-27,3.27684e-27,4.79185e-27,1.67047e-26
47,0.989068,1.88753e-25,1.25598e-27,2.37013e-27,4.25418e-27,1.57013e-26
48,0.97562,1.98413e-25,1.56502e-27,1.52007e-27,3.07478e-27,1.44019e-26
49,0.963312,1.79696e-25,2.57047e-27,9.65187e-28,2.02943e-27,1.23008e-26
50,0.952242,1.6926e-25,2.77391e-27,1.03536e-27,1.19237e-27,1.13075e-26
51,0.942492,1.72774e-25,3.28109e-27,7.34509e-28,4.79799e-28,9.82867e-27
52,0.93412,1.83086e-25,5.26568e-27,5.73849e-28,4.04568e-28,7.09464e-27
53,0.927167,1.83506e-25,7.0511e-27,1.16578e-27,8.42791e-29,8.00128e-27
54,0.92165,1.98688e-25,7.67587e-27,1.60331e-27,1.73264e-28,5.70917e-27
55,0.917565,1.92611e-25,8.21978e-27,2.67681e-27,1.42324e-28,3.77029e-27
56,0.91489,1.86529e-25,9.94519e-27,3.63096e-27,3.98312e-28,2.9644e-27
57,0.913579,1.78109e-25,1.24541e-26,4.43997e-27,1.23109e-27,3.05523e-27
58,0.91357,1.80824e-25,1.45798e-26,7.27833e-27,1.33217e-27,3.49995e-27
59,0.914781,1.78434e-25,1.5046e-26,9.6352e-27,1.73137e-27,1.98978e-27
60,0.917115,1.59382e-25,1.94032e-26,1.14082e-26,2.69414e-27,2.35466e-27
61,0.920457,1.70276e-25,1.82946e-26,1.22681e-26,3.69672e-27,1.72235e-27
62,0.924682,1.51263e-25,2.10332e-26,1.55811e-26,4.34642e-27,1.44165e-27
63,0.929653,1.52782e-25,2.28943e-26,1.53775e-26,6.47419e-27,1.49817e-27
64,0.935223,1.70084e-25,2.41127e-26,1.69508e-26,8.13302e-27,1.35903e-27
65,0.94124,1.56555e-25,2.6463e-26,1.85023e-26,8.57749e-27,1.52155e-27
66,0.947546,1.45996e-25,2.76941e-26,2.11228e-26,1.0886e-26,1.14293e-27
67,0.953981,1.32869e-25,3.14428e-26,2.12395e-26,1.34765e-26,2.22196e-27
68,0.960387,1.34168e-25,3.20919e-26,2.6838e-26,1.46256e-26,2.25012e-27
69,0.966607,1.2414e-25,3.42245e-26,2.67893e-26,1.6354e-26,2.68672e-27
70,0.972489,1.18376e-25,3.56191e-26,2.79063e-26,1.77797e-26,2.7859e-27
71,0.977888,1.07411e-25,3.16605e-26,3.04529e-26,1.91158e-26,4.05513e-27
72,0.982668,1.0968e-25,3.3314e-26,3.08826e-26,2.08263e-26,5.65236e-27
73,0.986704,1.09223e-25,3.64823e-26,3.02796e-26,2.13449e-26,7.03119e-27
74,0.989882,1.09911e-25,3.7171e-26,2.91009e-26,2.32754e-26,7.56922e-27
75,0.992105,1.05267e-25,3.78937e-26,3.45683e-26,2.43373e-26,8.28254e-27
76,0.993287,1.06739e-25,4.01494e-26,3.43634e-26,2.35133e-26,9.73147e-27
77,0.99336,1.06661e-25,3.89707e-26,3.55415e-26,2.48695e-26,1.1841e-26
78,0.992275,1.01115e-25,4.31386e-26,3.71974e-26,2.47908e-26,1.19996e-26
79,0.989995,9.60208e-26,3.83483e-26,3.79676e-26,2.75113e-26,1.1637e-26
80,0.986505,1.00063e-25,3.65824e-26,3.79526e-26,2.54945e-26,1.40638e-26
81,0.981806,9.90025e-26,3.77949e-26,3.47235e-26,2.67222e-26,1.34756e-26
82,0.975914,1.00355e-25,3.62686e-26,3.62845e-26,2.69191e-26,1.4954e-26
83,0.968865,9.66086e-26,3.29473e-26,3.46177e-26,2.58274e-26,1.55769e-26
84,0.960707,1.02577e-25,3.22826e-26,3.52758e-26,2.76844e-26,1.31498e-26
85,0.951506,1.06402e-25,2.84664e-26,3.64255e-26,2.49424e-26,1.56379e-26
86,0.941339,1.051e-25,2.98061e-26,3.44458e-26,2.26517e-26,1.20334e-26
87,0.930296,9.83004e-26,2.54651e-26,3.44777e-26,2.16117e-26,1.33205e-26
88,0.918478,1.05317e-25,2.17513e-26,3.17098e-26,2.0114e-26,1.2524e-26
89,0.905993,1.12018e-25,2.02228e-26,2.69342e-26,2.26681e-26,1.29118e-26
90,0.892958,1.09057e-25,1.80072e-26,2.27109e-26,2.19381e-26,1.37749e-26
91,0.879495,1.21729e-25,1.5181e-26,2.31472e-26,2.13315e-26,1.37062e-26
92,0.865727,1.22525e-25,1.47439e-26,1.89392e-26,2.41553e-26,1.54861e-26
93,0.851782,1.26668e-25,1.42935e-26,1.54482e-26,1.94662e-26,1.66991e-26
94,0.837785,1.4372e-25,1.21757e-26,1.82307e-26,1.96321e-26,1.71404e-26
95,0.823859,1.3984e-25,1.18928e-26,1.23502e-26,1.49845e-26,1.70119e-26
96,0.810122,1.48703e-25,1.21188e-26,1.59468e-26,1.51752e-26,1.70764e-26
97,0.796689,1.69699e-25,1.06743e-26,1.3366e-26,1.22087e-26,1.58349e-26
98,0.783665,1.74836e-25,1.24966e-26,1.00824e-26,8.64957e-27,1.42131e-26
99,0.771147,1.54642e-25,1.17728e-26,1.04566e-26,6.90794e-27,1.27777e-26
100,0.759221,1.67438e-25,9.97241e-27,7.10005e-27,6.51926e-27,1.26356e-26
101,0.747964,1.60313e-25,1.10163e-26,7.07718e-27,5.03059e-27,1.04207e-26
102,0.737438,1.64376e-25,1.17961e-26,4.35983e-27,4.55903e-27,1.25094e-26
103,0.727695,1.5834e-25,1.21513e-26,3.73852e-27,3.71678e-27,1.14145e-26
104,0.718772,1.49454e-25,1.15613e-26,3.16306e-27,3.2211e-27,1.12349e-26
105,0.710693,1.46062e-25,1.44847e-26,2.42233e-27,1.96479e-27,1.39208e-26
106,0.703468,1.43823e-25,1.49035e-26,1.8761e-27,2.11116e-27,1.32977e-26
107,0.697095,1.37934e-25,1.72011e-26,1.6357e-27,1.77656e-27,1.19064e-26
108,0.691555,1.34159e-25,1.82975e-26,1.67843e-27,1.02985e-27,1.04547e-26
109,0.686822,1.38626e-25,1.97405e-26,2.62598e-27,6.281e-28,1.06389e-26
110,0.682854,1.21262e-25,2.0563e-26,3.17562e-27,5.39997e-28,9.91886e-27
111,0.679599,1.15767e-25,2.43813e-26,4.11428e-27,1.31138e-28,9.91423e-27
112,0.676995,1.29561e-25,2.75294e-26,6.03971e-27,3.49549e-28,7.66978e-27
113,0.674973,1.19936e-25,3.32064e-26,6.13867e-27,1.39602e-28,1.08875e-26
114,0.673453,1.16703e-25,3.31621e-26,6.80884e-27,9.16136e-28,8.20347e-27
115,0.672353,1.11659e-25,3.61075e-26,9.49047e-27,1.10503e-27,1.13505e-26
116,0.671584,1.17613e-25,4.33476e-26,1.31962e-26,1.4978e-27,1.08937e-26
117,0.671053,1.05607e-25,4.55324e-26,1.36984e-26,1.78457e-27,1.02776e-26
118,0.670667,8.51584e-26,4.78423e-26,1.41367e-26,3.03713e-27,1.10774e-26
119,0.670332,6.86761e-26,4.69997e-26,1.92026e-26,4.35413e-27,1.20341e-26
120,0.669955,7.49174e-26,4.69676e-26,1.85395e-26,5.64386e-27,1.36406e-26
121,0.669448,7.5492e-26,5.05236e-26,2.46997e-26,4.62217e-27,1.2416e-26
122,0.668723,8.34647e-26,4.75494e-26,2.5936e-26,7.79787e-27,1.38679e-26
123,0.667701,8.34627e-26,4.62634e-26,2.66847e-26,8.82578e-27,1.29192e-26
124,0.666308,8.50143e-26,4.26183e-26,2.85832e-26,9.94532e-27,1.24755e-26
125,0.664476,9.14941e-26,4.37987e-26,2.99475e-26,9.54066e-27,1.23656e-26
126,0.662148,1.06162e-25,4.36742e-26,3.18136e-26,1.1936e-26,1.04744e-26
127,0.659274,1.16803e-25,4.42375e-26,3.00873e-26,1.22881e-26,8.63164e-27
128,0.655815,1.09384e-25,4.72015e-26,3.08019e-26,1.41581e-26,7.71545e-27
129,0.651741,1.15808e-25,4.33708e-26,3.11871e-26,1.21647e-26,4.87755e-27
130,0.647034,1.19479e-25,4.7722e-26,3.18716e-26,1.03496e-26,5.00849e-27
131,0.641684,1.20177e-25,4.4347e-26,3.03654e-26,1.27386e-26,1.82134e-27
132,0.635694,1.14712e-25,5.14514e-26,3.63182e-26,1.20122e-26,2.29549e-27
133,0.629074,1.00772e-25,4.72958e-26,3.20111e-26,1.26988e-26,3.01622e-27
134,0.621848,7.60916e-26,5.47058e-26,3.76296e-26,1.20741e-26,4.46731e-27
135,0.614044,7.03703e-26,4.80424e-26,4.921e-26,1.49751e-26,6.83127e-27
136,0.605704,7.20854e-26,4.62825e-26,4.75162e-26,1.42588e-26,7.6339e-27
137,0.596873,3.14641e-26,4.48123e-26,4.54399e-26,1.82905e-26,4.83421e-27
138,0.587605,2.65589e-26,3.57478e-26,4.94194e-26,2.00226e-26,6.38164e-27
139,0.57796,3.49463e-26,2.86945e-26,4.67111e-26,2.03993e-26,6.9542e-27
140,0.568003,5.0744e-26,2.52673e-26,4.0525e-26,1.97236e-26,3.64532e-27
141,0.557801,6.32137e-26,2.50079e-26,3.7863e-26,1.85657e-26,2.93961e-27
142,0.547426,8.04739e-26,2.01526e-26,3.58437e-26,1.67346e-26,1.41867e-27
143,0.536949,1.21072e-25,1.91698e-26,2.84986e-26,1.42506e-26,9.79564e-28
144,0.526444,1.44514e-25,1.688e-26,2.6941e-26,1.57749e-26,1.26374e-27
145,0.515982,1.64035e-25,1.85501e-26,2.61628e-26,1.3407e-26,2.04276e-27
146,0.505633,1.82254e-25,1.30029e-26,2.89437e-26,1.27527e-26,3.04896e-27
147,0.495462,1.76215e-25,1.50626e-26,2.49408e-26,1.11332e-26,4.45853e-27
148,0.485535,1.53145e-25,1.43791e-26,2.34714e-26,1.11902e-26,4.85903e-27
149,0.475907,1.58059e-25,1.37336e-26,2.17003e-26,9.99717e-27,4.85679e-27
150,0.466632,1.2053e-25,1.11681e-26,1.82361e-26,8.1516e-27,5.74278e-27
151,0.457756,9.63046e-26,9.79204e-27,1.63402e-26,1.00665e-26,3.49325e-27
152,0.449318,8.72861e-26,8.3648e-27,1.64053e-26,1.02683e-26,2.68893e-27
153,0.44135,1.04406e-25,1.35576e-26,1.23558e-26,6.13291e-27,3.06772e-27
154,0.433877,9.66692e-26,1.07698e-26,1.23955e-26,7.82047e-27,4.13749e-27
155,0.426914,1.28493e-25,9.65827e-27,1.22608e-26,6.03623e-27,3.81657e-27
156,0.420471,1.52407e-25,1.29989e-26,9.143e-27,5.92051e-27,4.18447e-27
157,0.414548,1.8241e-25,1.50894e-26,6.64113e-27,6.85492e-27,4.31306e-27
158,0.409138,1.96068e-25,1.36035e-26,4.90736e-27,5.3436e-27,6.86762e-27
159,0.404226,1.98875e-25,1.15884e-26,3.43659e-27,4.11699e-27,7.25957e-27
160,0.399793,2.07879e-25,1.50813e-26,3.553e-27,5.17645e-27,5.30193e-27
161,0.395809,1.96595e-25,1.55595e-26,1.50149e-27,5.66574e-27,8.28765e-27
162,0.392242,1.46323e-25,1.68835e-26,2.23011e-27,5.47501e-27,6.50781e-27
163,0.389052,1.19612e-25,1.87701e-26,2.40008e-27,4.13323e-27,7.77594e-27
164,0.386195,1.09332e-25,2.83962e-26,2.34573e-27,6.01759e-27,7.05358e-27
165,0.383626,9.14983e-26,2.70546e-26,2.14824e-27,5.99428e-27,6.48917e-27
166,0.381294,9.44166e-26,3.30904e-26,2.98096e-27,5.94435e-27,7.41703e-27
167,0.379147,1.04017e-25,3.86694e-26,3.6127e-27,7.48548e-27,8.30805e-27
168,0.377133,1.49482e-25,3.25131e-26,4.38281e-27,7.29196e-27,9.30324e-27
169,0.375197,1.35323e-25,3.59525e-26,7.67465e-27,8.74252e-27,1.13789e-26
170,0.373287,1.60395e-25,3.60034e-26,5.36142e-27,1.00738e-26,1.49846e-26
171,0.371351,1.59255e-25,3.9134e-26,7.5121e-27,1.00251e-26,1.31353e-26
172,0.369342,1.30338e-25,4.27478e-26,8.45855e-27,7.68253e-27,1.48372e-26
173,0.367211,1.08149e-25,4.17848e-26,7.49134e-27,8.07554e-27,1.23934e-26
174,0.364916,9.13831e-26,5.40437e-26,7.45321e-27,1.05311e-26,1.14286e-26
175,0.362418,6.4193e-26,5.18043e-26,1.16996e-26,9.31617e-27,1.03893e-26
176,0.359684,6.02665e-26,6.06691e-26,1.13967e-26,8.87615e-27,1.29373e-26
177,0.356684,6.31596e-26,5.96226e-26,1.10308e-26,8.42757e-27,1.19976e-26
178,0.353394,7.51807e-26,6.614e-26,1.57574e-26,8.39831e-27,1.28504e-26
179,0.349796,7.92707e-26,5.44468e-26,1.73757e-26,6.69726e-27,1.69088e-26
180,0.345877,9.94488e-26,5.75308e-26,1.74633e-26,7.53828e-27,1.95389e-26
181,0.341632,1.08211e-25,4.65808e-26,1.83269e-26,4.52789e-27,2.06747e-26
182,0.337058,8.88523e-26,4.87694e-26,2.17068e-26,6.19604e-27,1.68775e-26
183,0.332161,7.96346e-26,5.08652e-26,1.95534e-26,5.30757e-27,1.63657e-26
184,0.326951,7.27376e-26,6.18217e-26,2.04281e-26,5.26817e-27,1.82463e-26
185,0.321443,4.95777e-26,6.04251e-26,1.766e-26,5.95458e-27,1.9591e-26
186,0.315658,6.19973e-26,5.3043e-26,2.06587e-26,4.51518e-27,2.10633e-26
187,0.309618,6.1424e-26,4.74747e-26,2.0999e-26,5.60353e-27,2.37755e-26
188,0.303352,5.25944e-26,4.22611e-26,2.82525e-26,4.32991e-27,2.486e-26
189,0.296893,5.60311e-26,5.79594e-26,3.64275e-26,4.17656e-27,1.55628e-26
190,0.290273,1.02651e-25,6.25582e-26,3.001e-26,6.21184e-28,1.6799e-26
191,0.283529,1.37078e-25,5.98798e-26,2.35857e-26,1.22303e-28,2.00237e-26
192,0.276698,8.40369e-26,2.43284e-26,1.23909e-26,8.513e-28,2.06028e-26
193,0.26982,6.4966e-26,2.99514e-26,2.46008e-26,5.31837e-28,1.88944e-26
194,0.262933,6.93566e-26,5.52387e-26,2.84701e-26,9.96571e-28,1.15622e-26
195,0.256075,1.16471e-25,5.15998e-26,1.79439e-26,-3.326e-28,1.438e-26
196,0.249284,1.29982e-25,2.91175e-26,9.58091e-27,-1.58986e-28,1.85686e-26
197,0.242597,6.66691e-26,1.69538e-26,1.4994e-26,1.05538e-27,2.09586e-26
198,0.236046,4.1909e-26,2.05081e-26,2.65065e-26,1.67876e-27,1.09205e-26
199,0.229664,1.13434e-25,4.47218e-26,2.00328e-26,2.7269e-28,4.81317e-27
200,0.22348,1.21501e-25,2.63001e-26,1.2341e-26,1.04001e-27,9.11268e-27
201,0.217519,1.39232e-25,2.39283e-26,1.35122e-26,1.59498e-27,9.7942e-27
202,0.211803,6.48254e-26,2.03531e-26,1.25219e-26,3.97261e-27,7.67066e-27
203,0.206351,6.03889e-26,2.14797e-26,1.69629e-26,3.87272e-27,6.27732e-27
204,0.201177,1.21003e-25,2.78291e-26,8.50478e-27,3.18623e-27,7.3336e-27
205,0.196291,1.29724e-25,2.46024e-26,5.76412e-27,6.2594e-27,5.99397e-27
206,0.1917,7.87232e-26,1.32753e-26,6.07671e-27,8.88536e-27,6.01482e-27
207,0.187405,6.8268e-26,1.62865e-26,9.67656e-27,8.06866e-27,4.64718e-27
208,0.183406,1.40053e-25,3.48338e-26,6.29094e-27,6.37301e-27,2.49784e-27
209,0.179698,1.41954e-25,2.54891e-26,4.1545e-27,4.13676e-27,1.88033e-27
210,0.17627,1.0192e-25,1.71676e-26,5.40271e-27,9.22428e-27,3.33013e-27
211,0.173111,6.21002e-26,2.05467e-26,4.75012e-27,1.01777e-26,2.65925e-27
212,0.170207,8.07814e-26,3.15427e-26,3.47722e-27,9.56575e-27,7.75511e-28
213,0.167538,1.41819e-25,3.46852e-26,2.31594e-27,5.55342e-27,-1.04732e-28
214,0.165085,1.02077e-25,2.47617e-26,1.29086e-28,1.09885e-26,6.54245e-28
215,0.162825,4.80525e-26,2.08316e-26,9.51945e-28,1.69475e-26,8.84074e-28
216,0.160736,8.65356e-26,3.21212e-26,7.16989e-28,9.91787e-27,5.28424e-29
217,0.158792,1.12161e-25,4.59338e-26,2.0373e-28,3.8694e-27,1.37979e-27
218,0.156969,9.25484e-26,2.96112e-26,1.82054e-28,1.03497e-26,1.62703e-27
219,0.15524,6.57727e-26,1.90405e-26,1.59204e-28,1.04681e-26,3.14165e-27
220,0.153579,5.11811e-26,3.5208e-26,8.9001e-29,1.16142e-26,1.99098e-27
221,0.151964,8.39407e-26,5.36894e-26,2.07442e-28,7.8777e-27,2.05171e-27
222,0.150368,9.25018e-26,3.75302e-26,-8.66144e-29,4.66622e-27,1.93775e-27
223,0.14877,5.32733e-26,2.73156e-26,6.28219e-28,1.43642e-26,4.9157e-27
224,0.147148,5.16944e-26,5.01775e-26,1.23081e-27,1.33794e-26,1.95469e-27
225,0.145483,9.45858e-26,6.57839e-26,8.88879e-28,6.79989e-27,1.75651e-27
226,0.143758,7.41959e-26,4.41721e-26,4.96161e-29,5.93185e-27,5.79884e-27
227,0.141957,5.25928e-26,2.88327e-26,2.028e-27,1.18161e-26,8.11551e-27
228,0.140069,5.10779e-26,4.24767e-26,1.57121e-27,1.01919e-26,4.89077e-27
229,0.138082,6.43795e-26,5.73643e-26,2.13912e-27,5.4686e-27,4.46687e-27
230,0.135989,6.81e-26,3.78177e-26,1.26599e-27,6.85763e-27,8.1029e-27
231,0.133785,5.30425e-26,2.45676e-26,1.97773e-27,1.35188e-26,1.01632e-26
232,0.131468,4.08273e-26,5.46408e-26,4.60103e-27,1.35114e-26,5.38659e-27
233,0.129037,7.55043e-26,6.50944e-26,3.85991e-27,7.38551e-27,7.89916e-27
234,0.126495,6.06779e-26,3.66309e-26,2.73118e-27,1.05746e-26,1.34845e-26
235,0.123847,3.53928e-26,1.86939e-26,2.43115e-27,1.90336e-26,1.59566e-26
236,0.121099,4.42013e-26,4.96492e-26,5.9882e-27,1.1966e-26,9.6739e-27
237,0.11826,7.06354e-26,6.18168e-26,3.70222e-27,8.43007e-27,9.2469e-27
238,0.11534,6.27348e-26,2.63554e-26,1.80007e-27,1.21642e-26,1.64776e-26
239,0.112351,3.69308e-26,3.53363e-26,4.12904e-27,1.50321e-26,1.78458e-26
240,0.109306,5.45251e-26,5.54829e-26,9.50142e-27,1.39445e-26,9.14453e-27
241,0.106218,7.77916e-26,5.1788e-26,9.05207e-27,8.53332e-27,1.32788e-26
242,0.103102,6.40971e-26,3.57502e-26,5.54082e-27,1.10075e-26,2.0331e-26
243,0.0999736,3.96647e-26,3.42731e-26,9.25369e-27,1.4778e-26,1.41014e-26
244,0.0968466,5.81116e-26,5.59867e-26,1.02141e-26,1.02253e-26,9.31921e-27
245,0.0937365,8.8514e-26,5.14551e-26,4.6449e-27,7.0314e-27,1.40969e-26
246,0.0906578,7.39609e-26,3.22939e-26,5.58753e-27,1.12216e-26,1.6277e-26
247,0.0876246,5.25564e-26,3.43965e-26,1.156e-26,8.78813e-27,1.13686e-26
248,0.08465,1.01323e-25,4.55571e-26,8.3173e-27,4.35723e-27,1.01955e-26
249,0.0817466,9.71536e-26,2.43309e-26,6.14981e-27,3.2644e-27,1.23976e-26
250,0.0789253,5.753e-26,3.15435e-26,8.4992e-27,4.54936e-27,1.30868e-26
251,0.0761962,6.30471e-26,4.55639e-26,9.7621e-27,4.14434e-27,8.92848e-27
252,0.0735679,1.02364e-25,4.19762e-26,6.39573e-27,1.25838e-27,7.15411e-27
253,0.0710475,7.30777e-26,2.56233e-26,5.67114e-27,4.97825e-28,1.3227e-26
254,0.0686407,4.86988e-26,3.59924e-26,9.98954e-27,2.0317e-27,1.21269e-26
255,0.0663516,8.5588e-26,3.35078e-26,9.62151e-27,5.22217e-28,8.18565e-27
256,0.064183,1.00375e-25,2.22959e-26,6.40625e-27,9.46733e-29,8.15051e-27
257,0.0621358,6.38507e-26,2.38946e-26,4.63043e-27,6.61123e-28,1.06431e-26
258,0.0602098,7.36267e-26,2.70537e-26,8.66237e-27,4.2795e-28,5.02626e-27
259,0.0584032,1.0544e-25,2.51999e-26,5.29016e-27,1.18717e-27,4.59266e-27
260,0.0567131,8.24987e-26,1.50125e-26,4.21037e-27,1.68695e-27,4.53587e-27
261,0.0551351,4.60344e-26,2.24677e-26,6.81356e-27,1.8366e-27,5.76667e-27
262,0.0536641,9.56498e-26,3.34495e-26,6.03072e-27,2.12883e-27,1.59911e-27
263,0.0522937,1.07391e-25,2.40531e-26,3.05458e-27,2.02585e-27,2.52726e-27
264,0.051017,5.89005e-26,1.74646e-26,6.20282e-27,5.09609e-27,3.42793e-27
265,0.0498262,8.51734e-26,2.84098e-26,3.46831e-27,5.98845e-27,1.43557e-27
266,0.0487131,1.20529e-25,3.93877e-26,2.61134e-27,3.48127e-27,1.35707e-27
267,0.0476691,1.00305e-25,1.88023e-26,2.38523e-27,5.40288e-27,3.30516e-27
268,0.0466855,7.37286e-26,1.54473e-26,3.30966e-27,6.64052e-27,4.51564e-27
269,0.0457534,7.86907e-26,3.92336e-26,4.05081e-27,4.3706e-27,1.42006e-27
270,0.0448641,1.10667e-25,3.17978e-26,2.40938e-27,2.75485e-27,2.7996e-27
271,0.0440091,5.24907e-26,2.33824e-26,3.43845e-27,8.49391e-27,5.942e-27
272,0.0431801,7.26895e-26,3.77099e-26,3.12616e-27,7.87436e-27,2.79408e-27
273,0.0423695,1.01796e-25,4.39814e-26,2.09587e-27,4.45681e-27,2.44175e-27
274,0.04157,6.02437e-26,2.30236e-26,9.844e-28,5.94955e-27,3.89982e-27
275,0.0407752,5.9339e-26,2.3022e-26,3.36029e-27,1.2339e-26,4.96081e-27
276,0.0399791,9.37576e-26,5.70376e-26,3.94985e-28,6.22231e-27,2.60954e-27
277,0.0391766,6.58066e-26,3.05875e-26,1.46305e-28,6.28923e-27,6.6941e-27
278,0.0383635,2.8423e-26,1.98078e-26,1.35303e-27,1.34689e-26,8.228e-27
279,0.0375362,5.18743e-26,6.31965e-26,2.98106e-27,7.83834e-27,4.35068e-27
280,0.0366921,7.72419e-26,4.7045e-26,8.02214e-29,6.11885e-27,6.22978e-27
281,0.0358295,2.64085e-26,2.63831e-26,1.18585e-27,1.41272e-26,9.50298e-27
282,0.0349471,3.24007e-26,5.3837e-26,7.35139e-28,1.29177e-26,5.61558e-27
283,0.0340448,7.08398e-26,5.27362e-26,1.13854e-28,7.27765e-27,3.7751e-27
284,0.0331231,2.65485e-26,3.84358e-26,7.77706e-28,1.58924e-26,6.69721e-27
285,0.0321831,2.47898e-26,5.10285e-26,2.25217e-27,2.50364e-26,5.91061e-27
286,0.0312265,5.40755e-26,5.68497e-26,4.51504e-28,8.48206e-27,2.51201e-27
287,0.0302556,3.03719e-26,3.99586e-26,1.41953e-28,1.2245e-26,3.96719e-27
288,0.0292732,3.20805e-26,5.1458e-26,2.06217e-27,2.58209e-26,3.91934e-27
289,0.0282825,4.63353e-26,6.80986e-26,3.57699e-28,1.28741e-26,6.82082e-28
290,0.0272869,3.03203e-26,4.4014e-26,3.77027e-28,1.15776e-26,3.06793e-27
291,0.0262902,1.69983e-26,4.31068e-26,2.51347e-27,2.03332e-26,3.88424e-27
292,0.0252962,4.22974e-26,6.9705e-26,1.20838e-27,1.55584e-26,1.78203e-27
293,0.0243088,4.15207e-26,3.56736e-26,2.08287e-27,4.63399e-27,1.82098e-27
294,0.023332,2.03483e-26,4.0826e-26,2.34619e-27,1.40471e-26,3.00987e-27
295,0.0223695,4.47516e-26,4.5678e-26,6.91497e-28,1.18309e-26,1.59254e-27
