t,T+R,N_0,N_1,N_2,N_3,N_4
92,0.9588,1.84435e-26,3.98605e-27,3.65563e-27,2.30402e-27,2.79168e-27
93,0.972291,2.01193e-26,4.31915e-27,3.10261e-27,2.5922e-27,2.95442e-27
94,0.985921,2.2454e-26,3.88472e-27,2.91092e-27,2.61858e-27,2.96497e-27
95,0.999531,2.47715e-26,3.08343e-27,2.71555e-27,2.07339e-27,3.16767e-27
96,1.01296,2.50634e-26,2.66957e-27,2.05646e-27,1.95032e-27,2.51886e-27
97,1.02605,2.65229e-26,2.71657e-27,1.98535e-27,1.90741e-27,3.09949e-27
98,1.03864,3.04075e-26,2.92561e-27,2.26066e-27,2.10403e-27,3.5552e-27
99,1.05061,3.16116e-26,2.58799e-27,1.83277e-27,1.60787e-27,2.84793e-27
100,1.06181,3.47216e-26,2.42254e-27,1.72308e-27,1.40969e-27,2.93979e-27
101,1.07212,3.31148e-26,2.35303e-27,1.30478e-27,1.38958e-27,2.83589e-27
102,1.08143,3.53708e-26,2.54745e-27,1.17023e-27,1.05384e-27,2.33359e-27
103,1.08965,3.5335e-26,2.4239e-27,8.19624e-28,9.41839e-28,2.92712e-27
104,1.09671,3.60554e-26,2.40278e-27,9.44944e-28,7.4202e-28,2.30899e-27
105,1.10255,3.40106e-26,2.85875e-27,6.35377e-28,4.67932e-28,2.02488e-27
106,1.10712,3.60294e-26,3.27643e-27,3.72516e-28,5.01761e-28,2.02501e-27
107,1.1104,3.51576e-26,3.20706e-27,5.28951e-28,3.63794e-28,1.76593e-27
108,1.1124,3.58207e-26,3.63238e-27,3.56305e-28,2.94992e-28,2.00244e-27
109,1.11314,3.15925e-26,4.20737e-27,7.28563e-28,1.54373e-28,1.74823e-27
110,1.11264,3.53969e-26,4.57539e-27,6.14886e-28,1.72736e-28,1.65182e-27
111,1.11096,2.67775e-26,5.04072e-27,7.14751e-28,2.0409e-28,1.56532e-27
112,1.10819,3.2017e-26,5.14855e-27,9.14084e-28,1.99615e-28,1.44371e-27
113,1.1044,3.20246e-26,5.18176e-27,1.05149e-27,1.94978e-28,1.00741e-27
114,1.0997,2.9227e-26,6.87421e-27,1.22179e-27,2.71319e-28,1.43372e-27
115,1.09422,2.85509e-26,7.62794e-27,1.52568e-27,3.46144e-28,1.3463e-27
116,1.08808,2.63822e-26,7.07964e-27,1.78385e-27,4.63993e-28,1.10734e-27
117,1.08143,2.9579e-26,7.12728e-27,2.30914e-27,5.53543e-28,8.87404e-28
118,1.07442,3.45004e-26,8.66743e-27,2.28673e-27,6.80926e-28,9.30655e-28
119,1.0672,2.59341e-26,9.72147e-27,3.32318e-27,8.15591e-28,1.07396e-27
120,1.05994,2.52218e-26,8.74981e-27,3.86999e-27,7.59014e-28,7.63974e-28
121,1.05279,2.47699e-26,8.45356e-27,4.0057e-27,8.81736e-28,1.37814e-27
122,1.04592,2.58081e-26,7.6945e-27,3.71677e-27,8.85349e-28,1.07441e-27
123,1.03949,2.05014e-26,8.65892e-27,3.89779e-27,7.62675e-28,1.06858e-27
124,1.03365,2.0309e-26,7.86771e-27,3.95978e-27,7.55465e-28,1.11023e-27
125,1.02854,1.45177e-26,6.74294e-27,3.76666e-27,7.5748e-28,1.27444e-27
126,1.0243,1.62647e-26,6.09796e-27,3.92049e-27,1.01539e-27,1.68569e-27
127,1.02105,1.79065e-26,7.62561e-27,3.46406e-27,1.01759e-27,1.4963e-27
128,1.0189,1.70066e-26,7.97718e-27,3.16107e-27,9.13493e-28,1.46558e-27
129,1.01795,1.75659e-26,7.62126e-27,3.58435e-27,1.17826e-27,1.75947e-27
130,1.01827,1.92016e-26,7.81694e-27,4.14699e-27,1.5128e-27,1.63325e-27
131,1.01992,1.7596e-26,8.78004e-27,3.99911e-27,1.35722e-27,2.06562e-27
132,1.02294,2.14355e-26,7.5543e-27,4.28263e-27,1.50948e-27,1.58647e-27
133,1.02736,1.85984e-26,6.61881e-27,6.05617e-27,1.38867e-27,1.6754e-27
134,1.03317,1.63198e-26,7.32384e-27,7.62864e-27,1.28641e-27,1.95746e-27
135,1.04036,1.43132e-26,5.0002e-27,7.97449e-27,1.11337e-27,1.31742e-27
136,1.04889,1.19886e-26,4.66093e-27,8.85381e-27,1.25177e-27,1.57347e-27
137,1.0587,1.21741e-26,5.30976e-27,9.8178e-27,1.1244e-27,1.59264e-27
138,1.06971,1.44795e-26,4.39023e-27,9.78224e-27,1.22828e-27,1.36424e-27
139,1.08183,1.16636e-26,4.92445e-27,1.13228e-26,1.33727e-27,1.25443e-27
140,1.09496,1.00746e-26,5.41771e-27,1.11542e-26,1.45544e-27,1.03872e-27
141,1.10896,1.44694e-26,6.18917e-27,1.11116e-26,1.57997e-27,9.69593e-28
142,1.1237,1.65954e-26,6.98137e-27,1.04674e-26,1.8298e-27,9.26247e-28
143,1.13904,1.92611e-26,8.43425e-27,9.66028e-27,2.06631e-27,6.93897e-28
144,1.15481,1.96879e-26,8.1165e-27,1.06546e-26,2.04195e-27,6.07965e-28
145,1.17085,2.33538e-26,9.76152e-27,9.10012e-27,2.48024e-27,6.60483e-28
146,1.18701,2.33338e-26,8.75178e-27,8.01199e-27,2.57658e-27,6.95725e-28
147,1.2031,3.33952e-26,8.2282e-27,7.62382e-27,2.27826e-27,4.32676e-28
148,1.21896,3.58987e-26,8.36398e-27,7.17447e-27,2.4551e-27,5.61207e-28
149,1.23443,3.92839e-26,8.85117e-27,5.5954e-27,2.71646e-27,5.87021e-28
150,1.24934,4.12154e-26,8.18229e-27,5.13148e-27,2.45413e-27,5.73688e-28
151,1.26356,4.09679e-26,7.57647e-27,4.24746e-27,2.22683e-27,3.68414e-28
152,1.27693,4.7398e-26,6.44648e-27,4.31594e-27,1.64504e-27,3.7151e-28
153,1.28933,5.06169e-26,8.17629e-27,4.08705e-27,1.45213e-27,5.05456e-28
154,1.30065,4.32528e-26,6.76172e-27,3.35279e-27,1.32723e-27,3.88499e-28
155,1.3108,3.94101e-26,6.62566e-27,3.30274e-27,1.12255e-27,2.84065e-28
156,1.31968,4.00993e-26,6.74888e-27,2.30312e-27,8.32018e-28,4.27914e-28
157,1.32724,3.76076e-26,6.32275e-27,2.42685e-27,7.70222e-28,5.60976e-28
158,1.33345,3.17634e-26,6.21626e-27,2.17607e-27,6.96415e-28,5.40693e-28
159,1.33828,3.03029e-26,5.24325e-27,2.03852e-27,5.64585e-28,7.20185e-28
160,1.34174,2.80229e-26,6.39857e-27,1.45273e-27,4.86985e-28,1.03301e-27
161,1.34384,2.51597e-26,6.51288e-27,1.42105e-27,4.06119e-28,1.2376e-27
162,1.34464,2.53824e-26,7.35695e-27,1.40823e-27,3.85172e-28,1.06309e-27
163,1.3442,2.39765e-26,8.46975e-27,8.49029e-28,5.15603e-28,1.45822e-27
164,1.3426,2.61638e-26,8.44055e-27,8.81481e-28,4.03134e-28,1.87392e-27
165,1.33995,2.721e-26,8.95037e-27,5.8984e-28,4.53599e-28,2.18375e-27
166,1.33636,2.55178e-26,1.03679e-26,5.70057e-28,4.45256e-28,2.21606e-27
167,1.33198,2.84208e-26,1.18674e-26,4.54301e-28,4.58084e-28,2.97218e-27
168,1.32695,2.75201e-26,1.21159e-26,4.06127e-28,5.50287e-28,3.35164e-27
169,1.32144,3.13685e-26,1.22346e-26,3.67499e-28,5.44445e-28,4.00613e-27
170,1.31561,3.20866e-26,1.31297e-26,6.13322e-28,6.55425e-28,4.19144e-27
171,1.30965,3.37123e-26,1.44606e-26,3.7177e-28,7.21956e-28,4.17305e-27
172,1.30374,3.22195e-26,1.31697e-26,6.68208e-28,8.11026e-28,4.2983e-27
173,1.29806,3.60782e-26,1.16176e-26,6.63655e-28,8.07369e-28,4.94513e-27
174,1.29279,3.07308e-26,1.1478e-26,5.0408e-28,9.93783e-28,6.45658e-27
175,1.28812,3.44935e-26,9.95744e-27,7.27443e-28,1.0756e-27,5.1305e-27
176,1.28422,2.97785e-26,9.78563e-27,4.96751e-28,1.03645e-27,4.30879e-27
177,1.28125,2.96872e-26,6.70818e-27,8.28504e-28,1.07004e-27,4.835e-27
178,1.27936,2.61756e-26,7.64368e-27,8.51354e-28,1.47461e-27,5.11521e-27
179,1.2787,2.73019e-26,6.09008e-27,8.12253e-28,1.55291e-27,5.64984e-27
180,1.27939,2.30941e-26,5.91101e-27,6.83799e-28,1.72027e-27,5.37781e-27
181,1.28154,2.31729e-26,7.36262e-27,2.25014e-27,1.79148e-27,5.29399e-27
182,1.28522,2.18984e-26,8.0865e-27,2.31497e-27,1.55036e-27,5.54984e-27
183,1.29051,1.88209e-26,6.33234e-27,2.9567e-27,1.95837e-27,5.63678e-27
184,1.29745,1.56171e-26,7.82013e-27,4.22895e-27,2.01459e-27,5.89078e-27
185,1.30606,1.12529e-26,8.56111e-27,4.48414e-27,1.98987e-27,5.47543e-27
186,1.31634,8.596e-27,7.99441e-27,5.10834e-27,1.99675e-27,4.99597e-27
187,1.32826,6.23058e-27,8.33592e-27,7.2101e-27,1.99129e-27,4.40802e-27
188,1.34177,3.94724e-27,8.29775e-27,6.70588e-27,1.66563e-27,5.74536e-27
189,1.35681,2.89187e-27,6.86484e-27,7.83183e-27,2.16447e-27,6.42075e-27
190,1.37327,5.49039e-28,6.89823e-27,6.06997e-27,1.69931e-27,5.06208e-27
191,1.39104,-6.93404e-28,1.58514e-26,6.37461e-27,1.24733e-27,3.31028e-27
192,1.41,-2.00419e-27,1.24148e-26,7.13297e-27,1.21272e-27,4.10756e-27
193,1.42998,-3.64406e-27,1.50577e-26,8.38234e-27,1.13207e-27,5.7213e-27
194,1.45083,-7.18713e-28,1.46261e-26,7.67622e-27,1.12169e-27,4.81888e-27
195,1.47235,3.66794e-27,1.30094e-26,5.79379e-27,1.1066e-27,4.63977e-27
196,1.49438,4.62381e-27,1.8227e-26,5.73811e-27,7.32021e-28,3.22932e-27
197,1.5167,3.21523e-27,1.80598e-26,5.10813e-27,4.69303e-28,2.9985e-27
198,1.53912,-2.47272e-27,1.68929e-26,7.49376e-27,3.8518e-28,2.73406e-27
199,1.56142,-2.59114e-27,1.37983e-26,7.70309e-27,3.66209e-28,2.83615e-27
200,1.58342,7.70085e-27,1.22903e-26,5.78268e-27,3.5779e-28,2.72787e-27
201,1.60491,6.09765e-27,1.69265e-26,3.98722e-27,3.80165e-28,1.19309e-27
202,1.62569,1.13709e-27,1.53351e-26,4.3794e-27,5.67603e-29,1.42899e-27
203,1.64559,1.65048e-27,1.28048e-26,5.00976e-27,1.09299e-28,1.44537e-27
204,1.66444,6.47949e-27,1.09261e-26,4.71491e-27,1.45214e-28,1.18717e-27
205,1.68207,1.17104e-26,1.01162e-26,3.8495e-27,2.93897e-28,1.01116e-27
206,1.69837,8.30428e-27,1.3983e-26,2.58109e-27,2.05652e-28,3.33074e-28
207,1.7132,5.91096e-27,1.10732e-26,3.01087e-27,1.04465e-28,6.15632e-28
208,1.72647,9.34566e-27,1.13261e-26,3.51881e-27,1.21339e-28,4.65707e-28
209,1.73812,1.47797e-26,1.00936e-26,2.21427e-27,2.30428e-28,1.98371e-28
210,1.74809,2.73718e-26,1.13456e-26,2.12307e-27,4.32743e-28,1.3814e-28
211,1.75636,1.97182e-26,1.27073e-26,1.90133e-27,4.66607e-28,5.79965e-29
212,1.76294,1.53382e-26,1.22513e-26,1.43408e-27,3.99647e-28,4.40498e-29
213,1.76786,2.25802e-26,1.06295e-26,1.69829e-27,7.1998e-28,7.1719e-30
214,1.77117,2.28429e-26,1.23646e-26,1.06404e-27,9.81151e-28,-4.22915e-29
215,1.77296,2.56546e-26,1.45811e-26,9.64653e-28,1.0724e-27,-3.44853e-29
216,1.77333,2.17731e-26,1.4972e-26,7.24724e-28,1.21432e-27,6.26483e-30
217,1.77242,2.04495e-26,1.23237e-26,6.43972e-28,1.26585e-27,1.89517e-29
218,1.77037,2.82994e-26,1.33674e-26,4.29779e-28,1.92908e-27,4.39489e-29
219,1.76736,2.97264e-26,1.40358e-26,2.1274e-28,2.14143e-27,4.05164e-29
220,1.76358,2.79214e-26,1.56651e-26,1.67826e-28,2.32381e-27,1.20033e-28
221,1.75923,2.4195e-26,1.44203e-26,2.28895e-28,2.26966e-27,3.89577e-29
222,1.75452,2.403e-26,1.25476e-26,1.39629e-28,3.10786e-27,1.47695e-28
223,1.74967,2.69829e-26,9.9764e-27,2.37688e-28,3.31484e-27,6.61885e-28
224,1.74493,2.54e-26,1.25962e-26,9.59598e-29,4.05922e-27,6.11642e-28
225,1.74051,1.75622e-26,1.1756e-26,1.60476e-28,3.7923e-27,3.71896e-28
226,1.73666,1.53949e-26,1.0038e-26,8.28089e-29,3.97839e-27,1.23992e-27
227,1.73359,1.35732e-26,6.88465e-27,3.94433e-28,4.7396e-27,1.45586e-27
228,1.73153,1.69789e-26,5.51375e-27,2.35023e-28,5.16933e-27,1.69194e-27
229,1.73068,1.47119e-26,5.26873e-27,1.26053e-28,5.21893e-27,2.01263e-27
230,1.73124,1.37125e-26,6.01151e-27,3.51796e-28,5.4225e-27,2.9564e-27
231,1.73338,1.01859e-26,5.90258e-27,2.7621e-28,5.42831e-27,3.71697e-27
232,1.73726,1.30951e-26,5.73274e-27,5.12209e-28,6.65408e-27,4.12181e-27
233,1.74301,1.4206e-26,7.50643e-27,2.56143e-28,6.11779e-27,5.63389e-27
234,1.75075,1.09294e-26,1.1523e-26,7.33797e-28,5.853e-27,6.09511e-27
235,1.76055,1.10757e-26,1.63442e-26,1.1745e-27,6.4981e-27,6.4507e-27
236,1.77247,1.3135e-26,1.12133e-26,1.05808e-27,6.37402e-27,7.27836e-27
237,1.78653,1.49662e-26,1.54326e-26,1.32515e-27,6.77367e-27,6.86974e-27
238,1.80275,9.61623e-27,1.50022e-26,1.24985e-27,6.45251e-27,6.86902e-27
239,1.82107,9.20365e-27,1.79428e-26,1.43035e-27,6.09677e-27,5.71021e-27
240,1.84144,7.93553e-27,1.20944e-26,1.82409e-27,5.78967e-27,5.23857e-27
241,1.86376,8.39472e-27,1.13687e-26,2.16627e-27,6.19548e-27,4.46881e-27
242,1.88792,8.96049e-27,9.01789e-27,1.57443e-27,5.9518e-27,3.77026e-27
243,1.91377,5.92874e-27,9.85826e-27,8.45337e-28,5.91491e-27,2.97763e-27
244,1.94114,5.07973e-27,1.35902e-26,1.24269e-27,5.82778e-27,2.90381e-27
245,1.96983,4.98995e-27,1.00234e-26,1.14517e-27,5.47886e-27,3.40714e-27
246,1.99964,6.86632e-27,8.76353e-27,8.39358e-28,5.1979e-27,3.11973e-27
247,2.03033,9.16947e-27,1.12506e-26,4.47056e-28,5.94147e-27,3.7431e-27
248,2.06166,8.85082e-27,1.3376e-26,3.54638e-28,5.11666e-27,3.19848e-27
249,2.09339,1.25181e-26,1.32248e-26,5.29277e-28,5.66394e-27,3.23211e-27
250,2.12524,1.60687e-26,9.79156e-27,6.35512e-28,5.81925e-27,3.29857e-27
251,2.15697,1.76189e-26,1.06701e-26,5.97282e-28,4.8251e-27,3.81984e-27
252,2.18831,1.84593e-26,1.39781e-26,3.76683e-28,4.79868e-27,4.03095e-27
253,2.219,2.01888e-26,1.09531e-26,6.54891e-28,4.58122e-27,3.32642e-27
254,2.24881,2.33753e-26,9.95944e-27,6.22187e-28,4.13676e-27,3.27702e-27
255,2.27749,2.91174e-26,8.50743e-27,5.16906e-28,2.69072e-27,3.50356e-27
256,2.30484,2.78783e-26,9.10563e-27,1.50258e-28,2.70571e-27,4.11609e-27
257,2.33066,2.33256e-26,8.2804e-27,3.22337e-28,2.0331e-27,3.76427e-27
258,2.35477,2.60391e-26,5.76005e-27,1.90563e-28,1.70559e-27,3.98003e-27
259,2.37703,3.15007e-26,6.1941e-27,4.99513e-28,1.02173e-27,3.87764e-27
260,2.39732,3.32528e-26,5.47403e-27,2.91422e-28,8.99129e-28,2.85695e-27
261,2.41556,2.69231e-26,5.34847e-27,3.11922e-28,5.49706e-28,3.37889e-27
262,2.43168,3.11068e-26,7.11641e-27,4.23366e-28,3.07476e-28,3.48496e-27
263,2.44567,3.85107e-26,7.35158e-27,1.03045e-27,3.7346e-28,1.91159e-27
264,2.45753,4.65143e-26,5.8028e-27,7.09123e-28,1.60756e-28,1.98145e-27
265,2.46732,4.26235e-26,7.24895e-27,9.48312e-28,8.03572e-29,1.41251e-27
266,2.47512,4.38387e-26,9.2812e-27,1.07149e-27,2.60129e-29,9.01411e-28
267,2.48104,4.71794e-26,7.41073e-27,1.6159e-27,-7.87359e-29,5.94732e-28
268,2.48522,5.64695e-26,9.00079e-27,1.3705e-27,-8.41305e-29,2.77561e-28
269,2.48785,5.45456e-26,6.21101e-27,1.54609e-27,1.89433e-28,1.27395e-28
270,2.48913,4.95544e-26,6.41125e-27,1.26331e-27,1.05053e-28,1.51564e-28
271,2.48929,4.03409e-26,6.91536e-27,1.42504e-27,4.68374e-28,-2.4965e-30
272,2.48858,4.963e-26,7.22151e-27,1.13506e-27,8.84992e-28,-1.61105e-28
273,2.48728,4.82689e-26,5.99959e-27,1.14367e-27,8.76963e-28,-1.77729e-28
274,2.48566,4.47589e-26,8.33783e-27,7.29237e-28,1.58383e-27,1.41579e-29
275,2.48404,4.35899e-26,1.19827e-26,8.00805e-28,2.56525e-27,-1.28376e-28
276,2.48271,4.71516e-26,1.1872e-26,6.53832e-28,3.06547e-27,7.9353e-29
277,2.48198,4.67514e-26,1.36792e-26,5.28643e-28,4.23329e-27,-2.50808e-29
278,2.48215,5.16459e-26,1.79277e-26,4.95378e-28,6.36488e-27,2.30047e-28
279,2.48353,4.55046e-26,2.33285e-26,3.45258e-28,5.97889e-27,-4.39164e-29
280,2.4864,4.3996e-26,2.29847e-26,2.77628e-28,8.0136e-27,2.33734e-28
281,2.49103,4.66484e-26,2.24952e-26,1.11596e-28,8.75823e-27,3.11345e-28
282,2.49767,3.92797e-26,2.32604e-26,1.48784e-28,9.62011e-27,4.51812e-28
283,2.50655,3.59124e-26,2.34999e-26,2.69268e-28,1.06638e-26,4.32545e-28
284,2.51786,3.18743e-26,2.25362e-26,3.38807e-28,9.69165e-27,8.98176e-28
285,2.53178,3.50699e-26,1.98891e-26,1.60901e-28,1.04327e-26,1.54192e-27
286,2.54844,3.09595e-26,1.88953e-26,1.81287e-28,1.06973e-26,1.84178e-27
287,2.56794,2.26059e-26,2.3838e-26,3.16557e-28,1.04614e-26,2.49877e-27
288,2.59034,2.85356e-26,2.25248e-26,2.96891e-28,9.68912e-27,3.09836e-27
289,2.61566,2.76122e-26,2.31946e-26,3.86373e-28,8.91661e-27,3.67589e-27
290,2.64388,2.67696e-26,2.45356e-26,3.78893e-28,9.67222e-27,4.48044e-27
291,2.67494,2.78878e-26,2.46463e-26,4.04864e-28,8.82683e-27,4.59351e-27
292,2.70874,3.01794e-26,2.58564e-26,8.45175e-28,7.8237e-27,4.06066e-27
293,2.74513,3.7674e-26,2.3691e-26,1.15166e-27,6.14952e-27,4.15012e-27
294,2.78395,4.23922e-26,2.14002e-26,1.25478e-27,6.12082e-27,3.55353e-27
295,2.82498,3.73456e-26,2.14235e-26,1.39921e-27,4.60037e-27,3.43245e-27
