t,T+R,N_0,N_1,N_2,N_3,N_4
44,1.01152,1.03074e-27,1.12645e-30,-1.09475e-31,9.58172e-29,7.87232e-29
45,1.00817,1.02829e-27,8.7403e-31,3.26879e-31,8.65355e-29,7.77823e-29
46,1.00499,1.04249e-27,1.40992e-30,4.44143e-30,8.02883e-29,8.13942e-29
47,1.00202,1.10713e-27,1.64109e-30,5.46824e-30,7.66317e-29,8.00758e-29
48,0.999278,1.06962e-27,3.70929e-30,7.91327e-30,6.86247e-29,7.43088e-29
49,0.996802,1.22508e-27,4.07247e-30,1.18241e-29,6.2272e-29,7.66259e-29
50,0.994616,1.17823e-27,9.53462e-30,1.64219e-29,6.03457e-29,7.71035e-29
51,0.992741,1.22882e-27,7.73391e-30,2.02337e-29,5.67056e-29,6.70415e-29
52,0.991194,1.18938e-27,1.6416e-29,2.57176e-29,4.75177e-29,7.41047e-29
53,0.989986,1.2002e-27,1.49162e-29,2.52917e-29,5.11602e-29,8.27894e-29
54,0.989125,1.31372e-27,1.99947e-29,2.55483e-29,4.80166e-29,6.27319e-29
55,0.988612,1.2327e-27,3.27301e-29,4.2209e-29,4.6573e-29,6.023e-29
56,0.988445,1.15794e-27,3.26697e-29,3.89351e-29,4.74184e-29,5.76305e-29
57,0.988616,1.11562e-27,3.59495e-29,4.40394e-29,4.16168e-29,5.53964e-29
58,0.989112,1.04282e-27,4.7871e-29,4.35595e-29,4.48244e-29,4.86372e-29
59,0.989916,1.0072e-27,4.14805e-29,4.87866e-29,4.93363e-29,4.08323e-29
60,0.991007,1.02614e-27,5.67153e-29,6.0523e-29,5.24616e-29,2.99157e-29
61,0.992359,8.86562e-28,5.74008e-29,5.08468e-29,4.71067e-29,2.45263e-29
62,0.993943,9.05445e-28,7.15317e-29,6.27211e-29,5.49381e-29,2.50966e-29
63,0.995728,7.47869e-28,9.43567e-29,6.8805e-29,5.76903e-29,1.96715e-29
64,0.997677,9.00631e-28,1.05924e-28,7.55448e-29,5.9247e-29,1.39971e-29
65,0.999753,6.9139e-28,1.18662e-28,7.84213e-29,6.75441e-29,9.74869e-30
66,1.00192,7.51558e-28,1.13765e-28,6.47204e-29,7.23687e-29,6.56354e-30
67,1.00413,6.89774e-28,1.4463e-28,6.54518e-29,7.15206e-29,8.53684e-30
68,1.00635,6.63887e-28,1.39689e-28,7.07234e-29,7.92982e-29,5.07204e-30
69,1.00854,5.85913e-28,1.37698e-28,6.7089e-29,8.5218e-29,5.74793e-30
70,1.01065,6.72199e-28,1.56049e-28,7.82103e-29,8.62061e-29,5.15121e-30
71,1.01265,6.55409e-28,1.83192e-28,5.11979e-29,9.15386e-29,4.79272e-30
72,1.0145,6.20142e-28,1.77513e-28,6.88577e-29,9.51926e-29,4.93137e-30
73,1.01616,5.69346e-28,2.10957e-28,5.74272e-29,1.01739e-28,7.75841e-30
74,1.0176,5.67333e-28,2.01043e-28,6.9335e-29,1.00426e-28,2.84746e-30
75,1.01879,5.99532e-28,1.80591e-28,5.45231e-29,1.0217e-28,7.24904e-30
76,1.01971,5.67877e-28,1.95025e-28,4.33337e-29,1.01443e-28,5.8605e-30
77,1.02033,5.46292e-28,2.07575e-28,4.10781e-29,1.13902e-28,5.28683e-30
78,1.02063,5.27288e-28,2.18137e-28,4.16074e-29,1.18579e-28,5.1715e-30
79,1.0206,5.63284e-28,1.96297e-28,4.69104e-29,1.20857e-28,5.38463e-30
80,1.02023,5.92872e-28,1.93733e-28,5.08359e-29,1.27861e-28,1.03299e-29
81,1.01952,5.80153e-28,2.03095e-28,3.26375e-29,1.32884e-28,1.0281e-29
82,1.01846,5.94962e-28,2.16096e-28,3.66833e-29,1.56324e-28,9.61011e-30
83,1.01706,7.08541e-28,2.01508e-28,3.27019e-29,1.61388e-28,1.29193e-29
84,1.01534,6.42006e-28,2.02642e-28,2.51684e-29,1.65433e-28,1.55781e-29
85,1.01329,7.6662e-28,1.97463e-28,2.36083e-29,1.81502e-28,2.35781e-29
86,1.01095,8.26516e-28,2.04504e-28,2.58482e-29,1.88302e-28,2.31902e-29
87,1.00833,8.95742e-28,1.49248e-28,1.68927e-29,2.00913e-28,2.27472e-29
88,1.00547,9.54157e-28,1.72076e-28,1.28379e-29,1.93022e-28,2.38025e-29
89,1.00238,9.8625e-28,1.62835e-28,1.32355e-29,2.01701e-28,4.10916e-29
90,0.999096,9.21226e-28,1.62058e-28,1.218e-29,2.07325e-28,4.64395e-29
91,0.995661,1.11803e-27,1.34206e-28,7.06108e-30,2.13946e-28,3.5285e-29
92,0.992106,1.21368e-27,9.67743e-29,3.04681e-30,1.97951e-28,4.00571e-29
93,0.988469,1.2769e-27,1.22577e-28,1.09425e-30,1.82827e-28,4.59248e-29
94,0.984788,1.25552e-27,1.25892e-28,3.0734e-31,1.84595e-28,4.90224e-29
95,0.981101,1.32643e-27,9.41367e-29,8.73075e-31,1.69746e-28,4.19061e-29
96,0.977446,1.41714e-27,8.90502e-29,8.37874e-31,1.60532e-28,3.61901e-29
97,0.973861,1.47319e-27,6.84692e-29,2.54958e-30,1.47781e-28,3.64497e-29
98,0.970381,1.6275e-27,8.94775e-29,6.7807e-30,1.38406e-28,4.90866e-29
99,0.96704,1.70667e-27,9.26943e-29,9.09198e-30,1.30337e-28,5.61226e-29
100,0.963869,1.60389e-27,8.10179e-29,1.10947e-29,1.21853e-28,4.26836e-29
101,0.960898,1.6167e-27,7.37277e-29,1.57517e-29,1.14264e-28,3.53844e-29
102,0.95815,1.77069e-27,5.52015e-29,1.79823e-29,8.39529e-29,4.77421e-29
103,0.955649,1.6824e-27,7.60434e-29,3.87511e-29,7.95131e-29,4.44449e-29
104,0.953412,1.79281e-27,7.07037e-29,2.92628e-29,6.54104e-29,4.52881e-29
105,0.951452,1.64609e-27,6.82074e-29,4.72573e-29,5.33427e-29,4.36152e-29
106,0.949779,1.61456e-27,5.72634e-29,3.80995e-29,4.19707e-29,3.58662e-29
107,0.948397,1.63419e-27,6.03524e-29,6.56011e-29,3.17599e-29,4.9093e-29
108,0.947307,1.44671e-27,6.83618e-29,5.75296e-29,1.74875e-29,4.40356e-29
109,0.946504,1.65823e-27,7.84443e-29,5.72093e-29,1.09835e-29,4.88076e-29
110,0.94598,1.67281e-27,6.82916e-29,5.35625e-29,6.8363e-30,4.17596e-29
111,0.945722,1.69529e-27,7.86799e-29,5.8202e-29,7.77863e-30,3.58748e-29
112,0.945712,1.5456e-27,8.85393e-29,7.50609e-29,5.86306e-30,2.94853e-29
113,0.945929,1.67323e-27,8.34374e-29,7.43431e-29,4.65922e-30,2.29529e-29
114,0.946349,1.80126e-27,8.59043e-29,7.63383e-29,9.45902e-30,2.65856e-29
115,0.946944,1.84679e-27,8.81698e-29,8.7267e-29,1.62754e-29,1.88158e-29
116,0.947684,1.59344e-27,8.39495e-29,7.57714e-29,2.44662e-29,1.59477e-29
117,0.948536,1.62662e-27,8.81358e-29,1.03617e-28,3.20227e-29,1.30847e-29
118,0.949465,1.63066e-27,1.2007e-28,1.13683e-28,4.54283e-29,2.14184e-30
119,0.950435,1.38185e-27,8.08099e-29,1.01911e-28,5.65291e-29,2.54054e-30
120,0.95141,1.34858e-27,9.88063e-29,1.07227e-28,6.83169e-29,4.9736e-31
121,0.952353,1.16124e-27,1.36759e-28,1.30529e-28,8.19268e-29,3.47306e-31
122,0.953227,1.02906e-27,1.56932e-28,1.47622e-28,8.25172e-29,-8.61883e-31
123,0.953997,8.17173e-28,1.66504e-28,1.24912e-28,1.05979e-28,-9.03204e-31
124,0.954628,6.1959e-28,1.75532e-28,1.19817e-28,1.05886e-28,1.31127e-30
125,0.955089,5.5017e-28,2.15437e-28,1.41078e-28,1.2462e-28,3.38352e-30
126,0.955348,4.27585e-28,2.54867e-28,1.22101e-28,1.17091e-28,5.28973e-30
127,0.955379,2.97976e-28,2.58821e-28,1.30245e-28,1.2335e-28,1.04572e-29
128,0.955159,2.16017e-28,3.32574e-28,1.26704e-28,1.28874e-28,1.78222e-29
129,0.954666,2.82743e-28,3.23335e-28,1.11403e-28,1.36956e-28,2.97688e-29
130,0.953884,4.54875e-28,3.22059e-28,9.91028e-29,1.36898e-28,4.40855e-29
131,0.9528,4.78256e-28,4.17144e-28,1.0413e-28,1.28895e-28,6.60525e-29
132,0.951408,6.38304e-28,4.45996e-28,1.3436e-28,1.29443e-28,6.48133e-29
133,0.949702,8.16736e-28,5.41713e-28,1.42128e-28,1.33478e-28,1.00957e-28
134,0.947684,1.1611e-27,5.68649e-28,1.85003e-28,1.19554e-28,1.26278e-28
135,0.945359,1.55289e-27,6.52353e-28,1.78927e-28,1.1464e-28,1.86348e-28
136,0.942737,1.83461e-27,6.71972e-28,2.31477e-28,1.09655e-28,2.02865e-28
137,0.939831,2.07279e-27,7.41495e-28,2.59886e-28,1.15775e-28,2.42108e-28
138,0.936659,2.70678e-27,8.11474e-28,2.90227e-28,9.76581e-29,2.91519e-28
139,0.933244,3.16158e-27,8.06184e-28,3.55779e-28,7.82044e-29,3.36527e-28
140,0.929609,3.50218e-27,8.8549e-28,4.08673e-28,7.034e-29,4.30634e-28
141,0.925783,3.79859e-27,8.87747e-28,4.62548e-28,8.26564e-29,4.66525e-28
142,0.921797,4.10153e-27,9.44715e-28,4.84554e-28,5.63008e-29,5.45202e-28
143,0.917684,4.72544e-27,9.6334e-28,5.2488e-28,4.64211e-29,6.19252e-28
144,0.913478,4.67884e-27,1.14826e-27,6.23159e-28,4.53191e-29,7.06165e-28
145,0.909216,5.10909e-27,1.15274e-27,5.9973e-28,3.24667e-29,7.6715e-28
146,0.904932,5.23087e-27,1.10757e-27,6.37073e-28,2.11242e-29,8.09044e-28
147,0.900665,5.87226e-27,1.18866e-27,6.76557e-28,1.60403e-29,9.37996e-28
148,0.89645,6.01747e-27,1.28205e-27,6.96268e-28,1.15262e-29,9.80546e-28
149,0.892321,5.48479e-27,1.41942e-27,6.72041e-28,5.10891e-30,1.06883e-27
150,0.888313,6.23987e-27,1.4795e-27,6.80378e-28,4.36805e-30,1.10923e-27
151,0.884457,6.23661e-27,1.42084e-27,6.0804e-28,7.58549e-30,1.25908e-27
152,0.880782,6.09933e-27,1.52446e-27,6.35988e-28,1.00185e-29,1.3606e-27
153,0.877314,6.02083e-27,1.58642e-27,6.45013e-28,1.74224e-29,1.47218e-27
154,0.874075,6.34554e-27,1.65863e-27,5.16833e-28,2.84509e-29,1.50241e-27
155,0.871085,6.36659e-27,1.60095e-27,5.64813e-28,2.85694e-29,1.52465e-27
156,0.868359,5.90808e-27,1.64159e-27,4.87717e-28,4.71103e-29,1.65704e-27
157,0.865908,5.92624e-27,1.7147e-27,4.5575e-28,5.73238e-29,1.77303e-27
158,0.863737,5.74463e-27,1.76354e-27,3.96129e-28,7.23525e-29,1.71889e-27
159,0.861849,5.5473e-27,1.69173e-27,4.08676e-28,9.36347e-29,1.64743e-27
160,0.860242,5.37028e-27,1.79244e-27,3.47954e-28,9.93267e-29,1.72362e-27
161,0.858909,5.12988e-27,1.72009e-27,3.42574e-28,1.11813e-28,1.76092e-27
162,0.857837,4.99038e-27,1.71078e-27,3.04067e-28,1.49928e-28,1.79594e-27
163,0.857013,4.93903e-27,1.73181e-27,2.64028e-28,1.78559e-28,1.66512e-27
164,0.856415,4.8915e-27,1.79662e-27,2.39815e-28,1.81323e-28,1.7237e-27
165,0.856021,4.78957e-27,1.96138e-27,2.10628e-28,1.91282e-28,1.70616e-27
166,0.855805,4.64634e-27,1.86885e-27,1.74815e-28,2.16197e-28,1.69854e-27
167,0.855736,4.86293e-27,2.0486e-27,1.54752e-28,2.42446e-28,1.64262e-27
168,0.855782,4.8457e-27,1.89012e-27,1.50265e-28,2.63988e-28,1.67514e-27
169,0.855909,4.84584e-27,2.02045e-27,1.12037e-28,2.9039e-28,1.68627e-27
170,0.856082,4.81806e-27,2.08426e-27,1.14861e-28,3.19057e-28,1.51147e-27
171,0.856263,5.20893e-27,2.01322e-27,8.10214e-29,3.61394e-28,1.55508e-27
172,0.856416,5.20824e-27,2.27438e-27,4.7899e-29,3.72291e-28,1.61302e-27
173,0.856502,5.21561e-27,2.30343e-27,6.28593e-29,4.01307e-28,1.51274e-27
174,0.856486,5.26881e-27,2.12566e-27,3.43451e-29,4.14211e-28,1.45541e-27
175,0.856332,6.06274e-27,2.13132e-27,1.44297e-29,4.72512e-28,1.48002e-27
176,0.856007,6.08268e-27,2.44403e-27,1.09563e-29,5.00232e-28,1.37655e-27
177,0.855478,6.13046e-27,2.13255e-27,-1.38032e-29,5.28838e-28,1.45687e-27
178,0.854718,6.12448e-27,2.4432e-27,-2.90072e-30,5.59654e-28,1.27483e-27
179,0.8537,6.34931e-27,2.00203e-27,-3.0634e-32,5.47364e-28,1.19002e-27
180,0.852402,6.19003e-27,2.15933e-27,2.81099e-30,5.65811e-28,1.23745e-27
181,0.850806,6.42735e-27,2.19096e-27,4.74582e-29,5.80332e-28,1.17579e-27
182,0.848898,6.05752e-27,2.14663e-27,6.88224e-29,5.85257e-28,1.13496e-27
183,0.846668,6.53577e-27,1.86638e-27,9.30958e-29,5.56092e-28,9.58215e-28
184,0.844111,6.10257e-27,1.95357e-27,1.68958e-28,5.4449e-28,1.06682e-27
185,0.841225,6.09969e-27,2.05618e-27,2.0461e-28,5.24765e-28,9.82361e-28
186,0.838016,5.9274e-27,2.03244e-27,2.61487e-28,4.85585e-28,8.5584e-28
187,0.83449,5.84915e-27,1.93106e-27,3.53468e-28,4.2533e-28,8.8233e-28
188,0.830661,5.84004e-27,2.05739e-27,4.5621e-28,3.64782e-28,8.81575e-28
189,0.826546,5.76034e-27,1.28248e-27,4.85998e-28,3.28956e-28,7.45984e-28
190,0.822165,6.1229e-27,1.26089e-27,4.71466e-28,2.69193e-28,7.44516e-28
191,0.817545,5.27298e-27,1.60902e-27,5.25532e-28,1.91379e-28,7.57025e-28
192,0.812713,4.64195e-27,1.92705e-27,5.88826e-28,1.29269e-28,8.07766e-28
193,0.807699,4.39525e-27,2.16006e-27,8.00214e-28,8.98599e-29,7.64372e-28
194,0.802538,4.91725e-27,1.9748e-27,8.64707e-28,6.0406e-29,6.83647e-28
195,0.797264,4.76384e-27,1.59335e-27,7.86885e-28,4.51445e-29,7.13102e-28
196,0.791915,4.04365e-27,2.04474e-27,8.09649e-28,2.26654e-29,7.47317e-28
197,0.786528,3.43615e-27,2.21095e-27,1.01772e-27,2.97922e-29,7.70773e-28
198,0.781142,3.37274e-27,2.1408e-27,1.00768e-27,5.79554e-29,7.97143e-28
199,0.775794,3.65103e-27,2.15717e-27,1.02531e-27,7.91125e-29,6.87498e-28
200,0.770522,3.50845e-27,2.13528e-27,1.01595e-27,1.29984e-28,7.30582e-28
201,0.76536,3.21e-27,1.90971e-27,9.17353e-28,1.61522e-28,6.38233e-28
202,0.760344,2.64522e-27,2.78919e-27,1.1469e-27,2.38914e-28,7.69282e-28
203,0.755504,2.53595e-27,2.93333e-27,1.12867e-27,3.16694e-28,8.09069e-28
204,0.75087,2.98811e-27,2.72531e-27,1.12937e-27,4.34855e-28,7.01953e-28
205,0.746465,3.55172e-27,2.37321e-27,8.71043e-28,4.96778e-28,6.49572e-28
206,0.742313,3.31378e-27,3.03015e-27,9.76742e-28,5.31078e-28,6.52592e-28
207,0.738431,3.10559e-27,3.83817e-27,1.01499e-27,5.86883e-28,6.90101e-28
208,0.734832,2.62333e-27,3.57766e-27,1.05691e-27,7.9321e-28,7.06972e-28
209,0.731526,4.05633e-27,2.55132e-27,8.32024e-28,9.28615e-28,6.91321e-28
210,0.728517,5.28229e-27,3.15204e-27,8.02013e-28,9.66018e-28,6.09153e-28
211,0.725804,4.97005e-27,4.01646e-27,7.71301e-28,9.78038e-28,5.56853e-28
212,0.723383,4.47935e-27,3.49636e-27,7.70815e-28,1.1794e-27,5.00886e-28
213,0.721245,5.24499e-27,3.22538e-27,7.18022e-28,1.2478e-27,5.82596e-28
214,0.719376,6.4985e-27,2.56569e-27,6.44525e-28,1.41278e-27,6.40006e-28
215,0.717758,7.36455e-27,3.59902e-27,6.27724e-28,1.39707e-27,6.06391e-28
216,0.716369,7.06015e-27,3.65079e-27,6.53716e-28,1.4813e-27,5.12852e-28
217,0.715183,7.00721e-27,3.25827e-27,6.32195e-28,1.60641e-27,4.94952e-28
218,0.714171,8.13918e-27,2.53834e-27,6.1802e-28,1.72694e-27,5.77021e-28
219,0.713303,9.39292e-27,2.87563e-27,5.63229e-28,1.67737e-27,6.65436e-28
220,0.712545,1.02382e-26,3.11048e-27,5.79956e-28,1.66377e-27,5.58196e-28
221,0.711859,9.75412e-27,2.82643e-27,5.88768e-28,1.66497e-27,6.4643e-28
222,0.711211,1.0063e-26,2.28077e-27,6.26141e-28,1.7403e-27,6.69678e-28
223,0.710561,1.11474e-26,1.79315e-27,6.15002e-28,1.74516e-27,8.01289e-28
224,0.709873,1.17559e-26,2.23006e-27,6.20844e-28,1.62541e-27,8.54007e-28
225,0.709108,1.24179e-26,2.56591e-27,6.20626e-28,1.54034e-27,1.01698e-27
226,0.708231,1.20346e-26,1.71316e-27,5.95224e-28,1.51307e-27,9.46645e-28
227,0.707206,1.22802e-26,5.89701e-28,6.00462e-28,1.51002e-27,1.05371e-27
228,0.706,1.36903e-26,1.13696e-27,6.04343e-28,1.44107e-27,1.19551e-27
229,0.704584,1.40501e-26,1.34357e-27,6.27018e-28,1.17087e-27,1.40319e-27
230,0.702929,1.2849e-26,9.18066e-28,6.57821e-28,1.14637e-27,1.438e-27
231,0.701012,1.33297e-26,2.83513e-28,5.17508e-28,1.09774e-27,1.42482e-27
232,0.698812,1.43184e-26,-8.04747e-29,5.01957e-28,9.72209e-28,1.57888e-27
233,0.696313,1.52001e-26,3.30285e-28,4.70607e-28,8.37163e-28,1.89539e-27
234,0.693504,1.53183e-26,3.56252e-28,5.36851e-28,7.10003e-28,2.0546e-27
235,0.690377,1.40367e-26,-7.70593e-29,4.02007e-28,6.38269e-28,2.09662e-27
236,0.686928,1.56074e-26,-5.10288e-28,3.33305e-28,5.39851e-28,2.11109e-27
237,0.68316,1.64061e-26,-1.11214e-28,2.13535e-28,4.42497e-28,2.46604e-27
238,0.679078,1.6832e-26,5.58178e-29,3.25211e-28,3.28311e-28,2.66386e-27
239,0.674694,1.57226e-26,-3.45705e-29,3.21547e-28,2.51432e-28,2.6164e-27
240,0.670021,1.71402e-26,-1.21261e-28,1.72574e-28,2.26694e-28,2.5249e-27
241,0.66508,1.83655e-26,-1.17193e-28,6.14618e-29,1.49003e-28,2.82651e-27
242,0.659893,1.80331e-26,1.70624e-28,1.04192e-28,1.04176e-28,2.9998e-27
243,0.654486,1.79075e-26,2.96464e-28,1.57514e-28,6.02489e-29,2.96085e-27
244,0.648888,1.77896e-26,4.67072e-28,1.20183e-28,4.32362e-29,2.91351e-27
245,0.64313,1.91901e-26,6.12472e-28,1.89687e-29,2.73476e-29,2.75728e-27
246,0.637248,1.98208e-26,7.82908e-28,6.53091e-29,7.28239e-30,2.85401e-27
247,0.631275,1.7493e-26,9.64359e-28,1.63408e-28,5.52812e-30,2.95559e-27
248,0.625248,1.81722e-26,1.33302e-27,2.11845e-28,1.0996e-29,2.79989e-27
249,0.619204,1.94079e-26,1.47087e-27,2.48152e-28,1.37022e-29,2.63317e-27
250,0.61318,1.96976e-26,1.39691e-27,3.38662e-28,2.12706e-29,2.40169e-27
251,0.607212,1.78043e-26,1.83456e-27,4.81482e-28,3.8425e-29,2.51388e-27
252,0.601335,1.70872e-26,2.57131e-27,6.67566e-28,4.97892e-29,2.19024e-27
253,0.595581,1.83424e-26,2.56354e-27,8.44607e-28,7.48991e-29,2.02277e-27
254,0.589982,1.73805e-26,2.48016e-27,9.14458e-28,8.13595e-29,1.72848e-27
255,0.584566,1.62329e-26,2.79531e-27,1.11244e-27,1.03338e-28,1.73737e-27
256,0.579359,1.51059e-26,3.52668e-27,1.42379e-27,1.15204e-28,1.4751e-27
257,0.574382,1.45339e-26,3.43272e-27,1.48318e-27,1.48706e-28,1.22512e-27
258,0.569653,1.52762e-26,3.35151e-27,1.63251e-27,1.46086e-28,9.7627e-28
259,0.565187,1.33814e-26,3.59657e-27,1.85896e-27,1.82146e-28,8.5417e-28
260,0.560993,1.12693e-26,4.28431e-27,2.10126e-27,1.99961e-28,7.8993e-28
261,0.557076,1.06319e-26,4.12017e-27,2.25638e-27,2.62883e-28,5.59911e-28
262,0.553438,1.04191e-26,4.08328e-27,2.6053e-27,2.8839e-28,3.89554e-28
263,0.550076,8.87969e-27,4.21094e-27,2.51127e-27,3.27723e-28,3.8513e-28
264,0.546981,7.08996e-27,5.0725e-27,2.85566e-27,3.4172e-28,2.84679e-28
265,0.544143,6.19441e-27,4.77395e-27,2.96255e-27,4.46316e-28,1.64016e-28
266,0.541544,6.044e-27,4.44179e-27,3.18829e-27,5.22562e-28,1.11985e-28
267,0.539166,4.61468e-27,5.32912e-27,3.00977e-27,5.57748e-28,9.1479e-29
268,0.536986,3.37913e-27,6.06146e-27,3.00934e-27,5.9976e-28,8.22933e-29
269,0.534977,3.50718e-27,5.7148e-27,3.33166e-27,7.07633e-28,1.18852e-29
270,0.533112,3.51247e-27,5.50177e-27,3.27611e-27,8.4464e-28,2.86776e-29
271,0.531359,2.55016e-27,6.23636e-27,3.32395e-27,9.16515e-28,3.55672e-29
272,0.529685,2.08688e-27,6.6231e-27,3.29577e-27,9.43137e-28,4.9966e-29
273,0.528059,2.43194e-27,6.32001e-27,2.91482e-27,1.1145e-27,2.14566e-29
274,0.526444,2.78106e-27,5.92309e-27,3.27706e-27,1.28232e-27,7.20508e-29
275,0.524807,2.92375e-27,7.21173e-27,3.07707e-27,1.34434e-27,1.15562e-28
276,0.523113,2.42631e-27,7.16117e-27,2.92797e-27,1.40655e-27,8.44766e-29
277,0.521331,3.29494e-27,6.42549e-27,2.59861e-27,1.61442e-27,1.16834e-28
278,0.519427,3.94448e-27,5.82289e-27,2.71612e-27,1.72989e-27,2.02783e-28
279,0.517374,4.50822e-27,6.24628e-27,2.73772e-27,1.91722e-27,2.50971e-28
280,0.515143,4.95e-27,6.7326e-27,2.45292e-27,1.83519e-27,2.56268e-28
281,0.512709,4.82414e-27,6.01603e-27,2.23396e-27,2.05121e-27,2.89104e-28
282,0.510053,6.33888e-27,4.39847e-27,2.22605e-27,2.23486e-27,4.49044e-28
283,0.507155,7.35772e-27,5.26884e-27,2.25689e-27,2.20104e-27,4.62917e-28
284,0.504003,7.21617e-27,5.40386e-27,2.06637e-27,2.12368e-27,4.98392e-28
285,0.500585,7.79783e-27,3.72e-27,1.96777e-27,2.31028e-27,5.39829e-28
286,0.496896,9.56647e-27,3.15405e-27,1.94799e-27,2.2667e-27,6.62858e-28
287,0.492934,9.61461e-27,3.34622e-27,1.85493e-27,2.28682e-27,6.81185e-28
288,0.488701,9.82646e-27,3.28556e-27,1.92291e-27,2.17264e-27,6.33619e-28
289,0.484204,1.05544e-26,1.64803e-27,1.8714e-27,2.2631e-27,6.98337e-28
290,0.479453,1.22401e-26,1.22571e-27,1.83541e-27,2.18901e-27,8.17341e-28
291,0.474462,1.26072e-26,1.68193e-27,1.87126e-27,2.01277e-27,7.92369e-28
292,0.469249,1.24462e-26,1.01579e-27,1.83367e-27,2.00405e-27,7.96444e-28
293,0.463835,1.37201e-26,3.00421e-28,1.74585e-27,1.92131e-27,8.41349e-28
294,0.458244,1.50044e-26,-5.17497e-29,1.70386e-27,1.79326e-27,9.43839e-28
295,0.452503,1.537e-26,-4.77556e-29,1.78039e-27,1.59944e-27,1.01413e-27
